rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
25,"spotify:track:7ju97lgwC2rKQ6wwsf9no9","Lady Gaga, Ariana Grande","Rain On Me (with Ariana Grande)","Interscope",21,21,2,"1811909"
26,"spotify:track:6hw1Sy9wZ8UCxYGdpKrU6M","Apache 207","Roller","Four Music/Two Sides",1,18,41,"1800281"
27,"spotify:track:4K9BEykCbkN1y0by5VAruR","KAYEF","Ich würd' lügen","Kayef Media",12,17,9,"1688671"
28,"spotify:track:2JRGOG903bxFPVgVIXS3MH","Nimo, Ramo","Alles zu viel","385ideal",28,-1,1,"1681173"
29,"spotify:track:76nqCfJOcFFWBJN32PAksn","Ava Max","Kings & Queens","Atlantic Records",24,24,12,"1670007"
30,"spotify:track:33jaF6gknsRif8HzH1RMAB","Luciano","Late Night","Urban",3,15,5,"1616027"
31,"spotify:track:14wf185UxfNbSy8dwt4r4q","Black Eyed Peas, Ozuna, J. Rey Soul","MAMACITA","Epic",31,34,7,"1545807"
32,"spotify:track:7C1trmcQQ5n5RNy4l6ziCv","Nea, Felix Jaehn","Some Say - Felix Jaehn Remix","Milkshake",24,29,17,"1530705"
33,"spotify:track:1MFaAT6ewSgEw7vD9j6kyr","Dardan","FAVELA","Hypnotize Entertainment",8,8,2,"1491137"
34,"spotify:track:1rgnBhdG2JDFTbYkYRZAku","Tones And I","Dance Monkey","Elektra (NEK)",2,35,44,"1421416"
35,"spotify:track:1vZqDXhvyXAwSM8V6MU0N5","CÉLINE","Tränen aus Kajal","BTGS / A Million / Groove Attack",14,22,9,"1397437"
36,"spotify:track:7eJMfftS33KTjuF7lTsMCx","Powfu, beabadoobee","death bed (coffee for your head)","Columbia",15,25,15,"1393580"
37,"spotify:track:33Sn2Rd42g2Rc6NKmMBZpf","CÉLINE","Wenn ich will","BTGS / A Million / Groove Attack",37,-1,1,"1366520"
38,"spotify:track:4nK5YrxbMGZstTLbvj6Gxw","BENEE, Gus Dapperton","Supalonely","Republic Records",26,38,13,"1348610"
39,"spotify:track:61ZM92T2zaXIVsqncThQzC","Robin Schulz, Alida","In Your Eyes (feat. Alida)","WM Germany",12,36,21,"1336368"
40,"spotify:track:78YdCUtMzJEPdWeFEtTnIO","Luciano","Maison","Urban",8,19,3,"1329830"
41,"spotify:track:7hr6WRm7HUlVdkfnhSTm0G","Nico Santos, Topic","Like I Love You","Virgin",31,37,12,"1314790"
42,"spotify:track:7vgv8KZBSo0TPzyIWG9yzV","Ava Max","Salt","Atlantic Records",12,31,16,"1303770"
43,"spotify:track:5BGNoSjmaufev4ubnT50Dp","Fero47","Anders","Epic/Fero47",17,26,3,"1301010"
44,"spotify:track:2MpaGhvIcWxGpTppgQWM1D","KC Rebell, Summer Cem","GEHT NICH GIBS NICH","Banger Musik II/WM Germany",4,14,3,"1252591"
45,"spotify:track:39Yp9wwQiSRIDOvrVg7mbk","THE SCOTTS, Travis Scott, Kid Cudi","THE SCOTTS","Cactus Jack / Epic",4,27,6,"1243701"
46,"spotify:track:3ZdDYeaZzeYnrP4crgXzPk","Shirin David","90-60-111","Juicy Money Records",2,30,6,"1213739"
47,"spotify:track:0psIeufUtT83Ot2dkLjQ0v","LEA","Treppenhaus","Four Music/Treppenhaus Records",29,66,13,"1211385"
48,"spotify:track:20rTzps5LFpeylWrzM84zS","Samra","BaeBae","Urban",1,33,8,"1201062"
49,"spotify:track:254AnlO6Fr8ge2hH0nywp7","Fynn Kliemann","Alles was ich hab","twoFinger Records",36,120,15,"1195374"
50,"spotify:track:5pmXZqUacxdwwF9fdWQEzw","Sarah Engels","Te Amo Mi Amor","Ariola Local",32,32,3,"1151956"
51,"spotify:track:6FNmtq67D1oBL2ujomXIzJ","Manuellsen","Toss It","König im Schatten Records",51,-1,1,"1144601"
52,"spotify:track:1NP7bzm8UksJUWXsuFoOwE","Mark Forster","Übermorgen","Four Music Local",52,55,5,"1106188"
53,"spotify:track:4n0Ke1KJsPHvd7xRoU29E2","Dardan, Monet192","H <3 T E L","Hypnotize Entertainment",1,41,11,"1093548"
54,"spotify:track:5DvTCC5k50T8InS6xGqW2K","Nimo, Rina","Trendsetter","385ideal",11,39,5,"1082813"
55,"spotify:track:6vFEvkXOnOTUMgPHxogIRK","Fynn Kliemann","Twingo","twoFinger Records",51,104,3,"1074949"
56,"spotify:track:1sgDyuLooyvEML4oHspNza","Kygo, OneRepublic","Lose Somebody","Kygo",56,59,3,"1067334"
57,"spotify:track:1IikW5aCjY08gagX94j3fJ","Pashanim","Hauseingang","Urban",40,50,24,"1051506"
58,"spotify:track:4w47S36wQGBhGg073q3nt7","ROSALÍA, Travis Scott","TKN (feat. Travis Scott)","Columbia",58,-1,1,"1035607"
59,"spotify:track:2PGA1AsJal6cyMNmKyE56q","Apache 207","200 km/h","Four Music/Two Sides",2,49,37,"1005570"
60,"spotify:track:0dy5NFDnx5fuZvE8ZXEX35","Bonez MC","Shotz Fired","187 Strassenbande",2,46,8,"1000184"
61,"spotify:track:2vDxrqUKTkgSxn7x3JYms9","Felix Jaehn, GASHI, FAANGS","SICKO","Virgin",61,61,8,"982046"
62,"spotify:track:7My1iCGUznwNztIokee32S","Jerome","Take My Hand","Kontor Records",62,70,12,"978777"
63,"spotify:track:2A0CxheiQGQdCiKtOR7jMP","LUM!X, D.T.E, Gabry Ponte, MOKABY","The Passenger (LaLaLa) [feat. MOKABY]","Spinnin' Records",47,54,16,"978685"
64,"spotify:track:1IWNylpZ477gIVUDpJL66u","Lady Gaga, BLACKPINK","Sour Candy (with BLACKPINK)","Interscope",64,-1,1,"972825"
65,"spotify:track:3UE1ojFN1y0GybCNSyKGdK","Shindy","What's Luv","Sony Music/Friends with Money",1,48,9,"949892"
66,"spotify:track:5vdEdYeVtTLWH2pv5xAon0","Monet192, EREN CAN, BATU","Kanak (feat. EREN CAN, BATU)","WM Germany",66,-1,1,"944263"
67,"spotify:track:0nbXyq5TXYPCO7pr3N8S4I","Roddy Ricch","The Box","Atlantic Records",11,53,23,"943593"
68,"spotify:track:0gThlZWwZWkDqRKGOz2CN1","Symba","Angels Sippen","SME - Symba",9,51,10,"941949"
69,"spotify:track:7pFUgqEzGiyMiUJ2aAQ9h9","Farid Bang, Samra, Capital Bra","Guerilla (feat. Samra & Capital Bra)","Farid Bang II/WM Germany",69,-1,1,"928324"
70,"spotify:track:4LTOtwBvBfUdkIY6xJGLzu","Fynn Kliemann","Regen","twoFinger Records",70,-1,1,"903617"
71,"spotify:track:5FtUPmn2paXJWyoUeKRp2F","Farid Bang, SSIO","Casanova (feat. SSIO)","Farid Bang II/WM Germany",71,-1,1,"897423"
72,"spotify:track:0X4hMHBj4Ra6h1tIQGl1CH","Tom Gregory","Fingertips","Kontor Records",36,64,13,"888871"
73,"spotify:track:3PfIrDoz19wz7qK7tYeu62","Dua Lipa","Don't Start Now","Urban",19,63,31,"879792"
74,"spotify:track:4SeuiNnF2n9yA0KztuIFc8","Kontra K","Namen","BMG Rights Management GmbH",4,42,5,"879338"
75,"spotify:track:017PF4Q3l4DBUiWoXk4OWT","Dua Lipa","Break My Heart","Urban",39,76,10,"876026"
76,"spotify:track:1mfmCQWZhV30L4Aj8ytMLz","Haftbefehl, Shirin David","Conan x Xenia","Urban",5,43,4,"872248"
77,"spotify:track:2rRJrJEo19S2J82BDsQ3F7","Trevor Daniel","Falling","Alamo",8,58,29,"868052"
78,"spotify:track:6riSzur6wJGEjGnRGjykug","Dú Maroc, Samra","Calle","Azzlackz",78,-1,1,"866058"
79,"spotify:track:4zLSkwZaiMfzzapPCbdG90","GAMPER & DADONI","Gimme! Gimme! Gimme!","Big Top Amsterdam",52,68,14,"859097"
80,"spotify:track:78qd8dvwea0Gosb6Fe6j3k","Doja Cat","Boss Bitch","Atlantic Records",26,56,13,"853798"
81,"spotify:track:5RqR4ZCCKJDcBLIn4sih9l","StaySolidRocky","Party Girl","Columbia",81,92,4,"852322"
82,"spotify:track:50Td3qilgs8BLtv8mHyT1t","Zoe Wees","Control","Virgin Music UK LAS (S&D)",82,96,3,"843031"
83,"spotify:track:2tnVG71enUj33Ic2nFN6kZ","Regard","Ride It","Ministry of Sound Recordings",12,79,42,"834079"
84,"spotify:track:1jaTQ3nqY3oAAYyCTbIvnM","Jack Harlow","WHATS POPPIN","Generation Now/Atlantic",62,62,14,"830350"
85,"spotify:track:7N06jo3EnV792VFaG8vuW6","Felix Jaehn, VIZE, Miss Li","Close Your Eyes","Virgin",22,73,24,"829909"
86,"spotify:track:22LAwLoDA5b4AaGSkg6bKW","Lil Mosey","Blueberry Faygo","Mogul Vision/Interscope Records",23,65,16,"827472"
87,"spotify:track:4HBZA5flZLE435QTztThqH","Ariana Grande, Justin Bieber","Stuck with U (with Justin Bieber)","Ariana Grande & Justin Bieber ""Stuck With U""- Charity",24,52,4,"825209"
88,"spotify:track:67ojvEGRPAUCOohuMPqoRC","Capital Bra, Samra, LEA","110","Urban",1,72,37,"822289"
89,"spotify:track:0y6dXsDFNzlGZjb3kQvRAe","Fynn Kliemann","Warten","twoFinger Records",89,-1,1,"809746"
90,"spotify:track:719aY5gAzJbx2PHjyalZQu","Zuna, Loredana, SRNO","Du bist mein","KMN Gang",1,57,10,"808891"
91,"spotify:track:1V7JaMp11LKGwKiVmSetf0","Joker Bra, VIZE","Baby","Bra Musik",1,71,18,"806589"
92,"spotify:track:0lapcUAia7RnutxUxM4LP0","Ardian Bujupi","Modela","Columbia Local",40,40,2,"802116"
93,"spotify:track:3eekarcy7kvN4yt5ZFzltW","Travis Scott","HIGHEST IN THE ROOM","Cactus Jack / Epic",8,67,35,"800502"
94,"spotify:track:2u8AXJyk8pICzj2wyPBL0b","Sido, Apache 207","2002","Urban",5,78,36,"788924"
95,"spotify:track:7qwWwsa6otLM0UOEamls4s","The Cratez, Bausa, Maxwell, Joshi Mizu","Skifahren (feat. Joshi Mizu)","GOLD LEAGUE/RBK",3,85,29,"775925"
96,"spotify:track:7AEvIcvuFeQr3iuCICrFgS","FOURTY, Monet192","WIEDER MAL","Life Is Pain",28,28,2,"769626"
97,"spotify:track:0xEW9gPv5wNuS84pXGG3lc","Ali Gatie","Running On My Mind","Warner Records",97,-1,1,"755265"
98,"spotify:track:4AqN8IdKCfItCSbuaFch81","VIZE, Felix Jaehn","Thank You [Not So Bad]","Virgin",98,100,15,"752221"
99,"spotify:track:2Y24EyaUQki0Yln5a31NFD","Fynn Kliemann","Eine Minute","twoFinger Records",37,-1,6,"751653"
100,"spotify:track:0JjM9bKm4wrwohMslcm892","G-Eazy, Tory Lanez, Tyga","Still Be Friends (feat. Tory Lanez & Tyga)","BPG/RVG/RCA Records",39,91,17,"740067"
101,"spotify:track:4sXhDZ9BW7S713fCdQkmQZ","Haftbefehl","Morgenstern","Urban",101,-1,1,"736483"
102,"spotify:track:07f2b3CTdgKKlhv0mqUksz","Juju, Henning May","Vermissen (feat. Henning May)","JINX Music",1,81,57,"735797"
103,"spotify:track:1K5KBOgreBi5fkEHvg5ap3","Future, Drake","Life Is Good (feat. Drake)","Epic/Freebandz",12,84,21,"734916"
104,"spotify:track:3FGiFUJRRp5RGikVrs6kig","Alicia Keys","Underdog","RCA Records Label",53,83,13,"733437"
105,"spotify:track:6gBFPUFcJLzWGx4lenP6h2","Travis Scott","goosebumps","Epic/Grand Hustle",40,80,15,"727277"
106,"spotify:track:2cLHnxLRLpIGgRnFRChnpr","BHZ, Longus Mongus, Monk, Dead Dawg","Flasche Luft","Sony Music/BHZ",42,157,9,"727101"
107,"spotify:track:3AzjcOeAmA57TIOr9zF1ZW","Dua Lipa","Physical","Urban",25,87,18,"725203"
108,"spotify:track:3zu4LFZ5qruUJwtDpCRQW4","Ufo361","Allein sein","Stay High",2,77,10,"723681"
109,"spotify:track:4kihgTt5OLhLbj7NbPpnVa","Fynn Kliemann","Die Hook","twoFinger Records",109,-1,1,"722829"
110,"spotify:track:4sClRHhZXIuWqCwaXObnMr","Ali471","GOALGETTER","Ali471",30,69,7,"716445"
111,"spotify:track:1Cv1YLb4q0RzL6pybtaMLo","Surfaces","Sunday Best","Surfaces, LLC / TenThousand Projects, LLC",41,89,16,"716191"
112,"spotify:track:1hoLUVBx0ixX3kn0EX0P5n","Juju, Loredana, Miksu / Macloud","Kein Wort","JINX Music",1,82,20,"701439"
113,"spotify:track:6UelLqGlWMcVH1E5c4H7lY","Harry Styles","Watermelon Sugar","Columbia",113,147,7,"698319"
114,"spotify:track:0H9WHopZ62JeDaGau7REMw","Pashanim","Shababs botten","Urban",71,99,29,"688636"
115,"spotify:track:7qEHsqek33rTcFNT9PFqLf","Lewis Capaldi","Someone You Loved","Vertigo Berlin",27,94,74,"682035"
116,"spotify:track:4Pfmq1CGxLyQBn2ux96Ey9","NGEE","Auf der Jagd","Epic Local",116,-1,1,"675265"
117,"spotify:track:7Gxh5SAuoMHkcLoLzlKVhd","Samra","Weiss","Urban",2,93,17,"670505"
118,"spotify:track:3Dv1eDb0MEgF93GpLXlucZ","Doja Cat","Say So","Kemosabe Records/RCA Records",44,103,20,"666102"
119,"spotify:track:3Z8FwOEN59mRMxDCtb8N0A","Marshmello, Halsey","Be Kind (with Halsey)","Astralwerks",53,98,5,"653996"
120,"spotify:track:4j13mrwctaHuhWc6tMpH7a","badmómzjay","Rollercoaster","Vertigo Berlin",44,44,2,"648074"
121,"spotify:track:4DpNNXFMMxQEKl7r0ykkWA","Melanie Martinez","Play Date","Atlantic Records",97,107,5,"645984"
122,"spotify:track:6dNB3XdAzx7kTf5wa8Rg89","Apache 207","Wieso tust Du dir das an?","Four Music/Two Sides",1,105,33,"639245"
123,"spotify:track:6I2jabBRzwhiYHsSTqnrRC","Samra, Capital Bra","365 Tage","Urban",2,74,7,"636094"
124,"spotify:track:1rqhPRf919wPxlSSYq7eet","Fynn Kliemann","Alles nur geliehen","twoFinger Records",124,-1,1,"635372"
125,"spotify:track:5xriaucXVtMxzoxIg7aAFR","LEA","Okay","Four Music/Treppenhaus Records",125,-1,2,"627234"
126,"spotify:track:2RaKlveGCllSaXloN8kmzV","RIN","Alien","GOLD LEAGUE/DIVISION",7,112,26,"621173"
127,"spotify:track:2xLMifQCjDGFmkHkpNLD9h","Travis Scott","SICKO MODE","Cactus Jack / Epic / Grand Hustle",25,97,42,"620692"
128,"spotify:track:0Dlcu2fgHklOnajVu2dUNU","Capital Bra, Samra","Tilidin","Urban",1,114,50,"609656"
129,"spotify:track:2gMXnyrvIjhVBUZwvLZDMP","Lewis Capaldi","Before You Go","Vertigo Berlin",52,102,28,"602392"
130,"spotify:track:1lht8jb3c6rEiVaqX94enH","Jerome","Light","Kontor Records",33,131,34,"601641"
131,"spotify:track:4OVF6uwZlMOSlZmHDnwliX","RIN, Bausa","Keine Liebe","GOLD LEAGUE/DIVISION",3,123,33,"601105"
132,"spotify:track:0Z90cRkNAH6yrFzdcsLjVg","Fynn Kliemann","Frieden mit der Stadt","twoFinger Records",132,-1,1,"600753"
133,"spotify:track:7sMe3DBnBppU4COnQJHRV5","Dardan","WIE LANG?????????","Hypnotize Entertainment",7,90,7,"597998"
134,"spotify:track:7ygVaACDENw4PgLbN1awFE","Apache 207","Matrix","Four Music/Two Sides",1,101,15,"596642"
135,"spotify:track:2Fxmhks0bxGSBdJ92vM42m","Billie Eilish","bad guy","Darkroom/Interscope Records",3,113,62,"594953"
136,"spotify:track:1oZjXgscUfOnM6BItjiXdX","Dardan, Veysel","VIELE","Hypnotize Entertainment",9,86,5,"587954"
137,"spotify:track:5v4GgrXPMghOnBBLmveLac","Megan Thee Stallion, Beyoncé","Savage Remix (feat. Beyoncé)","300 Entertainment",88,121,5,"587920"
138,"spotify:track:525GY0mXYnxajolwgS8Eaz","Lucky Luke","Cooler Than Me","Columbia/B1 Recordings",138,182,3,"586810"
139,"spotify:track:7Ek9e3eIuktIFjpDRQfmHE","Luciano","Mios mit Bars","Urban",1,118,16,"581806"
140,"spotify:track:3uhTOxvu2h2YEm0uPNF2vi","Apache 207","Doch in der Nacht","Four Music/Two Sides",6,122,32,"580583"
141,"spotify:track:6pQb1eFwDLM3B3L6yySpGk","TheDoDo","Endorphine","pbb",141,-1,1,"579776"
142,"spotify:track:6GBRd5VBNODB437XjcS1UG","Fynn Kliemann","Liebster Wahnsinn","twoFinger Records",142,-1,1,"579166"
143,"spotify:track:696DnlkuDOXcMAnKlTgXXK","Arizona Zervas","ROXANNE","Arizona Zervas",18,125,31,"579071"
144,"spotify:track:7K7bEVvrAhPVs1ml3dPvEe","Fynn Kliemann","Schmeiß mein Leben auf den Müll","twoFinger Records",144,-1,2,"578287"
145,"spotify:track:4iKWzru5GKgxVuGOxYKHRp","Farid Bang, Majoe, Sipo, Summer Cem, 18 Karat, Jasko","Das beste Label (feat. Majoe, SIPO, Summer Cem, 18 Karat & Jasko)","Farid Bang II/WM Germany",145,-1,1,"576904"
146,"spotify:track:3Zigq1lfHmFRlyoRrh9k2s","Apache 207","Kein Problem","Four Music/Two Sides",17,124,56,"576348"
147,"spotify:track:4ru1yuNqTbx8MGO5X79Jid","MoTrip","80 Millionen - Aus Sing meinen Song, Vol. 7","Music for Millions",87,95,4,"576280"
148,"spotify:track:5Bj9rLRVpf5xxQwhlyOOeh","Dardan","D A YYY T O N A","Hypnotize Entertainment",4,126,14,"576159"
149,"spotify:track:5NruCL3mzAlLav6W8WGbpC","Clueso","Sag Mir Was Du Willst","Epic Local",95,134,7,"575571"
150,"spotify:track:4rD3luOvJQ9meRCBG7WPER","Ufo361","Final Fantasy","Stay High",6,108,7,"571208"
151,"spotify:track:5oFqV7RK8agXk9wzhuSZBj","Kianush, PA Sports","KRIMINELL","Life Is Pain",12,119,17,"567885"
152,"spotify:track:4umIPjkehX1r7uhmGvXiSV","Justin Bieber, Quavo","Intentions (feat. Quavo)","RBMG/Def Jam",22,130,17,"567699"
153,"spotify:track:05yTaWPb5rtmcLjc8gh6dB","Samra, Capital Bra","Berlin","Urban",2,111,12,"565122"
154,"spotify:track:7yBbV2k2S2uhaQc24NF2xt","Lady Gaga","Stupid Love","Interscope",71,-1,7,"564745"
155,"spotify:track:7CHi4DtfK4heMlQaudCuHK","MEDUZA, Becky Hill, Goodboys","Lose Control","Virgin",32,140,33,"564656"
156,"spotify:track:6jdjLHFVoTY5rfEEcDPCX3","BHZ, Longus Mongus, Monk, Dead Dawg","Bald Ist Es Vorbei","Sony Music/BHZ",156,-1,1,"561805"
157,"spotify:track:21jGcNKet2qwijlDFuPiPb","Post Malone","Circles","Republic Records",16,132,40,"560491"
158,"spotify:track:4CNcRgjGw1v9VQaTaytdnD","Juice WRLD, Trippie Redd","Tell Me U Luv Me (with Trippie Redd)","Grade A Productions/Interscope Records",158,-1,1,"559720"
159,"spotify:track:2ZSHH750nQpUVHjoe3iu2U","Scott Storch, Ozuna, Tyga","Fuego Del Calor (feat. Ozuna & Tyga)","Atlantic Records",159,-1,1,"558307"
160,"spotify:track:0sOFT8z1WuLjzZ6V2qEIZU","Fynn Kliemann","Ruinierung","twoFinger Records",160,-1,1,"555689"
161,"spotify:track:3jCMdvc8bFOKChETbFV9Zc","Lena, Nico Santos","Better","Polydor",28,133,42,"553424"
162,"spotify:track:0ui2kVwPZKHaZxGhdIzBrp","Nimo","Nur wegen dir","385ideal",13,129,16,"550736"
163,"spotify:track:7FIWs0pqAYbP91WWM0vlTQ","Eminem, Juice WRLD","Godzilla (feat. Juice WRLD)","Shady/Aftermath/Interscope Records",8,138,20,"547364"
164,"spotify:track:4UOXo3xWnxYdTf3sFyRaUG","Bonez MC, RAF Camora","500 PS","187 Strassenbande",1,146,96,"541882"
165,"spotify:track:7nkN1tnFIZIIS4P5q4Krmb","The Cratez, Bonez MC","Honda Civic","GOLD LEAGUE/RBK",4,142,36,"539617"
166,"spotify:track:0wPnsn16R7zREmywxEwvnM","Garagen Larrys","Karl Ess von dem Mount Everest","Epic Local",88,88,3,"538032"
167,"spotify:track:5dQ1F33brZ2lUVfN5Cswio","Farid Bang, Haftbefehl","Hadouken (feat. Haftbefehl)","Farid Bang II/WM Germany",167,-1,1,"536824"
168,"spotify:track:2kkcJ8tSDV42LdWcPjy6We","Samra, Capital Bra","Wieder Lila","Urban",1,144,55,"527379"
169,"spotify:track:2rWnTpXD0jq5lymyg4xIKQ","Jamule","Ich hol dich ab","Life Is Pain",3,143,21,"526038"
170,"spotify:track:665AK0ovB11McZRwfa852G","Vicetone, Tony Igy","Astronomia","Columbia International",84,136,9,"525735"
171,"spotify:track:5gFCFZnV0QTt1YfjY7dJBY","David Puentez, Albert Neve","Superstar","Virgin",171,198,2,"524609"
172,"spotify:track:0qaWEvPkts34WF68r8Dzx9","Riton, Oliver Heldens, Vula","Turn Me On (feat. Vula)","Ministry of Sound Recordings",23,149,32,"524528"
173,"spotify:track:51Of5p3lKZeOg6itfs4og4","twocolors","Lovefool","Virgin",173,-1,1,"524109"
174,"spotify:track:14P8s5aiDr32gcQ5ESaYBO","Kontra K","Puste sie weg","BMG Rights Management GmbH",4,110,10,"523171"
175,"spotify:track:7aiClxsDWFRQ0Kzk5KI5ku","blackbear","hot girl bummer","Alamo",15,148,38,"520599"
176,"spotify:track:6v3KW9xbzN5yKLt9YKDYA2","Shawn Mendes, Camila Cabello","Señorita","Island Records",1,152,50,"519077"
177,"spotify:track:2Jij6ebp6ToNKOn5DWlGxV","Bausa","Mary","WM Germany",10,156,62,"515383"
178,"spotify:track:2alc8VZAzDgdAsL2QMk3hu","DripReport","Skechers","Arista Records",30,135,12,"514279"
179,"spotify:track:7k4t7uLgtOxPwTpFmtJNTY","KAROL G, Nicki Minaj","Tusa","TUSA - Karol G & Nicki Minaj",71,165,23,"513830"
180,"spotify:track:62hKI4sg6EP5IiKTiXKNdL","Farid Bang, YONII","Allez Allez (feat. Yonii)","Farid Bang II/WM Germany",180,-1,1,"506274"
181,"spotify:track:0YU17F0BlVXvmx5ytsR43w","LUM!X, Gabry Ponte","Monster","Spinnin' Records",34,161,51,"503540"
182,"spotify:track:2grAr8pWMuLWn8ZYEE9wDV","Tones And I","Never Seen The Rain","Elektra (NEK)",53,115,18,"499291"
183,"spotify:track:527k23H0A4Q0UJN3vGs0Da","Don Toliver","After Party","We Run It Ent./Cactus Jack/Atlantic",150,150,4,"497182"
184,"spotify:track:30lMYksMuWFUB4uIdNGoxT","Fynn Kliemann","Schlaflied","twoFinger Records",184,-1,1,"496942"
185,"spotify:track:4D4tA2ara3ihoOvjupr8cG","Luciano","Sip","Urban",2,155,13,"495287"
186,"spotify:track:6LcauUZjF1eXQrgqMUecHX","Tyga","Ayy Macarena","Columbia/Last Kings Records",9,162,29,"494837"
187,"spotify:track:66XXbNv7BZKoILNq4PUho5","Kalazh44","Rote Augen","Kalazh44",187,-1,1,"491261"
188,"spotify:track:6eLbwBWoW40A7wMg2ow4Kn","BHZ, Ion Miles, Big Pat, Longus Mongus","Muddy","Sony Music/BHZ",127,127,2,"489313"
189,"spotify:track:1tuXOJYN6CkgubpifHEm96","Kygo, Sasha Alex Sloan","I'll Wait","Kygo",152,-1,8,"489055"
190,"spotify:track:3tSy9yUo0rb1LR61CS5O7l","Soolking, MERO","Hayati","Universal Music Division Capitol Music France",6,163,11,"479531"
191,"spotify:track:36J10AwMabBYxgNrV2S8gd","Dardan","6AM.........","Hypnotize Entertainment",4,158,21,"477595"
192,"spotify:track:1EkcoZn8GA9PRPU9X9sPti","badmómzjay","Move","Vertigo Berlin",17,116,8,"476237"
193,"spotify:track:3Ve0ag71EeiQalsl7Ha4Dw","AnnenMayKantereit","Ausgehen","AnnenMayKantereit & Irrsinn Tonträger",50,137,17,"473988"
194,"spotify:track:7sVQVuy2cdPfMIHDH9IKaP","JIGGO, Monet192","Para, Money, E's","JIGGO",63,168,21,"470938"
195,"spotify:track:5nmVf5dSgH4A25qsev28Mi","Dardan, Xiara","gENAuSo","Hypnotize Entertainment",4,171,42,"469841"
196,"spotify:track:3cQ8kXLcGHyPMQXcAnG8iI","NGEE","Kinder der Straße","Epic Local",62,117,5,"466444"
197,"spotify:track:79s5XnCN4TJKTVMSmOx8Ep","Pop Smoke","Dior","Victor Victor Worldwide/Republic Records",80,151,15,"465518"
