rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
59,"spotify:track:2vDxrqUKTkgSxn7x3JYms9","Felix Jaehn, GASHI, FAANGS","SICKO","Virgin",55,59,14,"955035"
60,"spotify:track:2Uqno6bplmiQo12Cu6Ukm8","Celo & Abdi","IBB","385ideal",60,-1,1,"937848"
61,"spotify:track:2fZTS0VboxRpF0FdfY7E5P","Juice WRLD","Conversations","Grade A Productions/Interscope Records",61,-1,1,"912111"
62,"spotify:track:1H7KnK26kc1YyellpbINEn","Pop Smoke, 50 Cent, Roddy Ricch","The Woo (feat. 50 Cent & Roddy Ricch)","Victor Victor Worldwide",50,50,2,"889346"
63,"spotify:track:4NhDYoQTYCdWHTvlbGVgwo","6ix9ine","GOOBA","Create Music Group",3,49,10,"887299"
64,"spotify:track:5gFCFZnV0QTt1YfjY7dJBY","David Puentez, Albert Neve","Superstar","Virgin",64,79,8,"880991"
65,"spotify:track:2MNXZRtPBskqyHtNTdKFjA","JURI, Bushido","2003","BBM Records",16,16,2,"879676"
66,"spotify:track:2A0CxheiQGQdCiKtOR7jMP","LUM!X, D.T.E, Gabry Ponte, MOKABY","The Passenger (LaLaLa) [feat. MOKABY]","Spinnin' Records",47,72,22,"879344"
67,"spotify:track:2PGA1AsJal6cyMNmKyE56q","Apache 207","200 km/h","Four Music/Two Sides",2,61,43,"870109"
68,"spotify:track:5duf2NsABczC5cHAe0zwLn","Ra'is","Hayat","Groove Attack TraX",47,75,5,"850298"
69,"spotify:track:5Yx8aAuhBBsp3fmyCR808F","Firat, Jamoo","Vay Vay","Sony Music/KnK Music",69,-1,1,"842634"
70,"spotify:track:0dZpw3h6KZhcHec61qwevZ","Conkarah, Shaggy, DJ Fle","Banana (feat. Shaggy) - DJ FLe - Minisiren Remix","S-Curve Records",70,78,5,"842333"
71,"spotify:track:3qT2eKpWNq5cze7kGGORDZ","RIN","DAS RENNEN","GOLD LEAGUE/DIVISION",5,57,6,"839273"
72,"spotify:track:0psIeufUtT83Ot2dkLjQ0v","LEA","Treppenhaus","Four Music/Treppenhaus Records",29,65,19,"835893"
73,"spotify:track:7v8OynJxOxHoeS5C2UA9Y7","Capital Bra, Loredana","Nicht verdient","URBAN",1,66,12,"834662"
74,"spotify:track:1IikW5aCjY08gagX94j3fJ","Pashanim","Hauseingang","Urban",40,74,30,"826298"
75,"spotify:track:7eJMfftS33KTjuF7lTsMCx","Powfu, beabadoobee","death bed (coffee for your head)","Columbia",15,67,21,"825025"
76,"spotify:track:17tgK6f93CECWj0EC70RfQ","Kalazh44, Samra","Kashira","Kalazh44",10,52,4,"811412"
77,"spotify:track:5t3TC43DVZko3bZEikzttd","Fard, Kollegah, Asche","SINALOA","Ruhrpott Elite",33,33,2,"811155"
78,"spotify:track:017PF4Q3l4DBUiWoXk4OWT","Dua Lipa","Break My Heart","Urban",39,71,16,"800697"
79,"spotify:track:4AqN8IdKCfItCSbuaFch81","VIZE, Felix Jaehn","Thank You [Not So Bad]","Virgin",74,85,21,"799244"
80,"spotify:track:1vZqDXhvyXAwSM8V6MU0N5","CÉLINE","Tränen aus Kajal","BTGS / A Million / Groove Attack",14,83,15,"797435"
81,"spotify:track:1sgDyuLooyvEML4oHspNza","Kygo, OneRepublic","Lose Somebody","Kygo",54,77,9,"786117"
82,"spotify:track:0U9dP3BUlAgq9KkJXOijBH","KALIM, Ufo361","SKRR","Urban",5,76,7,"779236"
83,"spotify:track:6EfBMJQwe2xLgldra6DaYp","6ix9ine","YAYA","Create Music Group",81,81,2,"771458"
84,"spotify:track:61ZM92T2zaXIVsqncThQzC","Robin Schulz, Alida","In Your Eyes (feat. Alida)","WM Germany",12,88,27,"767318"
85,"spotify:track:615vw74T1NebV8pKoutm2J","Juice WRLD","Righteous","Grade A Productions/Interscope Records",40,-1,6,"766518"
86,"spotify:track:2u8AXJyk8pICzj2wyPBL0b","Sido, Apache 207","2002","Urban",5,87,42,"757859"
87,"spotify:track:5LOJdJPzuevskkoAtLj8hb","Tujamo, VIZE, MAJAN","Lonely","Virgin",87,89,6,"756946"
88,"spotify:track:7vgv8KZBSo0TPzyIWG9yzV","Ava Max","Salt","Atlantic Records",12,73,22,"756517"
89,"spotify:track:4zLSkwZaiMfzzapPCbdG90","GAMPER & DADONI","Gimme! Gimme! Gimme!","Big Top Amsterdam",52,92,20,"756095"
90,"spotify:track:33jaF6gknsRif8HzH1RMAB","Luciano","Late Night","Urban",3,82,11,"754038"
91,"spotify:track:12UlSiLT9zdiApsvOULjf7","Maestro","Durch die Nacht","Keller GmbH/WM Germany",91,-1,1,"751025"
92,"spotify:track:67ojvEGRPAUCOohuMPqoRC","Capital Bra, Samra, LEA","110","Urban",1,86,43,"748230"
93,"spotify:track:0X4hMHBj4Ra6h1tIQGl1CH","Tom Gregory","Fingertips","Kontor Records",36,94,19,"747327"
94,"spotify:track:0PvFJmanyNQMseIFrU708S","Pop Smoke, Lil Baby, DaBaby","For The Night (feat. Lil Baby & DaBaby)","Victor Victor Worldwide",68,68,2,"746348"
95,"spotify:track:4JB0EAT4BkLShTyTt50FmO","Ty Dolla $ign, FKA twigs, Skrillex, Kanye West","Ego Death (feat. Kanye West, FKA twigs & Skrillex)","Atlantic Records",91,91,2,"724673"
96,"spotify:track:3037SYUA7xO7LGLQbl1DjA","badmómzjay","Snowbunny","Vertigo Berlin",22,62,4,"718520"
97,"spotify:track:7N06jo3EnV792VFaG8vuW6","Felix Jaehn, VIZE, Miss Li","Close Your Eyes","Virgin",22,113,30,"712493"
98,"spotify:track:6RYPJUBsL3w0k1CHKYtrRF","Monet192, Dardan","SoSo (feat. Dardan)","WM Germany",27,80,4,"711850"
99,"spotify:track:0H9WHopZ62JeDaGau7REMw","Pashanim","Shababs botten","Urban",71,97,35,"706088"
100,"spotify:track:66FgjA5ZQJJuypFG1bc8se","Juice WRLD, Marshmello, The Kid LAROI, Polo G","Hate The Other Side (with Marshmello & The Kid Laroi)","Grade A Productions/Interscope Records",100,-1,1,"703616"
101,"spotify:track:4PP0u2Fhzg8NnPW3EZGw2v","Dardan, Monet192","H <3 T E L","Hypnotize Entertainment",1,99,17,"697782"
102,"spotify:track:7hCl1n3ZTCLxQKAah9s2ox","Bausa, Bozza","Selfmade Babylon","WM Germany",21,55,3,"695595"
103,"spotify:track:2tnVG71enUj33Ic2nFN6kZ","Regard","Ride It","Ministry of Sound Recordings",12,101,48,"694062"
104,"spotify:track:7qwWwsa6otLM0UOEamls4s","The Cratez, Bausa, Maxwell, Joshi Mizu","Skifahren (feat. Joshi Mizu)","GOLD LEAGUE/RBK",3,111,35,"693933"
105,"spotify:track:4KPYXZUCKYLEEcGmKN4Exs","LIZOT, Emelie Cyréus","Weekend (feat. Emelie Cyréus)","NITRON music",103,107,6,"682381"
106,"spotify:track:4tfLFDGypUWad5AT6772If","Michael Patrick Kelly","Beautiful Madness","Columbia Local",106,118,3,"681124"
107,"spotify:track:33Sn2Rd42g2Rc6NKmMBZpf","CÉLINE","Wenn ich will","BTGS / A Million / Groove Attack",37,93,7,"674523"
108,"spotify:track:0gThlZWwZWkDqRKGOz2CN1","Symba","Angels Sippen","SME - Symba",9,112,16,"672440"
109,"spotify:track:1V7JaMp11LKGwKiVmSetf0","Joker Bra, VIZE","Baby","Bra Musik",1,116,24,"670408"
110,"spotify:track:22LAwLoDA5b4AaGSkg6bKW","Lil Mosey","Blueberry Faygo","Mogul Vision/Interscope Records",23,98,22,"669050"
111,"spotify:track:2aVza5KlpqG1LXcdBNn6R3","Kontra K","Sonne","BMG Rights Management GmbH",20,102,4,"668556"
112,"spotify:track:3UE1ojFN1y0GybCNSyKGdK","Shindy","What's Luv","Sony Music/Friends with Money",1,106,15,"665417"
113,"spotify:track:79s5XnCN4TJKTVMSmOx8Ep","Pop Smoke","Dior","Victor Victor Worldwide/Republic Records",80,90,21,"661687"
114,"spotify:track:45bE4HXI0AwGZXfZtMp8JR","Tate McRae","you broke me first","RCA Records Label",114,121,3,"660515"
115,"spotify:track:07f2b3CTdgKKlhv0mqUksz","Juju, Henning May","Vermissen (feat. Henning May)","JINX Music",1,109,63,"659440"
116,"spotify:track:78YdCUtMzJEPdWeFEtTnIO","Luciano","Maison","Urban",8,105,9,"649424"
117,"spotify:track:20rTzps5LFpeylWrzM84zS","Samra","BaeBae","Urban",1,110,14,"646565"
118,"spotify:track:3dVvWnj4D8JGkKvo6Hucso","6ix9ine, Nicki Minaj","TROLLZ (with Nicki Minaj)","Create Music Group",17,84,5,"643819"
119,"spotify:track:6ZbSeYlPiuY0dM8gi2EkLa","Sero El Mero","Lass cruisen","Groove Attack TraX",35,35,2,"631715"
120,"spotify:track:5DV4ZSCqbFv74ui3ZhimXo","Jason Derulo, Puri, Jhorrmountain","Coño","Spinnin' Records",120,148,2,"629583"
121,"spotify:track:3PfIrDoz19wz7qK7tYeu62","Dua Lipa","Don't Start Now","Urban",19,108,37,"623869"
122,"spotify:track:0nbXyq5TXYPCO7pr3N8S4I","Roddy Ricch","The Box","Atlantic Records",11,104,29,"619689"
123,"spotify:track:39Yp9wwQiSRIDOvrVg7mbk","THE SCOTTS, Travis Scott, Kid Cudi","THE SCOTTS","Cactus Jack / Epic",4,96,12,"616838"
124,"spotify:track:7y3rfxgBH9CjlpIALNsqr8","Ali471","E Coupé","Ali471",40,40,2,"607588"
125,"spotify:track:3eekarcy7kvN4yt5ZFzltW","Travis Scott","HIGHEST IN THE ROOM","Cactus Jack / Epic",8,115,41,"607039"
126,"spotify:track:7qEHsqek33rTcFNT9PFqLf","Lewis Capaldi","Someone You Loved","Vertigo Berlin",27,117,80,"604526"
127,"spotify:track:25zlnOAzbVoOzIeXSvQFf1","Pop Smoke","Got It On Me","Victor Victor Worldwide",95,95,2,"598367"
128,"spotify:track:254AnlO6Fr8ge2hH0nywp7","Fynn Kliemann","Alles was ich hab","twoFinger Records",36,120,21,"593842"
129,"spotify:track:2MbdDtCv5LUVjYy9RuGTgC","Jack Harlow, Tory Lanez, DaBaby, Lil Wayne","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Generation Now/Atlantic",128,128,3,"591977"
130,"spotify:track:5DvTCC5k50T8InS6xGqW2K","Nimo, Rina","Trendsetter","385ideal",11,114,11,"589628"
131,"spotify:track:6pQb1eFwDLM3B3L6yySpGk","TheDoDo","Endorphine","pbb",102,125,7,"587782"
132,"spotify:track:4guHn2NQzdOLHy8ABHuVML","Noizy, Gzuz, dutchavelli","All Dem Talk (feat. Gzuz & Dutchavelli)","VENTURA Records",18,63,3,"585583"
133,"spotify:track:5gzSq5YFwpm0l5FwmAbJ9U","MERO","Ohne Dich","Groove Attack TraX",17,69,3,"583169"
134,"spotify:track:6gBFPUFcJLzWGx4lenP6h2","Travis Scott","goosebumps","Epic/Grand Hustle",40,124,21,"580757"
135,"spotify:track:1lht8jb3c6rEiVaqX94enH","Jerome","Light","Kontor Records",33,151,40,"577314"
136,"spotify:track:3FGiFUJRRp5RGikVrs6kig","Alicia Keys","Underdog","RCA Records Label",53,122,19,"577217"
137,"spotify:track:5ErkJCvcSmvQ7E7VM5JMnh","VIZE, Imanbek, Dieter Bohlen, Leony","Brother Louie","Kontor Records",137,-1,1,"563405"
138,"spotify:track:0dy5NFDnx5fuZvE8ZXEX35","Bonez MC","Shotz Fired","187 Strassenbande",2,103,14,"562867"
139,"spotify:track:6dNB3XdAzx7kTf5wa8Rg89","Apache 207","Wieso tust Du dir das an?","Four Music/Two Sides",1,127,39,"557469"
140,"spotify:track:6cx06DFPPHchuUAcTxznu9","Joel Corry, MNEK","Head & Heart (feat. MNEK)","Atlantic Records UK",140,-1,1,"553034"
141,"spotify:track:3vAn0qZzdyuHamcrpkfiX3","BLACKPINK","How You Like That","YG Entertainment/Interscope Records",77,119,3,"546872"
142,"spotify:track:3ZdDYeaZzeYnrP4crgXzPk","Shirin David","90-60-111","Juicy Money Records",2,132,12,"545600"
143,"spotify:track:2rRJrJEo19S2J82BDsQ3F7","Trevor Daniel","Falling","Alamo",8,126,35,"545248"
144,"spotify:track:1hoLUVBx0ixX3kn0EX0P5n","Juju, Loredana, Miksu / Macloud","Kein Wort","JINX Music",1,141,26,"544224"
145,"spotify:track:3ZjkQbe5JzzQbzRtkXyZNv","Lost Frequencies, Zonderling, Kelvin Jones","Love to Go","Kontor Records",145,155,4,"543326"
146,"spotify:track:2RaKlveGCllSaXloN8kmzV","RIN","Alien","GOLD LEAGUE/DIVISION",7,130,32,"542484"
147,"spotify:track:0Dlcu2fgHklOnajVu2dUNU","Capital Bra, Samra","Tilidin","Urban",1,138,56,"539856"
148,"spotify:track:66W1rVTnEv86dIkFhoiElg","Regard, RAYE","Secrets","Ministry of Sound Recordings",148,153,5,"539057"
149,"spotify:track:1QoG0Yqz1onMsdbOibZVke","Juice WRLD","Titanic","Grade A Productions/Interscope Records",149,-1,1,"536137"
150,"spotify:track:4SeuiNnF2n9yA0KztuIFc8","Kontra K","Namen","BMG Rights Management GmbH",4,176,11,"535222"
151,"spotify:track:4OVF6uwZlMOSlZmHDnwliX","RIN, Bausa","Keine Liebe","GOLD LEAGUE/DIVISION",3,142,39,"530774"
152,"spotify:track:285pBltuF7vW8TeWk8hdRR","Juice WRLD","Lucid Dreams","Juice WRLD Mixtape / ISR P&D",28,181,75,"528054"
153,"spotify:track:3Zigq1lfHmFRlyoRrh9k2s","Apache 207","Kein Problem","Four Music/Two Sides",17,136,62,"527574"
154,"spotify:track:2gMXnyrvIjhVBUZwvLZDMP","Lewis Capaldi","Before You Go","Vertigo Berlin",52,134,34,"527336"
155,"spotify:track:0YU17F0BlVXvmx5ytsR43w","LUM!X, Gabry Ponte","Monster","Spinnin' Records",34,179,57,"525305"
156,"spotify:track:1AnkdcHl86kEhDvhaKDuIe","Juice WRLD","Stay High","Grade A Productions/Interscope Records",156,-1,1,"524283"
157,"spotify:track:0JoWBcL61YWLXM5vW0YTHO","Juice WRLD","Bad Energy","Grade A Productions/Interscope Records",157,-1,1,"523872"
158,"spotify:track:3uhTOxvu2h2YEm0uPNF2vi","Apache 207","Doch in der Nacht","Four Music/Two Sides",6,135,38,"523800"
159,"spotify:track:7ygVaACDENw4PgLbN1awFE","Apache 207","Matrix","Four Music/Two Sides",1,137,21,"522375"
160,"spotify:track:2D0dj3hVkRQJCp63cxCPEx","Curtis Waters, Harm Franklin","Stunnin' (feat. Harm Franklin)","BMG Rights Management (US) LLC",160,168,2,"514088"
161,"spotify:track:1jaTQ3nqY3oAAYyCTbIvnM","Jack Harlow","WHATS POPPIN","Generation Now/Atlantic",62,140,20,"513935"
162,"spotify:track:4UOXo3xWnxYdTf3sFyRaUG","Bonez MC, RAF Camora","500 PS","187 Strassenbande",1,149,102,"507846"
163,"spotify:track:0JjM9bKm4wrwohMslcm892","G-Eazy, Tory Lanez, Tyga","Still Be Friends (feat. Tory Lanez & Tyga)","BPG/RVG/RCA Records",39,147,23,"499505"
164,"spotify:track:4XBUenjR9pWDFtM9dSckEa","Ardian Bujupi, Xhensila","Panorama","Columbia Local",164,-1,1,"499029"
165,"spotify:track:4slSrbTK1sNK4I1mDYEthf","S1mba, DTG","Rover (feat. DTG)","Parlophone UK",162,162,4,"498270"
166,"spotify:track:6l15fvZdCB1pvNgeuFk6Fw","Gabry Ponte, Jerome","Lonely","Kontor Records",125,185,6,"494909"
167,"spotify:track:5pmXZqUacxdwwF9fdWQEzw","Sarah Engels","Te Amo Mi Amor","Ariola Local",32,123,9,"494372"
168,"spotify:track:0O6ifH90X8LPj7dXrp0Ewt","Fero47","Glück","Epic/Fero47",37,100,3,"493992"
169,"spotify:track:3Z8FwOEN59mRMxDCtb8N0A","Marshmello, Halsey","Be Kind (with Halsey)","Astralwerks",53,161,11,"493942"
170,"spotify:track:3MmCFghNjzZMn3HKqbVizn","Juice WRLD","Blood On My Jeans","Grade A Productions/Interscope Records",170,-1,1,"493760"
171,"spotify:track:2Fxmhks0bxGSBdJ92vM42m","Billie Eilish","bad guy","Darkroom/Interscope Records",3,152,68,"492721"
172,"spotify:track:719aY5gAzJbx2PHjyalZQu","Zuna, Loredana, SRNO","Du bist mein","KMN Gang",1,177,16,"488758"
173,"spotify:track:7CHi4DtfK4heMlQaudCuHK","MEDUZA, Becky Hill, Goodboys","Lose Control","Virgin",32,167,39,"484031"
174,"spotify:track:2cLHnxLRLpIGgRnFRChnpr","BHZ, Longus Mongus, Monk, Dead Dawg","Flasche Luft","Sony Music/BHZ",42,164,15,"482958"
175,"spotify:track:1K5KBOgreBi5fkEHvg5ap3","Future, Drake","Life Is Good (feat. Drake)","Epic/Freebandz",12,156,27,"478427"
176,"spotify:track:0xEW9gPv5wNuS84pXGG3lc","Ali Gatie","Running On My Mind","Warner Records",94,133,7,"477383"
177,"spotify:track:5iUveERei5JgBhqWlu3JIN","Georg Stengel","Mars","WE LOVE MUSIC",177,-1,1,"477364"
178,"spotify:track:1XdMp6v9Q3N80WnKSbGfl4","LA Vision, Gigi D'Agostino","Hollywood","Polydor",178,-1,1,"475921"
179,"spotify:track:205M9RkLKErmy1vMcXm3RO","Giant Rooks","Watershed","IRRSINN Tonträger",137,175,6,"471902"
180,"spotify:track:0E9ZjEAyAwOXZ7wJC0PD33","Dynoro, Gigi D'Agostino","In My Mind","Columbia/B1 Recordings",1,166,114,"469229"
181,"spotify:track:0jo6Nd4iJU0UFHqS0Xd4l4","Juice WRLD","Fighting Demons","Grade A Productions/Interscope Records",181,-1,1,"467254"
182,"spotify:track:6v3KW9xbzN5yKLt9YKDYA2","Shawn Mendes, Camila Cabello","Señorita","Island Records",1,150,56,"466938"
183,"spotify:track:14P8s5aiDr32gcQ5ESaYBO","Kontra K","Puste sie weg","BMG Rights Management GmbH",4,-1,15,"465663"
184,"spotify:track:3MH2DiWcxLde8NRX1EiCCG","Firat","Göz Bebegim","ContentView GmbH",72,145,5,"464847"
185,"spotify:track:3AzjcOeAmA57TIOr9zF1ZW","Dua Lipa","Physical","Urban",25,169,24,"463480"
186,"spotify:track:4HBZA5flZLE435QTztThqH","Ariana Grande, Justin Bieber","Stuck with U (with Justin Bieber)","Ariana Grande & Justin Bieber ""Stuck With U""- Charity",24,172,10,"461517"
187,"spotify:track:7iIzwqG5UxPYwTYUUK4pzU","Juice WRLD, Trippie Redd","Tell Me U Luv Me (with Trippie Redd)","Grade A Productions/Interscope Records",158,-1,2,"460898"
188,"spotify:track:02itaCXOdC54J0ISjqqFAp","R3HAB, A Touch Of Class","All Around The World (La La La)","Virgin",20,197,58,"460196"
189,"spotify:track:6DuHcOuuGWXNvF3uocsrBa","Juice WRLD","Can't Die","Grade A Productions/Interscope Records",189,-1,1,"459850"
190,"spotify:track:4sClRHhZXIuWqCwaXObnMr","Ali471","GOALGETTER","Ali471",30,157,13,"459014"
191,"spotify:track:2kkcJ8tSDV42LdWcPjy6We","Samra, Capital Bra","Wieder Lila","Urban",1,186,61,"455709"
192,"spotify:track:05Mp2UJulSttxQ4E6hQPH3","Bonez MC, RAF Camora, Maxwell","Ohne mein Team","AUF!KEINEN!FALL!",9,190,171,"453581"
193,"spotify:track:2Jij6ebp6ToNKOn5DWlGxV","Bausa","Mary","WM Germany",10,191,68,"450893"
194,"spotify:track:01I9AEz658sQnQzCL3K3QG","Shirin David","HOES UP G'S DOWN","Juicy Money Records",8,143,7,"446311"
