rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
63,"spotify:track:0p3euGPg5LgFeQGC7bBFuR","Miksu / Macloud, Summer Cem, Luciano, Jamule","XXL","FUTURA",1,57,13,"1008396"
64,"spotify:track:67w9hklDIBo7R27xFmQUAN","Capital Bra, Bozza","Ich weiß nicht mal wie sie heißt","URBAN",2,121,14,"1006171"
65,"spotify:track:1Tqshmc0rnQPaIGJfRp2Da","Dennis Lloyd","Alien","Arista Records",65,67,5,"998758"
66,"spotify:track:2cMOccdzRqwVuQOyxLR42W","Bonez MC, jahmiel","Wild Wild West","187 Strassenbande",14,14,2,"996723"
67,"spotify:track:51hS9EINDmXT0T0aMPjIsp","Capital Bra, SANTOS","Seitdem ich klein bin","URBAN",67,-1,1,"995239"
68,"spotify:track:5qResDLDmyWM8CAfR0XSbM","Capital Bra","Zeit vergeht","URBAN",68,-1,1,"994050"
69,"spotify:track:37f1XhwJtItXOEFBpbymS1","Bonez MC, Gzuz","Grabstein","187 Strassenbande",16,16,2,"978584"
70,"spotify:track:3G67H7EzEhwITQn1gPuPwA","Dardan","Ma Bae","Hypnotize Entertainment",11,56,9,"978508"
71,"spotify:track:0vWUhCPxpJOJR5urYbZypB","Purple Disco Machine, Sophie and the Giants","Hypnotized","Columbia Local",70,70,8,"977032"
72,"spotify:track:2SAqBLGA283SUiwJ3xOUVI","Drake, Lil Durk","Laugh Now Cry Later (feat. Lil Durk)","OVO",22,58,6,"948509"
73,"spotify:track:1XTUu81IEyoi5nU5H6Bf3H","Sarhad","Sinne","Fuchs",23,59,15,"939784"
74,"spotify:track:0t1kP63rueHleOhQkYSXFY","BTS","Dynamite","BIGHIT MUSIC",44,69,5,"929274"
75,"spotify:track:57K9HGmU2p1EgvrpiH4RdA","Capital Bra, Loredana","Nicht verdient","URBAN",1,155,22,"922170"
76,"spotify:track:35qWsGfRfbkYCuiSBV4Rnz","KASIMIR1441, Chapo102, 102 Boyz","PARKBANK","Chucky die Mördertruppe",41,41,2,"920071"
77,"spotify:track:1NP7bzm8UksJUWXsuFoOwE","Mark Forster","Übermorgen","Four Music Local",28,66,21,"911984"
78,"spotify:track:20McUFi8KCIVdNDLrkTDuZ","HVME","Goosebumps","Columbia/B1 Recordings",78,110,10,"903510"
79,"spotify:track:525GY0mXYnxajolwgS8Eaz","Lucky Luke","Cooler Than Me","Columbia/B1 Recordings",38,68,19,"898725"
80,"spotify:track:4CyCHkhRsDXUeP5K4Y3xjU","Apache 207","Sie ruft","Four Music/Two Sides",1,60,8,"879440"
81,"spotify:track:27ycaQnQAxaPiyeg3nr2aB","Miley Cyrus","Midnight Sky","RCA Records Label",71,75,6,"875939"
82,"spotify:track:6bRR9tU3WUBsC4aywSgHEO","FOURTY","WEISSER RAUCH","Life Is Pain",14,63,27,"873917"
83,"spotify:track:2dwH1mZhl4zzJA8ts4ElTd","Seyed, Kollegah","MP5 II","igroovemusic.com",83,-1,1,"872097"
84,"spotify:track:1InCpEliLCkWHOBdXW7XSx","Ava Max","Kings & Queens","Atlantic Records",23,72,28,"870868"
85,"spotify:track:3Be7CLdHZpyzsVijme39cW","Kygo, Tina Turner","What's Love Got to Do with It","Kygo",61,74,10,"862145"
86,"spotify:track:4rxr8pxSf8wblLM3PVZANa","Capital Bra, SDP","Virus","URBAN",86,-1,1,"843901"
87,"spotify:track:7xvofve6KAoCIsqVVxH20J","Jamule, SANTOS","fastlane","Life Is Pain",9,65,8,"843843"
88,"spotify:track:7kSJYMFNxCMh1K9GtrMAIj","Bonez MC","Handschuhfach","187 Strassenbande",17,17,2,"836405"
89,"spotify:track:1rgnBhdG2JDFTbYkYRZAku","Tones And I","Dance Monkey","Elektra (NEK)",2,78,60,"832904"
90,"spotify:track:2MlOUXmcofMackX3bxfSwi","Master KG, Nomcebo Zikode","Jerusalema (feat. Nomcebo Zikode)","Elektra France",90,113,5,"813575"
91,"spotify:track:72Z8ZjMvJIocWNiGwfpHx0","Seeed","Hale-Bopp","BMG Rights Management GmbH",78,82,8,"805345"
92,"spotify:track:5ErkJCvcSmvQ7E7VM5JMnh","VIZE, Imanbek, Dieter Bohlen, Leony","Brother Louie","Kontor Records",53,64,11,"804459"
93,"spotify:track:0VHGT45cMj6VlT9na7qA3E","Bonez MC","Panik","187 Strassenbande",23,23,2,"804417"
94,"spotify:track:3yZCjDTxzZxx1kll1sRjGc","Ufo361, CÉLINE","Emotions 2.0","Stay High",1,76,15,"804067"
95,"spotify:track:5iUveERei5JgBhqWlu3JIN","Georg Stengel","Mars","WE LOVE MUSIC",71,71,11,"801945"
96,"spotify:track:7C1trmcQQ5n5RNy4l6ziCv","Nea, Felix Jaehn","Some Say - Felix Jaehn Remix","Milkshake",24,79,33,"799307"
97,"spotify:track:2ICse7t8MB60EFk6o9aUyw","Ava Max","Who's Laughing Now","Atlantic Records",91,91,6,"797542"
98,"spotify:track:70rFIfYN7lU6iTgUIVP42w","Machine Gun Kelly, blackbear","my ex's best friend (with blackbear)","Bad Boy/Interscope Records",90,90,6,"793343"
99,"spotify:track:5kWzgJrXnETCXRZY2zcZy4","Capital Bra","Papas Passat","URBAN",99,-1,1,"787877"
100,"spotify:track:27u7t9d7ZQoyjsCROHuZJ3","Clean Bandit, Mabel, 24kGoldn","Tick Tock (feat. 24kGoldn)","Atlantic Records UK",94,94,4,"783189"
101,"spotify:track:5ygL1dsqSpZJbVqTbrivth","Capital Bra, Kalazh44","Eda Özil","URBAN",101,-1,1,"768786"
102,"spotify:track:12KENAKQY5JvAsRURN7TzB","Apache 207","Boot","Four Music/Two Sides",1,77,16,"760384"
103,"spotify:track:5B9CtjeguIO9LeOk8Xs1J3","KAYEF","Ich würd' lügen","Kayef Media",12,87,25,"757643"
104,"spotify:track:2iNzRQE0MlCaSHbHGzmbN2","Clueso","Flugmodus","Epic Local",94,96,7,"740063"
105,"spotify:track:1WoM4mof0Nl1xPtwf6h6ow","KC Rebell, Summer Cem","FLY","Banger Musik II/WM Germany",3,86,17,"735257"
106,"spotify:track:2r6OAV3WsYtXuXjvJ1lIDi","Pop Smoke, A Boogie Wit da Hoodie","Hello (feat. A Boogie Wit da Hoodie)","Victor Victor Worldwide",106,142,3,"731212"
107,"spotify:track:2WOJ7D52Ng3myrKlEf4Azj","Bonez MC","Big Body Benz","187 Strassenbande",1,81,14,"731001"
108,"spotify:track:1mfMAQJWZ9K4vKOahwkYQ3","Ufo361, Sonus030","Playlist","Stay High",2,73,6,"725307"
109,"spotify:track:1z9hQ3NSozD7je6xyoruub","reezy, Luciano","BAD","Four Music/Two Sides",34,34,2,"714812"
110,"spotify:track:7bDSLyTjZ1VjU5kPHTL3Ko","Kontra K, Samra","Tiefschwarz (feat. Samra)","BMG Rights Management GmbH",2,99,11,"712821"
111,"spotify:track:3t9N47rwefuS52lSN8wAKy","Capital Bra, Gestört aber GeiL","Gestört aber geil","URBAN",111,-1,1,"701482"
112,"spotify:track:34FbkFgAbv4ffvhL2XQMVm","Aya Nakamura","Jolie nana","Rec. 118",98,98,7,"697933"
113,"spotify:track:7LCElzlYw3myTHvC2MQWve","Samra","24 Stunden","Urban",6,84,7,"694510"
114,"spotify:track:5DhcEJWVdkPNkJUVnbiUKo","WIER, Alexa Feser, Annett Louisan, Bibi Bourelly, Christina Stürmer, Conor Byrne, Glasperlenspiel, ILIRA, Joel Brandenstein, JORIS, Justin Jesso, KAYEF, Kelvin Jones, LOTTE, Milow, Nico Santos, Philipp Dittberner, Sasha, Stefanie Heinzmann","Best of Us","MOKOH Music GmbH",114,114,4,"689225"
115,"spotify:track:6VO14Y75pWWFTIyTrwVsBZ","Monk, BHZ, Dead Dawg","Festnetz (feat. Dead Dawg)","Sony Music/BHZ",115,-1,1,"687326"
116,"spotify:track:6zQvlSyUvZkaDb15K2RpvO","Bonez MC","Gierig","187 Strassenbande",29,29,2,"686110"
117,"spotify:track:3JDPPLA5oReVAkrEDcBllG","Ufo361, Sonus030","Shit Changed","Stay High",4,89,9,"683050"
118,"spotify:track:3bffZlBH65GZ2rVc9qiHg5","Lost Frequencies, Zonderling, Kelvin Jones","Love to Go","Kontor Records",72,100,14,"681819"
119,"spotify:track:126jIHe1uzahC3EsuNvGrJ","Kidda","Malli","Columbia Local",71,95,9,"668070"
120,"spotify:track:2YnUB2mFDQRZSFzo73UNxd","Jamule, Chilla","13","Life Is Pain",6,92,5,"666862"
121,"spotify:track:1EbdQ54jFLGEH94cUif3TI","LEA, Capital Bra","7 Stunden","Four Music/Treppenhaus Records",10,109,17,"665815"
122,"spotify:track:50Td3qilgs8BLtv8mHyT1t","Zoe Wees","Control","Virgin Music UK LAS (S&D)",41,107,19,"664322"
123,"spotify:track:68lAxWGvGc9yGheEkFDFiT","Pietro Lombardi","Cinderella","Polydor",10,93,10,"663863"
124,"spotify:track:166x4fFwJjCv8VxnUys6J7","Capital Bra, Samra","100k Cash","URBAN",2,-1,12,"662685"
125,"spotify:track:4KPYXZUCKYLEEcGmKN4Exs","LIZOT, Emelie Cyréus","Weekend (feat. Emelie Cyréus)","NITRON music",91,112,16,"649727"
126,"spotify:track:6KiEsqGg0HBOSMflVH7Onx","Tones And I","Ur So F**kInG cOoL","Elektra (NEK)",44,101,15,"649109"
127,"spotify:track:6Hj9jySrnFppAI0sEMCZpJ","Juice WRLD","Robbery","Grade A Productions/Interscope Records",85,124,16,"647273"
128,"spotify:track:7LWPWMgF1JVySPVNZPVwFY","reezy","CHROME HEARTS","Four Music/Two Sides",38,148,4,"645836"
129,"spotify:track:2QmP9Bx2oZEUQkAOnN8ay6","Capital Bra","Komm Komm","URBAN",2,-1,8,"637575"
130,"spotify:track:7EX2AhlHtoSlUb7PtZQJmE","Monk, BHZ, Longus Mongus","Loud (feat. Longus Mongus)","Sony Music/BHZ",54,131,4,"635685"
131,"spotify:track:6AGOKlMZWLCaEJGnaROtF9","Ritt Momney","Put Your Records On","Columbia",131,-1,1,"631831"
132,"spotify:track:0Lld9Jsnjoqu85dFFVfkjk","Capital Bra","Was hast du mit mir gemacht","URBAN",132,-1,1,"626703"
133,"spotify:track:3UIHEquD6KPltDpyRlVrNM","Capital Bra","High Five","URBAN",133,-1,1,"626604"
134,"spotify:track:7hr6WRm7HUlVdkfnhSTm0G","Nico Santos, Topic","Like I Love You","Virgin",31,111,28,"624435"
135,"spotify:track:6lU4BQWZomCWRfKSowfezE","Ufo361","Emotions","Stay High",1,117,22,"614120"
136,"spotify:track:7N06jo3EnV792VFaG8vuW6","Felix Jaehn, VIZE, Miss Li","Close Your Eyes","Virgin",22,120,40,"609735"
137,"spotify:track:67ojvEGRPAUCOohuMPqoRC","Capital Bra, Samra, LEA","110","Urban",1,125,53,"609536"
138,"spotify:track:7uCpwrRNkm6ncwAWByIzW9","Elias","AF1","Epic Local",12,85,4,"605795"
139,"spotify:track:08cpbxZFlDyXSsxqiXA0dp","Bonez MC","Aww Johnny","187 Strassenbande",33,33,2,"604995"
140,"spotify:track:2ketPBZrMipLnqxQUpdOZn","KitschKrieg, Bonez MC, Vybz Kartel, SFR","International Criminal","SoulForce Records",6,105,9,"603924"
141,"spotify:track:2U5WueTLIK5WJLD7mvDODv","Juice WRLD","Wishing Well","Grade A Productions/Interscope Records",51,129,11,"599200"
142,"spotify:track:5gFCFZnV0QTt1YfjY7dJBY","David Puentez, Albert Neve","Superstar","Virgin",62,103,18,"597610"
143,"spotify:track:0YcjmtwJkE06Mo4lgvDYcm","reezy, Bausa","SANDMANN","Four Music/Two Sides",13,151,17,"597474"
144,"spotify:track:79s5XnCN4TJKTVMSmOx8Ep","Pop Smoke","Dior","Victor Victor Worldwide/Republic Records",80,136,31,"593451"
145,"spotify:track:2PGA1AsJal6cyMNmKyE56q","Apache 207","200 km/h","Four Music/Two Sides",2,130,53,"586944"
146,"spotify:track:4AqN8IdKCfItCSbuaFch81","VIZE, Felix Jaehn","Thank You [Not So Bad]","Virgin",74,126,31,"585871"
147,"spotify:track:1vZqDXhvyXAwSM8V6MU0N5","CÉLINE","Tränen aus Kajal","BTGS / A Million / Groove Attack",14,134,25,"584823"
148,"spotify:track:5hvwx5i67IwnCkjl9VHkNv","Sam Smith","Diamonds","Capitol",148,-1,1,"584243"
149,"spotify:track:1Mu0qs9DQ8OfhiPvHxZMMM","Topic, A7S, Lil Baby","Why Do You Lie To Me (feat. Lil Baby)","Virgin",124,139,4,"579976"
150,"spotify:track:1H7KnK26kc1YyellpbINEn","Pop Smoke, 50 Cent, Roddy Ricch","The Woo (feat. 50 Cent & Roddy Ricch)","Victor Victor Worldwide",50,123,12,"579895"
151,"spotify:track:6PK070dD3j8I6VRmKVvSrP","Kay One, Cristobal","Bachata","Embassy of Music",86,115,4,"575160"
152,"spotify:track:7qwWwsa6otLM0UOEamls4s","The Cratez, Bausa, Maxwell, Joshi Mizu","Skifahren (feat. Joshi Mizu)","GOLD LEAGUE/RBK",3,128,45,"571556"
153,"spotify:track:2A0CxheiQGQdCiKtOR7jMP","LUM!X, D.T.E, Gabry Ponte, MOKABY","The Passenger (LaLaLa) [feat. MOKABY]","Spinnin' Records",47,137,32,"569012"
154,"spotify:track:07f2b3CTdgKKlhv0mqUksz","Juju, Henning May","Vermissen (feat. Henning May)","JINX Music",1,141,73,"568552"
155,"spotify:track:0iYmak9zuJLluq2jTN9VCs","Azet, Albi","Inshallah","Azet & Albi/WM Germany",155,-1,1,"568066"
156,"spotify:track:0Y0Fyq1NMtUiDZatejHHwB","Capital Bra","1A","URBAN",156,-1,1,"565877"
157,"spotify:track:7qEHsqek33rTcFNT9PFqLf","Lewis Capaldi","Someone You Loved","Vertigo Berlin",27,150,90,"564070"
158,"spotify:track:0Dw8hUbjXORzIWp7mjbh0t","Luciano, Shirin David","Never Know (feat. SHIRIN DAVID)","Urban",2,127,10,"553120"
159,"spotify:track:7My1iCGUznwNztIokee32S","Jerome","Take My Hand","Kontor Records",46,138,28,"548756"
160,"spotify:track:2P3kqNIRm9q2VkuQXUPUXH","Samra","Lebst du noch","Urban",8,97,4,"544832"
161,"spotify:track:0YwFzY6KHxD54wGfP3oH0r","CRO","endless summer","Urban",161,-1,1,"544785"
162,"spotify:track:7EN5yE1l414pRyz4AkCEYD","KC Rebell, Summer Cem","QN","Banger Musik II/WM Germany",8,122,7,"542787"
163,"spotify:track:0Dlcu2fgHklOnajVu2dUNU","Capital Bra, Samra","Tilidin","Urban",1,133,66,"542360"
164,"spotify:track:1lht8jb3c6rEiVaqX94enH","Jerome","Light","Kontor Records",33,143,50,"539725"
165,"spotify:track:37GfXTkS4ghjzgZsXb3UDV","Bonez MC, Masicka","Big Body Benz","187 Strassenbande",55,55,2,"538449"
166,"spotify:track:1IIKrJVP1C9N7iPtG6eOsK","Chris Brown, Young Thug","Go Crazy","Chris Brown Entertainment/300 Entertainment/RCA Records",130,144,10,"536773"
167,"spotify:track:2MbdDtCv5LUVjYy9RuGTgC","Jack Harlow, Tory Lanez, DaBaby, Lil Wayne","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Generation Now/Atlantic",96,147,13,"535671"
168,"spotify:track:1V7JaMp11LKGwKiVmSetf0","Joker Bra, VIZE","Baby","Bra Musik",1,149,34,"534813"
169,"spotify:track:20opc3dykV1sSxVwaGLUMc","KAYEF","Warum","Kayef Media",117,135,7,"533979"
170,"spotify:track:62aP9fBQKYKxi7PDXwcUAS","Surf Mesa, Emilee","ily (i love you baby) (feat. Emilee)","Astralwerks",11,140,29,"528180"
171,"spotify:track:6M6Zzch8COuCiIjdn5EhI4","Symba","Mario Run","Sony Music - Symba",28,119,8,"520572"
172,"spotify:track:2tnVG71enUj33Ic2nFN6kZ","Regard","Ride It","Ministry of Sound Recordings",12,152,58,"520152"
173,"spotify:track:4xqrdfXkTW4T0RauPLv3WA","Conan Gray","Heather","Republic Records",148,159,4,"517530"
174,"spotify:track:2u8AXJyk8pICzj2wyPBL0b","Sido, Apache 207","2002","Urban",5,162,52,"515336"
175,"spotify:track:3uu7C1czskY0vxOeDvAGsU","Ava Max","Salt","Atlantic Records",12,153,32,"509772"
176,"spotify:track:6gBFPUFcJLzWGx4lenP6h2","Travis Scott","goosebumps","Epic/Grand Hustle",40,167,31,"508038"
177,"spotify:track:1Nn6miPlilYF40aQ7u4KF8","Capital Bra","Der Bratan bleibt der gleiche","URBAN",1,-1,19,"507302"
178,"spotify:track:61ZM92T2zaXIVsqncThQzC","Robin Schulz, Alida","In Your Eyes (feat. Alida)","WM Germany",12,157,37,"506241"
179,"spotify:track:285pBltuF7vW8TeWk8hdRR","Juice WRLD","Lucid Dreams","Juice WRLD Mixtape / ISR P&D",28,170,85,"504080"
180,"spotify:track:41v4thOXCrOCTrxEbFc1a5","JIGGO, Ardian Bujupi","Bebe (feat. Ardian Bujupi)","Husla Music/WM Gerrmany",180,-1,1,"501844"
181,"spotify:track:5DV4ZSCqbFv74ui3ZhimXo","Jason Derulo, Puri, Jhorrmountain","Coño","Spinnin' Records",53,106,12,"498099"
182,"spotify:track:24IgCW19L8lXKyFZwzFtD3","Black Eyed Peas, Ozuna, J. Rey Soul","MAMACITA","Epic",28,145,23,"497903"
183,"spotify:track:3eekarcy7kvN4yt5ZFzltW","Travis Scott","HIGHEST IN THE ROOM","Cactus Jack / Epic",8,166,51,"496362"
184,"spotify:track:7ju97lgwC2rKQ6wwsf9no9","Lady Gaga, Ariana Grande","Rain On Me (with Ariana Grande)","Interscope",21,154,18,"496027"
185,"spotify:track:1NcVOQ0fu8erZf2XkQuAEB","Shindy, OZ","Morning Sun","Sony Music/Friends with Money",9,104,4,"490302"
186,"spotify:track:466cKvZn1j45IpxDdYZqdA","Drake","Toosie Slide","OVO",1,160,25,"489175"
187,"spotify:track:29bMONGlvke4zXjjnDoPOr","Azet, Albi","Oh Lale","Azet & Albi/WM Germany",187,-1,1,"482797"
188,"spotify:track:6N22FZs2ZhPBYi3b9XPajV","Labrinth","Still Don't Know My Name","Masterworks",149,168,5,"482051"
189,"spotify:track:6wQlQrTY5mVS8EGaFZVwVF","Juice WRLD, The Weeknd","Smile (with The Weeknd)","Grade A Productions/Interscope Records",54,146,7,"480720"
190,"spotify:track:1IikW5aCjY08gagX94j3fJ","Pashanim","Hauseingang","Urban",40,171,40,"477934"
191,"spotify:track:7eJMfftS33KTjuF7lTsMCx","Powfu, beabadoobee","death bed (coffee for your head)","Columbia",15,172,31,"472507"
192,"spotify:track:0Ues1lQeACKsKVwmLrrKwN","Lucio101","Mond","Columbia Local",192,-1,1,"469979"
