rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
28,"spotify:track:0PvFJmanyNQMseIFrU708S","Pop Smoke, Lil Baby, DaBaby","For The Night (feat. Lil Baby & DaBaby)","Victor Victor Worldwide",15,28,20,"1179522"
29,"spotify:track:42u8dZf00xsPqCgWFbqCqZ","Bonez MC","Jetski","187 Strassenbande",5,13,3,"1177300"
30,"spotify:track:2MlOUXmcofMackX3bxfSwi","Master KG, Nomcebo Zikode","Jerusalema (feat. Nomcebo Zikode)","Elektra France",30,38,13,"1141642"
31,"spotify:track:0vWUhCPxpJOJR5urYbZypB","Purple Disco Machine, Sophie and the Giants","Hypnotized","Columbia Local",31,35,16,"1140774"
32,"spotify:track:7ytR5pFWmSjzHJIeQkgog4","DaBaby, Roddy Ricch","ROCKSTAR (feat. Roddy Ricch)","South Coast Music Group/Interscope Records",3,34,31,"1107969"
33,"spotify:track:6f3Slt0GbA2bPZlz0aIFXN","Tiësto","The Business","Atlantic Records",33,68,4,"1104141"
34,"spotify:track:4BzvWX9B1viL3cj4bMxmx0","Azet, Capital Bra","B.L.F.L.","KMN Gang",2,14,3,"1094217"
35,"spotify:track:1xQ6trAsedVPCdbtDAmk0c","Jawsh 685, Jason Derulo","Savage Love (Laxed - Siren Beat)","Columbia",2,33,23,"1087491"
36,"spotify:track:51Of5p3lKZeOg6itfs4og4","twocolors","Lovefool","Virgin",14,37,25,"1078120"
37,"spotify:track:5ChtVY22XWHIpSgPtZZ6wB","Loredana, Delara","Checka","Loredana",2,21,8,"1073602"
38,"spotify:track:1Tqshmc0rnQPaIGJfRp2Da","Dennis Lloyd","Alien","Arista Records",36,42,13,"1030048"
39,"spotify:track:7tUTCcqkMCnC9qLqbQeI0T","Felix Jaehn, Nea, Bryn Christopher","No Therapy","Virgin",32,41,13,"1029005"
40,"spotify:track:1XdMp6v9Q3N80WnKSbGfl4","LA Vision, Gigi D'Agostino","Hollywood","Polydor",13,40,19,"1015548"
41,"spotify:track:2WRTnY0slmFgWcrmEr8dPj","Apache 207","Bläulich","Four Music/Two Sides",1,39,20,"1010897"
42,"spotify:track:4EmiHs5KnkApKW8pkfWdWW","Kool Savas, Alies","AMG","Sony Music/Essah Media GmbH",19,46,15,"994090"
43,"spotify:track:6hw1Sy9wZ8UCxYGdpKrU6M","Apache 207","Roller","Four Music/Two Sides",1,51,65,"977428"
44,"spotify:track:43CHdbHYdcbUWP10UFKyZ7","Dermot Kennedy","Giants","Riggins Recording Limited",44,49,7,"954184"
45,"spotify:track:0t1kP63rueHleOhQkYSXFY","BTS","Dynamite","BIGHIT MUSIC",44,53,13,"941941"
46,"spotify:track:6bM4daGlfZHtKMQp8tEqVz","Bausa, Juju","2012","WM Germany",3,48,13,"926773"
47,"spotify:track:1EfBIxODSWrNPwUTAEYrhw","KC Rebell, Summer Cem, Capital Bra","AMCAOĞLE (feat. Capital Bra)","Banger Musik/WM Germany",11,31,3,"915541"
48,"spotify:track:5u1n1kITHCxxp8twBcZxWy","Justin Bieber, Chance the Rapper","Holy (feat. Chance The Rapper)","RBMG/Def Jam",26,47,9,"906817"
49,"spotify:track:3H7ihDc1dqLriiWXwsc2po","Topic, A7S","Breaking Me","Virgin",5,60,46,"898582"
50,"spotify:track:5vGLcdRuSbUhD8ScwsGSdA","CJ","Whoopty","CJ Music Group/T-Series",50,81,4,"875535"
51,"spotify:track:3849bon7IYEBYZnjYAqajA","Monet192, Takt32, badmómzjay","Sorry Not Sorry (feat. Takt32 & badmómzjay)","WM Germany",16,16,2,"866759"
52,"spotify:track:4ow1etGbQ8kfbAT3QPlmhN","Gentleman, Luciano, Ezhel","Devam (feat. Luciano & Ezhel)","Kingstone Records",8,44,9,"855020"
53,"spotify:track:27ycaQnQAxaPiyeg3nr2aB","Miley Cyrus","Midnight Sky","RCA Records Label",53,59,14,"843547"
54,"spotify:track:1kTofMVLsqgP3r77diCPI4","MERO, Nimo","Désolé","Groove Attack TraX",2,43,5,"831315"
55,"spotify:track:2Wo6QQD1KMDWeFkkjLqwx5","SAINt JHN, Imanbek","Roses - Imanbek Remix","Columbia/B1 Recordings",4,58,53,"830346"
56,"spotify:track:5CqkgDH8QZjSqqI3HmYxDD","Pashanim","Airwaves","Urban",2,67,27,"829620"
57,"spotify:track:6HlE9t71z9DjGi7KqSyEpA","Fousheé","Deep End","Not specified",57,74,6,"826266"
58,"spotify:track:3dy7SaVShdnjwtx9IXhtzg","AK AUSSERKONTROLLE, Bonez MC","In meinem Benz","XY Records",1,55,25,"817115"
59,"spotify:track:5TGcyccg8Hkgn9jB7gUpMN","VIZE, Tom Gregory","Never Let Me Down","Kontor Records",8,50,30,"813264"
60,"spotify:track:2Y0wPrPQBrGhoLn14xRYCG","Juice WRLD, Marshmello","Come & Go (with Marshmello)","Grade A Productions/Interscope Records",20,64,19,"802460"
61,"spotify:track:5LOJdJPzuevskkoAtLj8hb","Tujamo, VIZE, MAJAN","Lonely","Virgin",29,63,24,"793342"
62,"spotify:track:6q8urEthXGniq6LHXCsuO6","Celo & Abdi, Brudi030, HK","VETERANOS (feat. Brudi030 & HK)","385ideal",62,-1,1,"793023"
63,"spotify:track:763gLjS1V4BIb4Ytv17ktf","Hava","Molim","RCA",63,-1,1,"791005"
64,"spotify:track:6NpsaQyLvPLjtVLWc26GKu","Samra","Rohdiamant ٢٠٢٠","Urban",1,54,7,"784182"
65,"spotify:track:0bYg9bo50gSsH3LtXe2SQn","Mariah Carey","All I Want for Christmas Is You","Columbia",1,142,22,"783737"
66,"spotify:track:4Oun2ylbjFKMPTiaSbbCih","Cardi B, Megan Thee Stallion","WAP (feat. Megan Thee Stallion)","Atlantic/KSR",11,61,15,"783033"
67,"spotify:track:6UelLqGlWMcVH1E5c4H7lY","Harry Styles","Watermelon Sugar","Columbia",18,69,31,"775165"
68,"spotify:track:27u7t9d7ZQoyjsCROHuZJ3","Clean Bandit, Mabel, 24kGoldn","Tick Tock (feat. 24kGoldn)","Atlantic Records UK",59,70,12,"772965"
69,"spotify:track:6AGOKlMZWLCaEJGnaROtF9","Ritt Momney","Put Your Records On","Columbia",38,57,9,"764870"
70,"spotify:track:1ddbNJwDjjmCYz1GFGYnsw","Capital Bra, CRO","Frühstück in Paris","URBAN",1,56,13,"764597"
71,"spotify:track:3Rm5Z1KgyzZnBGsiUU6tV4","Symba","Battlefield Freestyle","Sony Music - Symba",17,17,2,"761457"
72,"spotify:track:1NP7bzm8UksJUWXsuFoOwE","Mark Forster","Übermorgen","Four Music Local",28,71,29,"756931"
73,"spotify:track:0ONpvA3aZkFclnS922vuta","Bonez MC, LX","NIEMALS UNTER 1000","187 Strassenbande",4,45,8,"755240"
74,"spotify:track:0y8mJFmm4ogCHnfe0oTuT6","Bonez MC","Fuckst mich nur ab","187 Strassenbande",1,65,11,"746581"
75,"spotify:track:4pmbb2QmCMrfNT9kL0nVtG","Dardan, Hava","mailbox","Hypnotize Entertainment",5,62,7,"718485"
76,"spotify:track:1rgnBhdG2JDFTbYkYRZAku","Tones And I","Dance Monkey","Elektra (NEK)",2,77,68,"713805"
77,"spotify:track:5KCbr5ndeby4y4ggthdiAb","Shawn Mendes","Wonder","Shawn Mendes LP4-5 PS/ Island",55,73,7,"712766"
78,"spotify:track:47EiUVwUp4C9fGccaPuUCS","Bad Bunny, Jhay Cortez","DÁKITI","Rimas Entertainment LLC",78,108,2,"699691"
79,"spotify:track:6lhZLbb0czULpjb2kFryPS","David Guetta, Sia","Let's Love","Parlophone (France)",79,79,8,"694812"
80,"spotify:track:2iNzRQE0MlCaSHbHGzmbN2","Clueso","Flugmodus","Epic Local",80,83,15,"688018"
81,"spotify:track:01qOl2pM8emx1sxdBQc05g","LEA, MAJAN","Beifahrersitz","Four Music/Treppenhaus Records",52,78,10,"683116"
82,"spotify:track:7kDUspsoYfLkWnZR7qwHZl","Machine Gun Kelly, blackbear","my ex's best friend (with blackbear)","Bad Boy/Interscope Records",62,76,14,"680357"
83,"spotify:track:2FRnf9qhLbvw8fu4IBXx78","Wham!","Last Christmas","Epic",2,188,21,"680112"
84,"spotify:track:5DhcEJWVdkPNkJUVnbiUKo","WIER, Alexa Feser, Annett Louisan, Bibi Bourelly, Christina Stürmer, Conor Byrne, Glasperlenspiel, ILIRA, Joel Brandenstein, JORIS, Justin Jesso, KAYEF, Kelvin Jones, LOTTE, Milow, Nico Santos, Philipp Dittberner, Sasha, Stefanie Heinzmann","Best of Us","MOKOH Music GmbH",74,80,12,"679244"
85,"spotify:track:0gmxbi22UayqVdtpbN7TTi","Melo68","Weit entfernt","recordJet",85,146,2,"676895"
86,"spotify:track:6Hj9jySrnFppAI0sEMCZpJ","Juice WRLD","Robbery","Grade A Productions/Interscope Records",82,82,24,"655478"
87,"spotify:track:7iGZofDPzYMOy2vxTekppb","Michael Schulte","For a Second","VERY US RECORDS",87,91,4,"654746"
88,"spotify:track:46wuZcjvvJubDY1zGE9UVE","PA Sports","Sieben Jahre","Life Is Pain",22,22,2,"649054"
89,"spotify:track:2ICse7t8MB60EFk6o9aUyw","Ava Max","Who's Laughing Now","Atlantic Records",68,87,14,"639647"
90,"spotify:track:5iUveERei5JgBhqWlu3JIN","Georg Stengel","Mars","WE LOVE MUSIC",71,93,19,"638342"
91,"spotify:track:2u6Jm2klS4yvAlbSHlxUwI","Robin Schulz, Wes","Alane","WM Germany",11,89,22,"633202"
92,"spotify:track:5rZlwNFl01HqLWBQGryKSm","Pop Smoke, Lil Tjay","Mood Swings (feat. Lil Tjay)","Victor Victor Worldwide",23,84,15,"627246"
93,"spotify:track:2SAqBLGA283SUiwJ3xOUVI","Drake, Lil Durk","Laugh Now Cry Later (feat. Lil Durk)","OVO",22,86,14,"624246"
94,"spotify:track:7JF6f8uYdGkfsUoCjBtJSF","K-Fly, McN","Wenn du da bist","Polydor",94,152,3,"619546"
95,"spotify:track:7FIxTeJsQTmNBO3Sjm1p9g","Beyazz","Kalt in der Hood","RCA Local",95,-1,1,"616649"
96,"spotify:track:0QjjaCaXE45mvhCnV3C0TA","Apache 207","Fame","Four Music/Two Sides",1,85,28,"612948"
97,"spotify:track:7qEHsqek33rTcFNT9PFqLf","Lewis Capaldi","Someone You Loved","Vertigo Berlin",27,97,98,"610575"
98,"spotify:track:3lrgKHm9HWefkVcpTVzqEH","Headie One, Stormzy, Luciano, AJ Tracey","Ain't It Different (feat. AJ Tracey, Stormzy & Luciano)","Relentless Records",75,75,2,"604704"
99,"spotify:track:5FNhlq7JSnm1kisNKeuVAP","Capital Bra, Clueso, KC Rebell","Andere Welt","URBAN",2,90,17,"604001"
100,"spotify:track:6ikiAn9th3TUfS3bYS7gDX","ELIF, Samra","AUGEN ZU (feat. Samra)","Jive",9,100,11,"588091"
101,"spotify:track:7C1trmcQQ5n5RNy4l6ziCv","Nea, Felix Jaehn","Some Say - Felix Jaehn Remix","Milkshake",24,99,41,"584115"
102,"spotify:track:5whyz8tmVENvXOfL3M7fXq","Lil Lano","Perfekt","AnanasSquad",102,-1,1,"580773"
103,"spotify:track:2NatQl2UGZ5p3oKxt5Y4Dj","Gentleman, Sido, Jugglerz","Schöner Tag (feat. Sido)","Kingstone Records",36,36,2,"580372"
104,"spotify:track:525GY0mXYnxajolwgS8Eaz","Lucky Luke","Cooler Than Me","Columbia/B1 Recordings",38,95,27,"577716"
105,"spotify:track:67ojvEGRPAUCOohuMPqoRC","Capital Bra, Samra, LEA","110","Urban",1,121,61,"576308"
106,"spotify:track:0GzuHFG4Ql6DoyxFRnIk3F","Maluma, The Weeknd","Hawái - Remix","Sony Music Latin",106,110,2,"575926"
107,"spotify:track:0p3euGPg5LgFeQGC7bBFuR","Miksu / Macloud, Summer Cem, Luciano, Jamule","XXL","FUTURA",1,98,21,"575694"
108,"spotify:track:55Am8neGJkdj2ADaM3aw5H","James Arthur","Train Wreck","Columbia",104,104,5,"573614"
109,"spotify:track:2r6OAV3WsYtXuXjvJ1lIDi","Pop Smoke, A Boogie Wit da Hoodie","Hello (feat. A Boogie Wit da Hoodie)","Victor Victor Worldwide",72,101,11,"568756"
110,"spotify:track:0ok7bRzXtEzSmbYTHBRC7t","18 Karat","VERRÜCKT","Banger Musik/WM Germany",110,-1,1,"566764"
111,"spotify:track:79s5XnCN4TJKTVMSmOx8Ep","Pop Smoke","Dior","Victor Victor Worldwide/Republic Records",80,105,39,"561697"
112,"spotify:track:1yfH3lBvPoImbq16sQcsxi","CÉLINE","Überall","BTGS / A Million / Groove Attack",77,92,5,"556709"
113,"spotify:track:35RJhm1pEovTBwnNR0zWad","DJ Khaled, Drake","GREECE (feat. Drake)","OVO/We The Best/Epic",22,106,18,"551865"
114,"spotify:track:2asQ37SYCGD8WtxAJch2MA","Majoe, Silva","MIDDLE OF THE DAY","Banger Musik/WM Germany",114,-1,1,"546667"
115,"spotify:track:7N06jo3EnV792VFaG8vuW6","Felix Jaehn, VIZE, Miss Li","Close Your Eyes","Virgin",22,111,48,"544267"
116,"spotify:track:07f2b3CTdgKKlhv0mqUksz","Juju, Henning May","Vermissen (feat. Henning May)","JINX Music",1,122,81,"535564"
117,"spotify:track:1InCpEliLCkWHOBdXW7XSx","Ava Max","Kings & Queens","Atlantic Records",23,103,36,"532502"
118,"spotify:track:6bRR9tU3WUBsC4aywSgHEO","FOURTY","WEISSER RAUCH","Life Is Pain",14,102,35,"531672"
119,"spotify:track:7Jmss3QIGYJqKbWKF8O708","Yung Hurn","Nichts mehr fühlen","LOVE HOTEL SOUNDSYSTEM",30,30,2,"528173"
120,"spotify:track:285pBltuF7vW8TeWk8hdRR","Juice WRLD","Lucid Dreams","Juice WRLD Mixtape / ISR P&D",28,125,93,"527274"
121,"spotify:track:1kUjH5gH5RTPpIzRCkqU5g","Dardan, Gunboi","WHO THE FUCK IS THIS ? (feat. Gunboi)","Hypnotize Entertainment",27,27,2,"525261"
122,"spotify:track:6Im9k8u9iIzKMrmV7BWtlF","Ariana Grande","34+35","Republic Records",68,107,3,"524665"
123,"spotify:track:41p4dR3CEEE0FTJrsJQBhb","Kontra K","Freunde","BMG Rights Management GmbH",10,116,9,"524464"
124,"spotify:track:6zFMeegAMYQo0mt8rXtrli","Lil Nas X","HOLIDAY","Columbia",124,-1,1,"517180"
125,"spotify:track:4DuUwzP4ALMqpquHU0ltAB","Jack Harlow","Tyler Herro","Generation Now/Atlantic",121,124,4,"514874"
126,"spotify:track:4JDjZ2AzlHnde5uUy0TveV","AC/DC","Realize","Columbia",126,-1,1,"514263"
127,"spotify:track:3UoULw70kMsiVXxW0L3A33","Ariana Grande","pov","Republic Records",127,-1,1,"508768"
128,"spotify:track:5N92YoWttffe7U5v2j2ZA6","Bonez MC","Papa ist in Hollywood","187 Strassenbande",5,109,10,"508110"
129,"spotify:track:178iFQyGImdKhaD2PoVdnZ","MERO","Ben Elimi Sana Verdim","Groove Attack TraX",12,66,3,"505672"
130,"spotify:track:3eekarcy7kvN4yt5ZFzltW","Travis Scott","HIGHEST IN THE ROOM","Cactus Jack / Epic",8,134,59,"501274"
131,"spotify:track:0atjNG0rNW2m6zPaiK4Co7","Bonez MC","Roadrunner","187 Strassenbande",1,117,26,"499041"
132,"spotify:track:3lDKN6dpCx4pAqjY5XT9aW","Katja Krasavice, Fler","MILLION DOLLAR A$$ (feat. Fler)","Katja Krasavice/WM Germany",15,94,4,"494610"
133,"spotify:track:3G67H7EzEhwITQn1gPuPwA","Dardan","Ma Bae","Hypnotize Entertainment",11,123,17,"490351"
134,"spotify:track:5T2RHnuyK2sa9R0pleO9yP","KAYEF","Ich würd' lügen","Kayef Media",12,115,33,"486948"
135,"spotify:track:7feeLzB9KdKJ2ha3OvJ0SZ","Martin Jensen, Alle Farben, Nico Santos","Running Back To You","Virgin",126,164,6,"486835"
136,"spotify:track:6Juv5N0dNU1imms9c9u1dA","Octavian, Skepta","Papi Chulo","Black Butter 1",113,113,3,"483089"
137,"spotify:track:1EbdQ54jFLGEH94cUif3TI","LEA, Capital Bra","7 Stunden","Four Music/Treppenhaus Records",10,135,25,"479654"
138,"spotify:track:4aZfvvgfoSfmSZpfwQYzC0","Bonez MC, Maxwell","Ihr Hobby","187 Strassenbande",3,119,10,"479508"
139,"spotify:track:65RWVU6N81CeH65nu52K1U","Aya Nakamura","Jolie nana","Rec. 118",98,147,15,"477457"
140,"spotify:track:2u8AXJyk8pICzj2wyPBL0b","Sido, Apache 207","2002","Urban",5,143,60,"474366"
141,"spotify:track:7jMMoHhgq6iwVT5ykyxsJt","Kontra K, Samra","Tiefschwarz (feat. Samra)","BMG Rights Management GmbH",2,133,19,"472770"
142,"spotify:track:0AUvWawuP0ibk4SQ3sIZjk","Ashnikko","Daisy","Parlophone UK",122,137,6,"472203"
143,"spotify:track:2U5WueTLIK5WJLD7mvDODv","Juice WRLD","Wishing Well","Grade A Productions/Interscope Records",51,139,19,"470768"
144,"spotify:track:30bqVoKjX479ab90a8Pafp","Lil Peep","Star Shopping","Lil Peep",144,173,8,"469726"
145,"spotify:track:0u2P5u6lvoDfwTYjAADbn4","Billie Eilish, Khalid","lovely (with Khalid)","Darkroom",54,180,92,"468251"
146,"spotify:track:7idxewQZ24F0gQy2EWE6Ug","Bonez MC","Tilidin Weg","187 Strassenbande",3,128,16,"463473"
147,"spotify:track:6gBFPUFcJLzWGx4lenP6h2","Travis Scott","goosebumps","Epic/Grand Hustle",40,154,39,"462799"
148,"spotify:track:2tnVG71enUj33Ic2nFN6kZ","Regard","Ride It","Ministry of Sound Recordings",12,160,66,"462292"
149,"spotify:track:0lizgQ7Qw35od7CYaoMBZb","Ariana Grande","Santa Tell Me","Universal Records",12,-1,19,"460773"
150,"spotify:track:53OqSW7w4KCkwkq5JdwAgS","AnnenMayKantereit","Gegenwart","AnnenMayKantereit Records",150,-1,1,"459071"
151,"spotify:track:6EDO9iiTtwNv6waLwa1UUq","DJ Khaled, Drake","POPSTAR (feat. Drake)","OVO/We The Best/Epic",35,140,17,"457925"
152,"spotify:track:1IikW5aCjY08gagX94j3fJ","Pashanim","Hauseingang","Urban",40,167,48,"457433"
153,"spotify:track:60a0Rd6pjrkxjPbaKzXjfq","Linkin Park","In the End","Warner Records",15,168,96,"455949"
154,"spotify:track:3yZCjDTxzZxx1kll1sRjGc","Ufo361, CÉLINE","Emotions 2.0","Stay High",1,148,23,"455762"
155,"spotify:track:7hr6WRm7HUlVdkfnhSTm0G","Nico Santos, Topic","Like I Love You","Virgin",31,131,36,"455378"
156,"spotify:track:3Xrr0iul4YsZefSJeGikGT","KASIMIR1441, Chapo102, 102 Boyz","WACH","Chucky die Mördertruppe",41,132,6,"454414"
157,"spotify:track:38wMP2KeXQXv9Bl3o63HT2","Ufo361, Sonus030","Games","Stay High",4,130,11,"452475"
158,"spotify:track:5ri4zqtWhG07hIuNNDWP76","Tones And I","Fly Away","Elektra (NEK)",158,-1,1,"449541"
159,"spotify:track:4KPYXZUCKYLEEcGmKN4Exs","LIZOT, Emelie Cyréus","Weekend (feat. Emelie Cyréus)","NITRON music",91,159,24,"448303"
160,"spotify:track:249XLLQSxCTZLh2H54cC0I","Azet, Albi","Fast Life 2","Azet & Albi/WM Germany",6,129,9,"442354"
161,"spotify:track:1XTUu81IEyoi5nU5H6Bf3H","Sarhad","Sinne","Fuchs",23,150,23,"440424"
162,"spotify:track:0YU17F0BlVXvmx5ytsR43w","LUM!X, Gabry Ponte","Monster","Spinnin' Records",34,184,74,"440237"
163,"spotify:track:1hJIbOjWpid6LtnozHmzRS","Sam Smith","Diamonds","Capitol",136,174,9,"436235"
164,"spotify:track:0ofHAoxe9vBkTCp2UQIavz","Fleetwood Mac","Dreams - 2004 Remaster","Rhino/Warner Records",98,127,6,"434005"
165,"spotify:track:2gMXnyrvIjhVBUZwvLZDMP","Lewis Capaldi","Before You Go","Vertigo Berlin",52,162,47,"432642"
166,"spotify:track:2Fxmhks0bxGSBdJ92vM42m","Billie Eilish","bad guy","Darkroom/Interscope Records",3,-1,75,"429543"
167,"spotify:track:1MsRfqRR4Y3RIrfqfslDus","Bonez MC","Raubüberfall","187 Strassenbande",21,88,3,"427483"
168,"spotify:track:5nujrmhLynf4yMoMtj8AQF","Dua Lipa, DaBaby","Levitating (feat. DaBaby)","Urban",168,-1,1,"427282"
169,"spotify:track:0sfdiwck2xr4PteGOdyOfz","AC/DC","Shot In The Dark","Columbia",169,-1,1,"426876"
170,"spotify:track:3hbHVdyA6cyVUBBLQ0RbUU","Kool Savas, Sido, Nessi","Dicka Was","Sony Music/Essah Media GmbH",16,155,9,"426683"
171,"spotify:track:1V7JaMp11LKGwKiVmSetf0","Joker Bra, VIZE","Baby","Bra Musik",1,171,42,"426124"
172,"spotify:track:0AUyNF6iFxMNQsNx2nhtrw","grandson","Blood // Water","Atlantic Records",172,-1,2,"425981"
173,"spotify:track:2PGA1AsJal6cyMNmKyE56q","Apache 207","200 km/h","Four Music/Two Sides",2,177,61,"425844"
174,"spotify:track:3pFFs3khqvN9axmyFl8coO","AnnenMayKantereit","Gegenwartsbewältigung","AnnenMayKantereit Records",174,-1,1,"423731"
175,"spotify:track:6lU4BQWZomCWRfKSowfezE","Ufo361","Emotions","Stay High",1,187,30,"421213"
176,"spotify:track:4AqN8IdKCfItCSbuaFch81","VIZE, Felix Jaehn","Thank You [Not So Bad]","Virgin",74,179,39,"420950"
177,"spotify:track:2f0pn9DkEJwAzXApnFh5cr","BANNERS","Someone To You","Island Records",177,181,6,"420111"
178,"spotify:track:1JPd9BSiiN7xrKE64Qo30m","Capital Bra","Einsam an der Spitze","URBAN",2,158,9,"418876"
179,"spotify:track:3lHuDW8SiPtnIMmaTiDFVe","Bonez MC, Gzuz, Maxwell, LX, Sa4","187 Gang","187 Strassenbande",6,157,10,"417915"
180,"spotify:track:4SCr4KayFCP0Uq2Ra0KzIY","KASIMIR1441, Chapo102, 102 Boyz","PARKBANK","Chucky die Mördertruppe",41,156,10,"417279"
181,"spotify:track:5iSAEoLZwBPt3JcKgqapRF","Bonez MC","Finger voller Ringe","187 Strassenbande",24,96,3,"416763"
182,"spotify:track:0F9AHUzzvk7pLxC4Xi3p1t","badmómzjay","Supernova","Vertigo Berlin",49,151,8,"416119"
183,"spotify:track:61ZM92T2zaXIVsqncThQzC","Robin Schulz, Alida","In Your Eyes (feat. Alida)","WM Germany",12,193,45,"415073"
184,"spotify:track:4UOXo3xWnxYdTf3sFyRaUG","Bonez MC, RAF Camora","500 PS","187 Strassenbande",1,194,119,"414886"
185,"spotify:track:12KENAKQY5JvAsRURN7TzB","Apache 207","Boot","Four Music/Two Sides",1,172,24,"413880"
186,"spotify:track:50Td3qilgs8BLtv8mHyT1t","Zoe Wees","Control","Virgin Music UK LAS (S&D)",41,169,27,"413302"
187,"spotify:track:1H7KnK26kc1YyellpbINEn","Pop Smoke, 50 Cent, Roddy Ricch","The Woo (feat. 50 Cent & Roddy Ricch)","Victor Victor Worldwide",50,185,20,"412152"
188,"spotify:track:3Be7CLdHZpyzsVijme39cW","Kygo, Tina Turner","What's Love Got to Do with It","Kygo",61,178,18,"411845"
189,"spotify:track:1dy0JB5g1AW1W30zbPknZZ","CÉLINE","Tränen aus Kajal","BTGS / A Million / Groove Attack",14,136,33,"411842"
190,"spotify:track:6xbWxJdawXShqu0bp7ZDvN","AnnenMayKantereit","So wies war","AnnenMayKantereit Records",190,-1,1,"411647"
191,"spotify:track:7vQCKAUUJ0zLGYimNltnIZ","Kidda","Malli","Columbia Local",71,149,17,"409612"
192,"spotify:track:0lLdorYw7lVrJydTINhWdI","Michael Bublé","It's Beginning to Look a Lot like Christmas","Reprise",13,-1,17,"409158"
