rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
30,"spotify:track:6hw1Sy9wZ8UCxYGdpKrU6M","Apache 207","Roller","Four Music/Two Sides",1,18,44,"1706883"
31,"spotify:track:6NTQ5VjDw2q130890wDWL0","Olexesh","Déjàvus im Kopf","385ideal",31,-1,1,"1652985"
32,"spotify:track:1NP7bzm8UksJUWXsuFoOwE","Mark Forster","Übermorgen","Four Music Local",30,30,8,"1648519"
33,"spotify:track:466cKvZn1j45IpxDdYZqdA","Drake","Toosie Slide","OVO",1,19,12,"1590244"
34,"spotify:track:58slk34NrSRuQvCxwrpweS","Farid Bang, Tory Lanez","Kaioken (feat. Tory Lanez)","Farid Bang II/WM Germany",34,-1,1,"1567202"
35,"spotify:track:5UDK6yzqiW4kJU3YQauYR5","reezy, Bausa","SANDMANN","Four Music/Two Sides",13,25,4,"1536301"
36,"spotify:track:7C1trmcQQ5n5RNy4l6ziCv","Nea, Felix Jaehn","Some Say - Felix Jaehn Remix","Milkshake",24,27,20,"1522313"
37,"spotify:track:2u6Jm2klS4yvAlbSHlxUwI","Robin Schulz, Wes","Alane","WM Germany",37,-1,1,"1505181"
38,"spotify:track:3dVvWnj4D8JGkKvo6Hucso","6ix9ine, Nicki Minaj","TROLLZ (with Nicki Minaj)","Create Music Group",17,17,2,"1486705"
39,"spotify:track:4NhDYoQTYCdWHTvlbGVgwo","6ix9ine","GOOBA","Create Music Group",3,20,7,"1459033"
40,"spotify:track:0U9dP3BUlAgq9KkJXOijBH","KALIM, Ufo361","SKRR","Urban",5,22,4,"1373742"
41,"spotify:track:5B9CtjeguIO9LeOk8Xs1J3","KAYEF","Ich würd' lügen","Kayef Media",12,31,12,"1366181"
42,"spotify:track:1rgnBhdG2JDFTbYkYRZAku","Tones And I","Dance Monkey","Elektra (NEK)",2,33,47,"1351060"
43,"spotify:track:7v8OynJxOxHoeS5C2UA9Y7","Capital Bra, Loredana","Nicht verdient","URBAN",1,29,9,"1322101"
44,"spotify:track:525GY0mXYnxajolwgS8Eaz","Lucky Luke","Cooler Than Me","Columbia/B1 Recordings",44,65,6,"1305083"
45,"spotify:track:7ju97lgwC2rKQ6wwsf9no9","Lady Gaga, Ariana Grande","Rain On Me (with Ariana Grande)","Interscope",21,32,5,"1297256"
46,"spotify:track:4nK5YrxbMGZstTLbvj6Gxw","BENEE, Gus Dapperton","Supalonely","Republic Records",26,37,16,"1285268"
47,"spotify:track:7My1iCGUznwNztIokee32S","Jerome","Take My Hand","Kontor Records",47,52,15,"1265903"
48,"spotify:track:50Td3qilgs8BLtv8mHyT1t","Zoe Wees","Control","Virgin Music UK LAS (S&D)",41,41,6,"1261335"
49,"spotify:track:7hr6WRm7HUlVdkfnhSTm0G","Nico Santos, Topic","Like I Love You","Virgin",31,40,15,"1241722"
50,"spotify:track:7eJMfftS33KTjuF7lTsMCx","Powfu, beabadoobee","death bed (coffee for your head)","Columbia",15,38,18,"1184243"
51,"spotify:track:6UelLqGlWMcVH1E5c4H7lY","Harry Styles","Watermelon Sugar","Columbia",51,62,10,"1173762"
52,"spotify:track:51Of5p3lKZeOg6itfs4og4","twocolors","Lovefool","Virgin",52,108,4,"1151160"
53,"spotify:track:7vgv8KZBSo0TPzyIWG9yzV","Ava Max","Salt","Atlantic Records",12,43,19,"1117471"
54,"spotify:track:0psIeufUtT83Ot2dkLjQ0v","LEA","Treppenhaus","Four Music/Treppenhaus Records",29,45,16,"1113862"
55,"spotify:track:2vDxrqUKTkgSxn7x3JYms9","Felix Jaehn, GASHI, FAANGS","SICKO","Virgin",55,55,11,"1109136"
56,"spotify:track:61ZM92T2zaXIVsqncThQzC","Robin Schulz, Alida","In Your Eyes (feat. Alida)","WM Germany",12,39,24,"1087373"
57,"spotify:track:33jaF6gknsRif8HzH1RMAB","Luciano","Late Night","Urban",3,42,8,"1031945"
58,"spotify:track:1sgDyuLooyvEML4oHspNza","Kygo, OneRepublic","Lose Somebody","Kygo",54,54,6,"1025186"
59,"spotify:track:5RqR4ZCCKJDcBLIn4sih9l","StaySolidRocky","Party Girl","Columbia",49,49,7,"1024772"
60,"spotify:track:1IikW5aCjY08gagX94j3fJ","Pashanim","Hauseingang","Urban",40,51,27,"992941"
61,"spotify:track:017PF4Q3l4DBUiWoXk4OWT","Dua Lipa","Break My Heart","Urban",39,60,13,"990948"
62,"spotify:track:4PP0u2Fhzg8NnPW3EZGw2v","Dardan, Monet192","H <3 T E L","Hypnotize Entertainment",1,48,14,"982129"
63,"spotify:track:2A0CxheiQGQdCiKtOR7jMP","LUM!X, D.T.E, Gabry Ponte, MOKABY","The Passenger (LaLaLa) [feat. MOKABY]","Spinnin' Records",47,66,19,"976826"
64,"spotify:track:1vZqDXhvyXAwSM8V6MU0N5","CÉLINE","Tränen aus Kajal","BTGS / A Million / Groove Attack",14,44,12,"966087"
65,"spotify:track:01I9AEz658sQnQzCL3K3QG","Shirin David","HOES UP G'S DOWN","Juicy Money Records",8,35,4,"943498"
66,"spotify:track:2PGA1AsJal6cyMNmKyE56q","Apache 207","200 km/h","Four Music/Two Sides",2,53,40,"932470"
67,"spotify:track:33Sn2Rd42g2Rc6NKmMBZpf","CÉLINE","Wenn ich will","BTGS / A Million / Groove Attack",37,61,4,"911253"
68,"spotify:track:5DvTCC5k50T8InS6xGqW2K","Nimo, Rina","Trendsetter","385ideal",11,64,8,"898885"
69,"spotify:track:20rTzps5LFpeylWrzM84zS","Samra","BaeBae","Urban",1,58,11,"886716"
70,"spotify:track:3US6RbELvvrPw3DcvtJmis","Capital Bra","Komm Komm","URBAN",2,46,5,"867944"
71,"spotify:track:0dy5NFDnx5fuZvE8ZXEX35","Bonez MC","Shotz Fired","187 Strassenbande",2,70,11,"867457"
72,"spotify:track:67ojvEGRPAUCOohuMPqoRC","Capital Bra, Samra, LEA","110","Urban",1,68,40,"857031"
73,"spotify:track:39Yp9wwQiSRIDOvrVg7mbk","THE SCOTTS, Travis Scott, Kid Cudi","THE SCOTTS","Cactus Jack / Epic",4,56,9,"841603"
74,"spotify:track:3UE1ojFN1y0GybCNSyKGdK","Shindy","What's Luv","Sony Music/Friends with Money",1,76,12,"834077"
75,"spotify:track:4zLSkwZaiMfzzapPCbdG90","GAMPER & DADONI","Gimme! Gimme! Gimme!","Big Top Amsterdam",52,90,17,"830934"
76,"spotify:track:0X4hMHBj4Ra6h1tIQGl1CH","Tom Gregory","Fingertips","Kontor Records",36,75,16,"828138"
77,"spotify:track:78YdCUtMzJEPdWeFEtTnIO","Luciano","Maison","Urban",8,59,6,"822950"
78,"spotify:track:5pmXZqUacxdwwF9fdWQEzw","Sarah Engels","Te Amo Mi Amor","Ariola Local",32,80,6,"817439"
79,"spotify:track:4AqN8IdKCfItCSbuaFch81","VIZE, Felix Jaehn","Thank You [Not So Bad]","Virgin",79,93,18,"805568"
80,"spotify:track:4Qy2Eo9URGWbV4VzwBTdxU","Farid Bang, Capo, Rick Ross","Scarface (feat. Capo & Rick Ross)","Farid Bang II/WM Germany",12,57,4,"796311"
81,"spotify:track:5duf2NsABczC5cHAe0zwLn","Ra'is","Hayat","Groove Attack TraX",47,47,2,"794235"
82,"spotify:track:6KiEsqGg0HBOSMflVH7Onx","Tones And I","Ur So F**kInG cOoL","Elektra (NEK)",82,152,2,"783240"
83,"spotify:track:0H9WHopZ62JeDaGau7REMw","Pashanim","Shababs botten","Urban",71,91,32,"780488"
84,"spotify:track:0nbXyq5TXYPCO7pr3N8S4I","Roddy Ricch","The Box","Atlantic Records",11,73,26,"778768"
85,"spotify:track:7N06jo3EnV792VFaG8vuW6","Felix Jaehn, VIZE, Miss Li","Close Your Eyes","Virgin",22,84,27,"778241"
86,"spotify:track:3PfIrDoz19wz7qK7tYeu62","Dua Lipa","Don't Start Now","Urban",19,79,34,"775126"
87,"spotify:track:0gThlZWwZWkDqRKGOz2CN1","Symba","Angels Sippen","SME - Symba",9,77,13,"768820"
88,"spotify:track:1jaTQ3nqY3oAAYyCTbIvnM","Jack Harlow","WHATS POPPIN","Generation Now/Atlantic",62,71,17,"755596"
89,"spotify:track:23ZPFQND2oGe0LBd28Z3t2","Elias","Jacob&Co","Epic Local",26,26,2,"751713"
90,"spotify:track:2u8AXJyk8pICzj2wyPBL0b","Sido, Apache 207","2002","Urban",5,83,39,"747554"
91,"spotify:track:2tnVG71enUj33Ic2nFN6kZ","Regard","Ride It","Ministry of Sound Recordings",12,95,45,"739430"
92,"spotify:track:4tWuatjrK2HpbZqWV82onF","Dardan, Eno, Noah","AVENTADOR","Hypnotize Entertainment",16,50,3,"739105"
93,"spotify:track:40FC3ZqDiSw3QYH5da1GUI","Dardan","FAVELA","Hypnotize Entertainment",8,67,5,"734468"
94,"spotify:track:3hjw1GrRADgmfEjuQfOUqq","KASIMIR1441, Pashanim","HENTAI","1441",34,34,2,"731828"
95,"spotify:track:1V7JaMp11LKGwKiVmSetf0","Joker Bra, VIZE","Baby","Bra Musik",1,88,21,"728420"
96,"spotify:track:3eekarcy7kvN4yt5ZFzltW","Travis Scott","HIGHEST IN THE ROOM","Cactus Jack / Epic",8,87,38,"718818"
97,"spotify:track:22LAwLoDA5b4AaGSkg6bKW","Lil Mosey","Blueberry Faygo","Mogul Vision/Interscope Records",23,89,19,"718483"
98,"spotify:track:254AnlO6Fr8ge2hH0nywp7","Fynn Kliemann","Alles was ich hab","twoFinger Records",36,85,18,"718365"
99,"spotify:track:0xEW9gPv5wNuS84pXGG3lc","Ali Gatie","Running On My Mind","Warner Records",94,94,4,"717449"
100,"spotify:track:7qwWwsa6otLM0UOEamls4s","The Cratez, Bausa, Maxwell, Joshi Mizu","Skifahren (feat. Joshi Mizu)","GOLD LEAGUE/RBK",3,92,32,"714510"
101,"spotify:track:2rRJrJEo19S2J82BDsQ3F7","Trevor Daniel","Falling","Alamo",8,86,32,"710060"
102,"spotify:track:3FGiFUJRRp5RGikVrs6kig","Alicia Keys","Underdog","RCA Records Label",53,105,16,"709362"
103,"spotify:track:0lapcUAia7RnutxUxM4LP0","Ardian Bujupi","Modela","Columbia Local",40,97,5,"697715"
104,"spotify:track:07f2b3CTdgKKlhv0mqUksz","Juju, Henning May","Vermissen (feat. Henning May)","JINX Music",1,98,60,"693154"
105,"spotify:track:3ZdDYeaZzeYnrP4crgXzPk","Shirin David","90-60-111","Juicy Money Records",2,82,9,"686375"
106,"spotify:track:4KPYXZUCKYLEEcGmKN4Exs","LIZOT, Emelie Cyréus","Weekend (feat. Emelie Cyréus)","NITRON music",106,118,3,"685474"
107,"spotify:track:5BGNoSjmaufev4ubnT50Dp","Fero47","Anders","Epic/Fero47",17,78,6,"680309"
108,"spotify:track:4w47S36wQGBhGg073q3nt7","ROSALÍA, Travis Scott","TKN (feat. Travis Scott)","Columbia",58,99,4,"676795"
109,"spotify:track:5h1p0YgjEoJHyjvO9CcA5A","Scooter, FiNCH","Bassdrum","Sheffield Tunes",28,63,3,"672797"
110,"spotify:track:4sClRHhZXIuWqCwaXObnMr","Ali471","GOALGETTER","Ali471",30,104,10,"660524"
111,"spotify:track:6gBFPUFcJLzWGx4lenP6h2","Travis Scott","goosebumps","Epic/Grand Hustle",40,111,18,"658090"
112,"spotify:track:6pQb1eFwDLM3B3L6yySpGk","TheDoDo","Endorphine","pbb",102,102,4,"646868"
113,"spotify:track:7qEHsqek33rTcFNT9PFqLf","Lewis Capaldi","Someone You Loved","Vertigo Berlin",27,107,77,"639862"
114,"spotify:track:29TUkNnrShE2xvCZcCb6Xa","MERO","Bogota","Groove Attack TraX",11,69,4,"632015"
115,"spotify:track:2JRGOG903bxFPVgVIXS3MH","Nimo, Ramo","Alles zu viel","385ideal",28,100,4,"629873"
116,"spotify:track:3GCuFLi0IQhHiLnewr14pa","Data Luv","Ist deine Liebe wahr","Stay High",116,-1,1,"626642"
117,"spotify:track:4HBZA5flZLE435QTztThqH","Ariana Grande, Justin Bieber","Stuck with U (with Justin Bieber)","Ariana Grande & Justin Bieber ""Stuck With U""- Charity",24,106,7,"625915"
118,"spotify:track:0dZpw3h6KZhcHec61qwevZ","Conkarah, Shaggy, DJ Fle","Banana (feat. Shaggy) - DJ FLe - Minisiren Remix","S-Curve Records",118,148,2,"616849"
119,"spotify:track:5gFCFZnV0QTt1YfjY7dJBY","David Puentez, Albert Neve","Superstar","Virgin",119,166,5,"615588"
120,"spotify:track:2MpaGhvIcWxGpTppgQWM1D","KC Rebell, Summer Cem","GEHT NICH GIBS NICH","Banger Musik II/WM Germany",4,101,6,"614815"
121,"spotify:track:3Z8FwOEN59mRMxDCtb8N0A","Marshmello, Halsey","Be Kind (with Halsey)","Astralwerks",53,122,8,"611679"
122,"spotify:track:1Cv1YLb4q0RzL6pybtaMLo","Surfaces","Sunday Best","Surfaces, LLC / TenThousand Projects, LLC",41,117,19,"609467"
123,"spotify:track:1hoLUVBx0ixX3kn0EX0P5n","Juju, Loredana, Miksu / Macloud","Kein Wort","JINX Music",1,112,23,"600283"
124,"spotify:track:1K5KBOgreBi5fkEHvg5ap3","Future, Drake","Life Is Good (feat. Drake)","Epic/Freebandz",12,110,24,"599667"
125,"spotify:track:2RaKlveGCllSaXloN8kmzV","RIN","Alien","GOLD LEAGUE/DIVISION",7,115,29,"589011"
126,"spotify:track:6dNB3XdAzx7kTf5wa8Rg89","Apache 207","Wieso tust Du dir das an?","Four Music/Two Sides",1,116,36,"586665"
127,"spotify:track:4SeuiNnF2n9yA0KztuIFc8","Kontra K","Namen","BMG Rights Management GmbH",4,121,8,"583441"
128,"spotify:track:0JjM9bKm4wrwohMslcm892","G-Eazy, Tory Lanez, Tyga","Still Be Friends (feat. Tory Lanez & Tyga)","BPG/RVG/RCA Records",39,134,20,"582335"
129,"spotify:track:0Dlcu2fgHklOnajVu2dUNU","Capital Bra, Samra","Tilidin","Urban",1,128,53,"582287"
130,"spotify:track:1lht8jb3c6rEiVaqX94enH","Jerome","Light","Kontor Records",33,124,37,"580720"
131,"spotify:track:719aY5gAzJbx2PHjyalZQu","Zuna, Loredana, SRNO","Du bist mein","KMN Gang",1,113,13,"579045"
132,"spotify:track:3zu4LFZ5qruUJwtDpCRQW4","Ufo361","Allein sein","Stay High",2,109,13,"564878"
133,"spotify:track:4OVF6uwZlMOSlZmHDnwliX","RIN, Bausa","Keine Liebe","GOLD LEAGUE/DIVISION",3,123,36,"562223"
134,"spotify:track:18GQvBo5Q4djSOatXGFDcF","GRiNGO, Brudi030, HK, Kalazh44, NA!, YA","Vier Vier 2 (feat. Kalazh44, NA! & YA)","Sony Music/SLS MUSIC",134,-1,1,"559221"
135,"spotify:track:4UOXo3xWnxYdTf3sFyRaUG","Bonez MC, RAF Camora","500 PS","187 Strassenbande",1,142,99,"555008"
136,"spotify:track:5PKVKV0SaiSWbA6ygZXHMR","Z","KIRO","Mula Brothers/WM Germany",136,-1,1,"553360"
137,"spotify:track:205M9RkLKErmy1vMcXm3RO","Giant Rooks","Watershed","IRRSINN Tonträger",137,150,3,"552644"
138,"spotify:track:2Xau3uNsnIb9FwzsvHR84z","Everybody Loves an Outlaw","I See Red","Columbia",138,-1,1,"549799"
139,"spotify:track:5tXgNRHlUyfrc7P5GgpwnI","Eskimo Callboy","Hypa Hypa","Century Media",139,-1,1,"549722"
140,"spotify:track:5NruCL3mzAlLav6W8WGbpC","Clueso","Sag Mir Was Du Willst","Epic Local",95,151,10,"543707"
141,"spotify:track:2gMXnyrvIjhVBUZwvLZDMP","Lewis Capaldi","Before You Go","Vertigo Berlin",52,133,31,"542470"
142,"spotify:track:2cLHnxLRLpIGgRnFRChnpr","BHZ, Longus Mongus, Monk, Dead Dawg","Flasche Luft","Sony Music/BHZ",42,126,12,"539099"
143,"spotify:track:5oFqV7RK8agXk9wzhuSZBj","Kianush, PA Sports","KRIMINELL","Life Is Pain",12,141,20,"538089"
144,"spotify:track:3Zigq1lfHmFRlyoRrh9k2s","Apache 207","Kein Problem","Four Music/Two Sides",17,136,59,"537622"
145,"spotify:track:2Fxmhks0bxGSBdJ92vM42m","Billie Eilish","bad guy","Darkroom/Interscope Records",3,138,65,"536171"
146,"spotify:track:3uhTOxvu2h2YEm0uPNF2vi","Apache 207","Doch in der Nacht","Four Music/Two Sides",6,130,35,"533416"
147,"spotify:track:7ygVaACDENw4PgLbN1awFE","Apache 207","Matrix","Four Music/Two Sides",1,125,18,"532002"
148,"spotify:track:2SlgeuyRTRzucsJx3z9kAj","Hava","Krank","RCA",46,96,3,"529603"
149,"spotify:track:7CHi4DtfK4heMlQaudCuHK","MEDUZA, Becky Hill, Goodboys","Lose Control","Virgin",32,143,36,"527630"
150,"spotify:track:3AzjcOeAmA57TIOr9zF1ZW","Dua Lipa","Physical","Urban",25,137,21,"527558"
151,"spotify:track:2nfFzgqp18tzFWrUCxFHpo","Black Eyed Peas, Maluma","FEEL THE BEAT","Epic",151,-1,1,"526784"
152,"spotify:track:6v3KW9xbzN5yKLt9YKDYA2","Shawn Mendes, Camila Cabello","Señorita","Island Records",1,156,53,"521821"
153,"spotify:track:7k4t7uLgtOxPwTpFmtJNTY","KAROL G, Nicki Minaj","Tusa","TUSA - Karol G & Nicki Minaj",71,172,26,"519709"
154,"spotify:track:2xLMifQCjDGFmkHkpNLD9h","Travis Scott","SICKO MODE","Cactus Jack / Epic / Grand Hustle",25,131,45,"514934"
155,"spotify:track:75sirDREdyUlBBbfAj97tW","Haftbefehl, Shirin David","Conan x Xenia","Urban",5,114,7,"508591"
156,"spotify:track:6l15fvZdCB1pvNgeuFk6Fw","Gabry Ponte, Jerome","Lonely","Kontor Records",125,160,3,"507809"
157,"spotify:track:3Dv1eDb0MEgF93GpLXlucZ","Doja Cat","Say So","Kemosabe Records/RCA Records",44,127,23,"506867"
158,"spotify:track:7nkN1tnFIZIIS4P5q4Krmb","The Cratez, Bonez MC","Honda Civic","GOLD LEAGUE/RBK",4,155,39,"504963"
159,"spotify:track:66W1rVTnEv86dIkFhoiElg","Regard, RAYE","Secrets","Ministry of Sound Recordings",159,189,2,"504140"
160,"spotify:track:0YU17F0BlVXvmx5ytsR43w","LUM!X, Gabry Ponte","Monster","Spinnin' Records",34,161,54,"498565"
161,"spotify:track:3MH2DiWcxLde8NRX1EiCCG","Firat","Göz Bebegim","ContentView GmbH",72,72,2,"497366"
162,"spotify:track:78qd8dvwea0Gosb6Fe6j3k","Doja Cat","Boss Bitch","Atlantic Records",26,103,16,"491504"
163,"spotify:track:7FIWs0pqAYbP91WWM0vlTQ","Eminem, Juice WRLD","Godzilla (feat. Juice WRLD)","Shady/Aftermath/Interscope Records",8,147,23,"489565"
164,"spotify:track:0E9ZjEAyAwOXZ7wJC0PD33","Dynoro, Gigi D'Agostino","In My Mind","Columbia/B1 Recordings",1,182,111,"487524"
165,"spotify:track:2Jij6ebp6ToNKOn5DWlGxV","Bausa","Mary","WM Germany",10,163,65,"487152"
166,"spotify:track:4umIPjkehX1r7uhmGvXiSV","Justin Bieber, Quavo","Intentions (feat. Quavo)","RBMG/Def Jam",22,149,20,"486937"
167,"spotify:track:1XTUu81IEyoi5nU5H6Bf3H","Sarhad","Sinne","Fuchs",167,197,2,"485747"
168,"spotify:track:2kkcJ8tSDV42LdWcPjy6We","Samra, Capital Bra","Wieder Lila","Urban",1,167,58,"485427"
169,"spotify:track:05Mp2UJulSttxQ4E6hQPH3","Bonez MC, RAF Camora, Maxwell","Ohne mein Team","AUF!KEINEN!FALL!",9,174,168,"484453"
170,"spotify:track:14P8s5aiDr32gcQ5ESaYBO","Kontra K","Puste sie weg","BMG Rights Management GmbH",4,170,13,"484276"
171,"spotify:track:21jGcNKet2qwijlDFuPiPb","Post Malone","Circles","Republic Records",16,164,43,"480129"
172,"spotify:track:0qaWEvPkts34WF68r8Dzx9","Riton, Oliver Heldens, Vula","Turn Me On (feat. Vula)","Ministry of Sound Recordings",23,169,35,"479344"
173,"spotify:track:7aiClxsDWFRQ0Kzk5KI5ku","blackbear","hot girl bummer","Alamo",15,162,41,"476783"
174,"spotify:track:3jCMdvc8bFOKChETbFV9Zc","Lena, Nico Santos","Better","Polydor",28,153,45,"474180"
175,"spotify:track:5LOJdJPzuevskkoAtLj8hb","Tujamo, VIZE, MAJAN","Lonely","Virgin",175,190,3,"474028"
176,"spotify:track:3ZjkQbe5JzzQbzRtkXyZNv","Lost Frequencies, Zonderling, Kelvin Jones","Love to Go","Kontor Records",176,-1,1,"470169"
177,"spotify:track:56CwrjAled0IB9pMbdKhn6","FOURTY, Monet192","WIEDER MAL","Life Is Pain",28,158,5,"468961"
178,"spotify:track:696DnlkuDOXcMAnKlTgXXK","Arizona Zervas","ROXANNE","Arizona Zervas",18,146,34,"468679"
179,"spotify:track:6LcauUZjF1eXQrgqMUecHX","Tyga","Ayy Macarena","Columbia/Last Kings Records",9,179,32,"467707"
180,"spotify:track:02itaCXOdC54J0ISjqqFAp","R3HAB, A Touch Of Class","All Around The World (La La La)","Virgin",20,195,55,"467559"
181,"spotify:track:7Gxh5SAuoMHkcLoLzlKVhd","Samra","Weiss","Urban",2,119,20,"466738"
182,"spotify:track:6vFEvkXOnOTUMgPHxogIRK","Fynn Kliemann","Twingo","twoFinger Records",51,120,6,"457215"
183,"spotify:track:71mqsyS3Ti5qkWWS7eUYkC","Undacava, NGEE","Qualität","B.O.M. Music",183,-1,1,"455825"
184,"spotify:track:2VxeLyX666F8uXCJ0dZF8B","Lady Gaga, Bradley Cooper","Shallow","A Star is Born OST",27,159,70,"452283"
185,"spotify:track:4NCsrTzgVfsDo8nWyP8PPc","Black Eyed Peas, J Balvin","RITMO (Bad Boys For Life)","Epic",29,-1,32,"451086"
186,"spotify:track:1EkcoZn8GA9PRPU9X9sPti","badmómzjay","Move","Vertigo Berlin",17,-1,9,"448621"
187,"spotify:track:79s5XnCN4TJKTVMSmOx8Ep","Pop Smoke","Dior","Victor Victor Worldwide/Republic Records",80,171,18,"448285"
188,"spotify:track:7Ek9e3eIuktIFjpDRQfmHE","Luciano","Mios mit Bars","Urban",1,168,19,"446761"
189,"spotify:track:1DFD5Fotzgn6yYXkYsKiGs","MEDUZA, Goodboys","Piece Of Your Heart","Virgin",8,-1,58,"446053"
190,"spotify:track:7sVQVuy2cdPfMIHDH9IKaP","JIGGO, Monet192","Para, Money, E's","JIGGO",63,200,24,"443819"
191,"spotify:track:285pBltuF7vW8TeWk8hdRR","Juice WRLD","Lucid Dreams","Juice WRLD Mixtape / ISR P&D",28,193,72,"443727"
192,"spotify:track:6qXXcSYQDjm7TeypBRvJJe","Dardan","6AM.........","Hypnotize Entertainment",4,165,24,"441785"
193,"spotify:track:6q2uIyLqASSpv2SIv2ehWK","Tyga","VACATION","Columbia/Last Kings Records",193,-1,1,"441225"
194,"spotify:track:00PesUdTmC3Y5xtZbZND0p","Michele Morrone","Hard For Me","Polydor",145,145,2,"439063"
195,"spotify:track:6ZuDX0OSP287l1KtsCcLuy","Knossi, Die Atzen","Katsching","KING KNOSSI RECORDS",74,74,2,"438394"
196,"spotify:track:4slSrbTK1sNK4I1mDYEthf","S1mba, DTG","Rover (feat. DTG)","Parlophone UK",196,-1,1,"433548"
197,"spotify:track:0NpbrFW2rY8Rg0U0cGzZ66","Dardan, Veysel","VIELE","Hypnotize Entertainment",9,173,8,"433273"
198,"spotify:track:2grAr8pWMuLWn8ZYEE9wDV","Tones And I","Never Seen The Rain","Elektra (NEK)",53,185,21,"428951"
199,"spotify:track:3uMX3pNDZYjLfbEAHRE3Rs","Dardan","D A YYY T O N A","Hypnotize Entertainment",4,135,17,"425465"
