rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
17,"spotify:track:59qrUpoplZxbIZxk6X0Bm3","Jason Derulo","Take You Dancing","Atlantic Records",17,19,12,"1523528"
18,"spotify:track:4ow1etGbQ8kfbAT3QPlmhN","Gentleman, Luciano, Ezhel","Devam (feat. Luciano & Ezhel)","Kingstone Records",8,15,4,"1519666"
19,"spotify:track:20McUFi8KCIVdNDLrkTDuZ","HVME","Goosebumps","Columbia/B1 Recordings",19,26,13,"1484601"
20,"spotify:track:1XdMp6v9Q3N80WnKSbGfl4","LA Vision, Gigi D'Agostino","Hollywood","Polydor",13,21,14,"1470369"
21,"spotify:track:4EmiHs5KnkApKW8pkfWdWW","Kool Savas, Alies","AMG","Sony Music/Essah Media GmbH",19,22,10,"1460932"
22,"spotify:track:1ddbNJwDjjmCYz1GFGYnsw","Capital Bra, CRO","Frühstück in Paris","URBAN",1,17,8,"1447689"
23,"spotify:track:1upzszB5JxMfNUEBmkcgaO","Lune","gebe auf.","Lune/WM Germany",23,-1,1,"1421037"
24,"spotify:track:7ytR5pFWmSjzHJIeQkgog4","DaBaby, Roddy Ricch","ROCKSTAR (feat. Roddy Ricch)","South Coast Music Group/Interscope Records",3,25,26,"1405934"
25,"spotify:track:0VjIjW4GlUZAMYd2vXMi3b","The Weeknd","Blinding Lights","Republic Records",2,31,46,"1367792"
26,"spotify:track:51Of5p3lKZeOg6itfs4og4","twocolors","Lovefool","Virgin",14,27,20,"1355651"
27,"spotify:track:0y8mJFmm4ogCHnfe0oTuT6","Bonez MC","Fuckst mich nur ab","187 Strassenbande",1,18,6,"1349896"
28,"spotify:track:2kvJnNMqnimkCZUUWjOINy","Bozza","Elbe","Def Jam Germany",15,24,3,"1324840"
29,"spotify:track:2i4iMzEPsJQoKQC89xKDC4","Bonez MC, LX","NIEMALS UNTER 1000","187 Strassenbande",4,11,3,"1292763"
30,"spotify:track:4Oun2ylbjFKMPTiaSbbCih","Cardi B, Megan Thee Stallion","WAP (feat. Megan Thee Stallion)","Atlantic/KSR",11,28,10,"1292284"
31,"spotify:track:3dy7SaVShdnjwtx9IXhtzg","AK AUSSERKONTROLLE, Bonez MC","In meinem Benz","XY Records",1,32,20,"1282803"
32,"spotify:track:7tUTCcqkMCnC9qLqbQeI0T","Felix Jaehn, Nea, Bryn Christopher","No Therapy","Virgin",32,35,8,"1255750"
33,"spotify:track:6cGm0z7kp0YtNiaGgDtmHW","Ufo361, Sonus030","Zweifel","Stay High",8,8,2,"1240553"
34,"spotify:track:5u1n1kITHCxxp8twBcZxWy","Justin Bieber, Chance the Rapper","Holy (feat. Chance The Rapper)","RBMG/Def Jam",26,29,4,"1224978"
35,"spotify:track:5TGcyccg8Hkgn9jB7gUpMN","VIZE, Tom Gregory","Never Let Me Down","Kontor Records",8,38,25,"1224787"
36,"spotify:track:45bE4HXI0AwGZXfZtMp8JR","Tate McRae","you broke me first","RCA Records Label",36,39,16,"1218444"
37,"spotify:track:5LOJdJPzuevskkoAtLj8hb","Tujamo, VIZE, MAJAN","Lonely","Virgin",29,36,19,"1202064"
38,"spotify:track:6hw1Sy9wZ8UCxYGdpKrU6M","Apache 207","Roller","Four Music/Two Sides",1,40,60,"1195738"
39,"spotify:track:1Tqshmc0rnQPaIGJfRp2Da","Dennis Lloyd","Alien","Arista Records",39,53,8,"1188105"
40,"spotify:track:7oV2f7tusAb9cMGSiA8XuQ","XATAR","Ohne Reden","Alles Oder Nix Records",40,-1,1,"1187516"
41,"spotify:track:3Xrr0iul4YsZefSJeGikGT","KASIMIR1441, Chapo102, 102 Boyz","WACH","Chucky die Mördertruppe",41,-1,1,"1180949"
42,"spotify:track:2MlOUXmcofMackX3bxfSwi","Master KG, Nomcebo Zikode","Jerusalema (feat. Nomcebo Zikode)","Elektra France",42,46,8,"1171542"
43,"spotify:track:0vWUhCPxpJOJR5urYbZypB","Purple Disco Machine, Sophie and the Giants","Hypnotized","Columbia Local",43,50,11,"1166183"
44,"spotify:track:5CqkgDH8QZjSqqI3HmYxDD","Pashanim","Airwaves","Urban",2,42,22,"1144517"
45,"spotify:track:2Y0wPrPQBrGhoLn14xRYCG","Juice WRLD, Marshmello","Come & Go (with Marshmello)","Grade A Productions/Interscope Records",20,43,14,"1137455"
46,"spotify:track:1O2gOblgfyostGPbLzqghY","Mark Forster, VIZE","Bist du Okay","Four Music Local",46,52,3,"1091807"
47,"spotify:track:6AGOKlMZWLCaEJGnaROtF9","Ritt Momney","Put Your Records On","Columbia",47,63,4,"1065203"
48,"spotify:track:1JPd9BSiiN7xrKE64Qo30m","Capital Bra","Einsam an der Spitze","URBAN",2,23,4,"1056180"
49,"spotify:track:2Wo6QQD1KMDWeFkkjLqwx5","SAINt JHN, Imanbek","Roses - Imanbek Remix","Columbia/B1 Recordings",4,47,48,"1043947"
50,"spotify:track:4aZfvvgfoSfmSZpfwQYzC0","Bonez MC, Maxwell","Ihr Hobby","187 Strassenbande",3,33,5,"1020563"
51,"spotify:track:0t1kP63rueHleOhQkYSXFY","BTS","Dynamite","BIGHIT MUSIC",44,58,8,"1018285"
52,"spotify:track:2prlVx4HM2UL1fpmdfEoc4","18 Karat","SMOKE WEED EVERYDAY","Banger Musik III/WM Germany",52,-1,1,"1007229"
53,"spotify:track:0CjaKLuMNzDnzxmY77yRN0","NGEE","Leben","Epic Local",53,-1,1,"991557"
54,"spotify:track:6UelLqGlWMcVH1E5c4H7lY","Harry Styles","Watermelon Sugar","Columbia",18,45,26,"987810"
55,"spotify:track:3H7ihDc1dqLriiWXwsc2po","Topic, A7S","Breaking Me","Virgin",5,54,41,"985926"
56,"spotify:track:6ikiAn9th3TUfS3bYS7gDX","ELIF, Samra","AUGEN ZU (feat. Samra)","Jive",9,48,6,"972774"
57,"spotify:track:5rZlwNFl01HqLWBQGryKSm","Pop Smoke, Lil Tjay","Mood Swings (feat. Lil Tjay)","Victor Victor Worldwide",23,49,10,"961823"
58,"spotify:track:5KCbr5ndeby4y4ggthdiAb","Shawn Mendes","Wonder","Shawn Mendes LP4-5 PS/ Island",55,55,2,"942465"
59,"spotify:track:249XLLQSxCTZLh2H54cC0I","Azet, Albi","Fast Life 2","Azet & Albi/WM Germany",6,41,4,"924285"
60,"spotify:track:41p4dR3CEEE0FTJrsJQBhb","Kontra K","Freunde","BMG Rights Management GmbH",10,37,4,"918336"
61,"spotify:track:2KNgqcsY5wIa1xPi5TAyRY","Data Luv, reezy","Overnight","Stay High",61,-1,1,"914021"
62,"spotify:track:38wMP2KeXQXv9Bl3o63HT2","Ufo361, Sonus030","Games","Stay High",4,30,6,"911002"
63,"spotify:track:01qOl2pM8emx1sxdBQc05g","LEA, MAJAN","Beifahrersitz","Four Music/Treppenhaus Records",52,59,5,"881564"
64,"spotify:track:5FNhlq7JSnm1kisNKeuVAP","Capital Bra, Clueso, KC Rebell","Andere Welt","URBAN",2,56,12,"868045"
65,"spotify:track:0QjjaCaXE45mvhCnV3C0TA","Apache 207","Fame","Four Music/Two Sides",1,70,23,"849417"
66,"spotify:track:27ycaQnQAxaPiyeg3nr2aB","Miley Cyrus","Midnight Sky","RCA Records Label",66,81,9,"846386"
67,"spotify:track:43CHdbHYdcbUWP10UFKyZ7","Dermot Kennedy","Giants","Riggins Recording Limited",67,118,2,"833856"
68,"spotify:track:2u6Jm2klS4yvAlbSHlxUwI","Robin Schulz, Wes","Alane","WM Germany",11,51,17,"832882"
69,"spotify:track:2SAqBLGA283SUiwJ3xOUVI","Drake, Lil Durk","Laugh Now Cry Later (feat. Lil Durk)","OVO",22,75,9,"832788"
70,"spotify:track:5N92YoWttffe7U5v2j2ZA6","Bonez MC","Papa ist in Hollywood","187 Strassenbande",5,60,5,"826718"
71,"spotify:track:1NP7bzm8UksJUWXsuFoOwE","Mark Forster","Übermorgen","Four Music Local",28,78,24,"826376"
72,"spotify:track:2r6OAV3WsYtXuXjvJ1lIDi","Pop Smoke, A Boogie Wit da Hoodie","Hello (feat. A Boogie Wit da Hoodie)","Victor Victor Worldwide",72,74,6,"825143"
73,"spotify:track:0p3euGPg5LgFeQGC7bBFuR","Miksu / Macloud, Summer Cem, Luciano, Jamule","XXL","FUTURA",1,61,16,"808476"
74,"spotify:track:7kDUspsoYfLkWnZR7qwHZl","Machine Gun Kelly, blackbear","my ex's best friend (with blackbear)","Bad Boy/Interscope Records",62,69,9,"807039"
75,"spotify:track:3hbHVdyA6cyVUBBLQ0RbUU","Kool Savas, Sido, Nessi","Dicka Was","Sony Music/Essah Media GmbH",16,64,4,"805399"
76,"spotify:track:1XTUu81IEyoi5nU5H6Bf3H","Sarhad","Sinne","Fuchs",23,76,18,"796768"
77,"spotify:track:2U3cgtPWyQ2AkFASLgSvJ7","Kalazh44, Capital Bra","White Nights","Kalazh44",34,34,2,"794065"
78,"spotify:track:35RJhm1pEovTBwnNR0zWad","DJ Khaled, Drake","GREECE (feat. Drake)","OVO/We The Best/Epic",22,77,13,"793175"
79,"spotify:track:1rgnBhdG2JDFTbYkYRZAku","Tones And I","Dance Monkey","Elektra (NEK)",2,87,63,"787928"
80,"spotify:track:2ICse7t8MB60EFk6o9aUyw","Ava Max","Who's Laughing Now","Atlantic Records",80,89,9,"783887"
81,"spotify:track:6EDO9iiTtwNv6waLwa1UUq","DJ Khaled, Drake","POPSTAR (feat. Drake)","OVO/We The Best/Epic",35,71,12,"781758"
82,"spotify:track:27u7t9d7ZQoyjsCROHuZJ3","Clean Bandit, Mabel, 24kGoldn","Tick Tock (feat. 24kGoldn)","Atlantic Records UK",82,88,7,"777419"
83,"spotify:track:3lHuDW8SiPtnIMmaTiDFVe","Bonez MC, Gzuz, Maxwell, LX, Sa4","187 Gang","187 Strassenbande",6,66,5,"761088"
84,"spotify:track:4SCr4KayFCP0Uq2Ra0KzIY","KASIMIR1441, Chapo102, 102 Boyz","PARKBANK","Chucky die Mördertruppe",41,114,5,"760480"
85,"spotify:track:6bRR9tU3WUBsC4aywSgHEO","FOURTY","WEISSER RAUCH","Life Is Pain",14,92,30,"750526"
86,"spotify:track:2iNzRQE0MlCaSHbHGzmbN2","Clueso","Flugmodus","Epic Local",86,100,10,"749809"
87,"spotify:track:0atjNG0rNW2m6zPaiK4Co7","Bonez MC","Roadrunner","187 Strassenbande",1,85,21,"733555"
88,"spotify:track:7idxewQZ24F0gQy2EWE6Ug","Bonez MC","Tilidin Weg","187 Strassenbande",3,80,11,"732986"
89,"spotify:track:0F9AHUzzvk7pLxC4Xi3p1t","badmómzjay","Supernova","Vertigo Berlin",49,65,3,"729275"
90,"spotify:track:6Hj9jySrnFppAI0sEMCZpJ","Juice WRLD","Robbery","Grade A Productions/Interscope Records",85,95,19,"728379"
91,"spotify:track:525GY0mXYnxajolwgS8Eaz","Lucky Luke","Cooler Than Me","Columbia/B1 Recordings",38,98,22,"719545"
92,"spotify:track:5iUveERei5JgBhqWlu3JIN","Georg Stengel","Mars","WE LOVE MUSIC",71,102,14,"714190"
93,"spotify:track:7C1trmcQQ5n5RNy4l6ziCv","Nea, Felix Jaehn","Some Say - Felix Jaehn Remix","Milkshake",24,103,36,"708810"
94,"spotify:track:3G67H7EzEhwITQn1gPuPwA","Dardan","Ma Bae","Hypnotize Entertainment",11,79,12,"704078"
95,"spotify:track:1InCpEliLCkWHOBdXW7XSx","Ava Max","Kings & Queens","Atlantic Records",23,99,31,"700300"
96,"spotify:track:5DhcEJWVdkPNkJUVnbiUKo","WIER, Alexa Feser, Annett Louisan, Bibi Bourelly, Christina Stürmer, Conor Byrne, Glasperlenspiel, ILIRA, Joel Brandenstein, JORIS, Justin Jesso, KAYEF, Kelvin Jones, LOTTE, Milow, Nico Santos, Philipp Dittberner, Sasha, Stefanie Heinzmann","Best of Us","MOKOH Music GmbH",96,109,7,"694803"
97,"spotify:track:7oJW8vNkosiWuKJtsq3mZs","Apache 207","Unterwegs","Four Music/Two Sides",1,101,12,"681247"
98,"spotify:track:6lhZLbb0czULpjb2kFryPS","David Guetta, Sia","Let's Love","Parlophone (France)",98,148,3,"674508"
99,"spotify:track:7jMMoHhgq6iwVT5ykyxsJt","Kontra K, Samra","Tiefschwarz (feat. Samra)","BMG Rights Management GmbH",2,83,14,"670994"
100,"spotify:track:3Be7CLdHZpyzsVijme39cW","Kygo, Tina Turner","What's Love Got to Do with It","Kygo",61,104,13,"668107"
101,"spotify:track:5T2RHnuyK2sa9R0pleO9yP","KAYEF","Ich würd' lügen","Kayef Media",12,106,28,"656923"
102,"spotify:track:72Z8ZjMvJIocWNiGwfpHx0","Seeed","Hale-Bopp","BMG Rights Management GmbH",78,105,11,"644448"
103,"spotify:track:7N06jo3EnV792VFaG8vuW6","Felix Jaehn, VIZE, Miss Li","Close Your Eyes","Virgin",22,115,43,"630235"
104,"spotify:track:34FbkFgAbv4ffvhL2XQMVm","Aya Nakamura","Jolie nana","Rec. 118",98,112,10,"624097"
105,"spotify:track:44Elooy8S8twBdOoVVHPDA","Drunken Masters, Maxim K.I.Z, K.I.Z","BIER","Eklat Tonträger",105,-1,1,"619279"
106,"spotify:track:5qw4APHP5RxJjWDpyEiiWf","Kontra K, Capital Bra","Alles dreht sich (feat. Capital Bra)","BMG Rights Management GmbH",7,68,3,"606853"
107,"spotify:track:0RUcwZ3Kr4RtAhpKvSyCs3","Ardian Bujupi","Juliet","Columbia Local",107,-1,1,"602795"
108,"spotify:track:6rlT8kK9gloJCQayiLaEoT","Ufo361, Sonus030","Playlist","Stay High",2,57,9,"597200"
109,"spotify:track:7qEHsqek33rTcFNT9PFqLf","Lewis Capaldi","Someone You Loved","Vertigo Berlin",27,120,93,"593816"
110,"spotify:track:3yZCjDTxzZxx1kll1sRjGc","Ufo361, CÉLINE","Emotions 2.0","Stay High",1,113,18,"593705"
111,"spotify:track:67ojvEGRPAUCOohuMPqoRC","Capital Bra, Samra, LEA","110","Urban",1,122,56,"592518"
112,"spotify:track:2U5WueTLIK5WJLD7mvDODv","Juice WRLD","Wishing Well","Grade A Productions/Interscope Records",51,125,14,"591739"
113,"spotify:track:4jVBIpuOiMj1crqd8LoCrJ","Travis Scott, Young Thug, M.I.A.","FRANCHISE (feat. Young Thug & M.I.A.)","Cactus Jack / Epic",34,84,3,"586624"
114,"spotify:track:0ofHAoxe9vBkTCp2UQIavz","Fleetwood Mac","Dreams - 2004 Remaster","Rhino/Warner Records",114,-1,1,"585596"
115,"spotify:track:12KENAKQY5JvAsRURN7TzB","Apache 207","Boot","Four Music/Two Sides",1,116,19,"584541"
116,"spotify:track:6du77YHyGWoFjbuHCFBHU3","Ufo361, Sonus030","Shit Changed","Stay High",4,73,12,"578270"
117,"spotify:track:7xvofve6KAoCIsqVVxH20J","Jamule, SANTOS","fastlane","Life Is Pain",9,119,11,"574388"
118,"spotify:track:79s5XnCN4TJKTVMSmOx8Ep","Pop Smoke","Dior","Victor Victor Worldwide/Republic Records",80,121,34,"569928"
119,"spotify:track:1EbdQ54jFLGEH94cUif3TI","LEA, Capital Bra","7 Stunden","Four Music/Treppenhaus Records",10,123,20,"568937"
120,"spotify:track:7hr6WRm7HUlVdkfnhSTm0G","Nico Santos, Topic","Like I Love You","Virgin",31,140,31,"564359"
121,"spotify:track:07f2b3CTdgKKlhv0mqUksz","Juju, Henning May","Vermissen (feat. Henning May)","JINX Music",1,133,76,"564348"
122,"spotify:track:1H7KnK26kc1YyellpbINEn","Pop Smoke, 50 Cent, Roddy Ricch","The Woo (feat. 50 Cent & Roddy Ricch)","Victor Victor Worldwide",50,138,15,"562912"
123,"spotify:track:50Td3qilgs8BLtv8mHyT1t","Zoe Wees","Control","Virgin Music UK LAS (S&D)",41,117,22,"560320"
124,"spotify:track:1WoM4mof0Nl1xPtwf6h6ow","KC Rebell, Summer Cem","FLY","Banger Musik II/WM Germany",3,128,20,"557535"
125,"spotify:track:4CyCHkhRsDXUeP5K4Y3xjU","Apache 207","Sie ruft","Four Music/Two Sides",1,108,11,"550674"
126,"spotify:track:4SCM1b1vS70TtNQmO7Lo7B","Ufo361","04:30","Stay High",12,67,17,"546734"
127,"spotify:track:1lht8jb3c6rEiVaqX94enH","Jerome","Light","Kontor Records",33,142,53,"546003"
128,"spotify:track:7qwWwsa6otLM0UOEamls4s","The Cratez, Bausa, Maxwell, Joshi Mizu","Skifahren (feat. Joshi Mizu)","GOLD LEAGUE/RBK",3,143,48,"539986"
129,"spotify:track:4KPYXZUCKYLEEcGmKN4Exs","LIZOT, Emelie Cyréus","Weekend (feat. Emelie Cyréus)","NITRON music",91,124,19,"536271"
130,"spotify:track:67w9hklDIBo7R27xFmQUAN","Capital Bra, Bozza","Ich weiß nicht mal wie sie heißt","URBAN",2,135,17,"536106"
131,"spotify:track:2dApplRxwTjKQbhec3nytB","Kontra K, AK AUSSERKONTROLLE","Sirenen (feat. AK Ausserkontrolle)","BMG Rights Management GmbH",5,93,7,"535710"
132,"spotify:track:1vZqDXhvyXAwSM8V6MU0N5","CÉLINE","Tränen aus Kajal","BTGS / A Million / Groove Attack",14,139,28,"534788"
133,"spotify:track:6lU4BQWZomCWRfKSowfezE","Ufo361","Emotions","Stay High",1,134,25,"528645"
134,"spotify:track:2PGA1AsJal6cyMNmKyE56q","Apache 207","200 km/h","Four Music/Two Sides",2,141,56,"525957"
135,"spotify:track:7feeLzB9KdKJ2ha3OvJ0SZ","Martin Jensen, Alle Farben, Nico Santos","Running Back To You","Virgin",135,-1,1,"524752"
136,"spotify:track:285pBltuF7vW8TeWk8hdRR","Juice WRLD","Lucid Dreams","Juice WRLD Mixtape / ISR P&D",28,149,88,"521511"
137,"spotify:track:3eekarcy7kvN4yt5ZFzltW","Travis Scott","HIGHEST IN THE ROOM","Cactus Jack / Epic",8,154,54,"521144"
138,"spotify:track:6gBFPUFcJLzWGx4lenP6h2","Travis Scott","goosebumps","Epic/Grand Hustle",40,146,34,"521081"
139,"spotify:track:1V7JaMp11LKGwKiVmSetf0","Joker Bra, VIZE","Baby","Bra Musik",1,152,37,"520744"
140,"spotify:track:6AhBfFjAQ1HRfVrX4jt5nq","Azet, Albi","Zehnte Etage","Azet & Albi/WM Germany",20,126,5,"517433"
141,"spotify:track:2WOJ7D52Ng3myrKlEf4Azj","Bonez MC","Big Body Benz","187 Strassenbande",1,132,17,"516233"
142,"spotify:track:4AqN8IdKCfItCSbuaFch81","VIZE, Felix Jaehn","Thank You [Not So Bad]","Virgin",74,145,34,"514522"
143,"spotify:track:57K9HGmU2p1EgvrpiH4RdA","Capital Bra, Loredana","Nicht verdient","URBAN",1,137,25,"509594"
144,"spotify:track:1d2v5wlRioMbXHSnwVEP1t","Ufo361, Sonus030","Anders","Stay High",44,44,2,"505652"
145,"spotify:track:2A0CxheiQGQdCiKtOR7jMP","LUM!X, D.T.E, Gabry Ponte, MOKABY","The Passenger (LaLaLa) [feat. MOKABY]","Spinnin' Records",47,157,35,"497267"
146,"spotify:track:60a0Rd6pjrkxjPbaKzXjfq","Linkin Park","In the End","Warner Records",15,189,91,"494056"
147,"spotify:track:7LCElzlYw3myTHvC2MQWve","Samra","24 Stunden","Urban",6,151,10,"492258"
148,"spotify:track:68lAxWGvGc9yGheEkFDFiT","Pietro Lombardi","Cinderella","Polydor",10,144,13,"490707"
149,"spotify:track:1IikW5aCjY08gagX94j3fJ","Pashanim","Hauseingang","Urban",40,169,43,"489359"
150,"spotify:track:2tnVG71enUj33Ic2nFN6kZ","Regard","Ride It","Ministry of Sound Recordings",12,159,61,"488983"
151,"spotify:track:5dlntEVwMuRUs3fIynheZP","KALIM","POP SMOKE","Urban",19,94,3,"487703"
152,"spotify:track:2SCJLLD2LJJvf8WtOz8yeZ","KASIMIR1441, Chapo102, 102 Boyz","ROTZLÖFFEL","Chucky die Mördertruppe",80,170,3,"487576"
153,"spotify:track:2u8AXJyk8pICzj2wyPBL0b","Sido, Apache 207","2002","Urban",5,162,55,"486349"
154,"spotify:track:0ZRi26KyiZ1b4D7VhyWSSY","KC Rebell, Summer Cem","WOW","Banger Musik/WM Germany",22,111,4,"485134"
155,"spotify:track:0Dlcu2fgHklOnajVu2dUNU","Capital Bra, Samra","Tilidin","Urban",1,164,69,"482409"
156,"spotify:track:7My1iCGUznwNztIokee32S","Jerome","Take My Hand","Kontor Records",46,168,31,"481716"
157,"spotify:track:2YnUB2mFDQRZSFzo73UNxd","Jamule, Chilla","13","Life Is Pain",6,158,8,"477979"
158,"spotify:track:2ketPBZrMipLnqxQUpdOZn","KitschKrieg, Bonez MC, Vybz Kartel, SFR","International Criminal","SoulForce Records",6,163,12,"474441"
159,"spotify:track:5KPnuRrT1y1fGf8HkKMUUO","Tom Gregory","Fingertips","Kontor Records",36,172,31,"472093"
160,"spotify:track:3uu7C1czskY0vxOeDvAGsU","Ava Max","Salt","Atlantic Records",12,166,35,"471474"
161,"spotify:track:4xqrdfXkTW4T0RauPLv3WA","Conan Gray","Heather","Republic Records",148,165,7,"469344"
162,"spotify:track:1Mu0qs9DQ8OfhiPvHxZMMM","Topic, A7S, Lil Baby","Why Do You Lie To Me (feat. Lil Baby)","Virgin",124,147,7,"468857"
163,"spotify:track:5hvwx5i67IwnCkjl9VHkNv","Sam Smith","Diamonds","Capitol",141,167,4,"467081"
164,"spotify:track:6HlE9t71z9DjGi7KqSyEpA","Fousheé","Deep End","Not specified",164,-1,1,"462921"
165,"spotify:track:7vQCKAUUJ0zLGYimNltnIZ","Kidda","Malli","Columbia Local",71,160,12,"462381"
166,"spotify:track:466cKvZn1j45IpxDdYZqdA","Drake","Toosie Slide","OVO",1,181,28,"462197"
167,"spotify:track:4zLSkwZaiMfzzapPCbdG90","GAMPER & DADONI","Gimme! Gimme! Gimme!","Big Top Amsterdam",52,176,33,"456810"
168,"spotify:track:4UOXo3xWnxYdTf3sFyRaUG","Bonez MC, RAF Camora","500 PS","187 Strassenbande",1,185,114,"456373"
169,"spotify:track:61ZM92T2zaXIVsqncThQzC","Robin Schulz, Alida","In Your Eyes (feat. Alida)","WM Germany",12,175,40,"455804"
170,"spotify:track:0YU17F0BlVXvmx5ytsR43w","LUM!X, Gabry Ponte","Monster","Spinnin' Records",34,180,69,"452622"
171,"spotify:track:0AUvWawuP0ibk4SQ3sIZjk","Ashnikko","Daisy","Parlophone UK",171,-1,1,"452358"
172,"spotify:track:2RaKlveGCllSaXloN8kmzV","RIN","Alien","GOLD LEAGUE/DIVISION",7,-1,42,"451688"
173,"spotify:track:2gMXnyrvIjhVBUZwvLZDMP","Lewis Capaldi","Before You Go","Vertigo Berlin",52,187,42,"446135"
174,"spotify:track:2rRJrJEo19S2J82BDsQ3F7","Trevor Daniel","Falling","Alamo",8,194,45,"445915"
175,"spotify:track:1IIKrJVP1C9N7iPtG6eOsK","Chris Brown, Young Thug","Go Crazy","Chris Brown Entertainment/300 Entertainment/RCA Records",130,177,13,"443015"
176,"spotify:track:7eJMfftS33KTjuF7lTsMCx","Powfu, beabadoobee","death bed (coffee for your head)","Columbia",15,193,33,"442434"
177,"spotify:track:0Jh40A8WJdGXwkEDgxhaKo","Kynda Gray, RIN","Ayo Technology","GOLD LEAGUE/DIVISION",8,-1,14,"436475"
178,"spotify:track:05Mp2UJulSttxQ4E6hQPH3","Bonez MC, RAF Camora, Maxwell","Ohne mein Team","AUF!KEINEN!FALL!",9,195,182,"436037"
179,"spotify:track:350aUOZhGtTOK1dQbQFKNc","Ezhel","Allah’ından Bul","StageArt Europe",179,-1,1,"435629"
180,"spotify:track:62aP9fBQKYKxi7PDXwcUAS","Surf Mesa, Emilee","ily (i love you baby) (feat. Emilee)","Astralwerks",11,182,32,"430521"
181,"spotify:track:5SWnsxjhdcEDc7LJjq9UHk","21 Savage, Metro Boomin","Runnin","Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",97,97,2,"429505"
182,"spotify:track:0YcjmtwJkE06Mo4lgvDYcm","reezy, Bausa","SANDMANN","Four Music/Two Sides",13,188,20,"427872"
183,"spotify:track:6M6Zzch8COuCiIjdn5EhI4","Symba","Mario Run","Sony Music - Symba",28,192,11,"427566"
184,"spotify:track:4Lwi3F00837XS2N4BRaikx","VIZE, Imanbek, Dieter Bohlen, Leony","Brother Louie","Kontor Records",53,179,14,"427417"
185,"spotify:track:22LAwLoDA5b4AaGSkg6bKW","Lil Mosey","Blueberry Faygo","Mogul Vision/Interscope Records",23,-1,32,"425727"
186,"spotify:track:25zlnOAzbVoOzIeXSvQFf1","Pop Smoke","Got It On Me","Victor Victor Worldwide",95,-1,7,"422720"
187,"spotify:track:19Yi4vn0Sbfk1wm9sDuGKE","Die Ärzte","TRUE ROMANCE","Hot Action Records",187,-1,1,"421911"
188,"spotify:track:2f0pn9DkEJwAzXApnFh5cr","BANNERS","Someone To You","Island Records",188,-1,1,"421349"
189,"spotify:track:3IJYUaN3tx04S4TYyZHKoP","StaySolidRocky","Party Girl","Columbia",49,-1,19,"420470"
190,"spotify:track:4OVF6uwZlMOSlZmHDnwliX","RIN, Bausa","Keine Liebe","GOLD LEAGUE/DIVISION",3,-1,43,"420176"
191,"spotify:track:7EX2AhlHtoSlUb7PtZQJmE","Monk, BHZ, Longus Mongus","Loud (feat. Longus Mongus)","Sony Music/BHZ",54,183,7,"419326"
