rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
18,"spotify:track:6i7zAdNhzUN2k1HcrBxPHG","Ofenbach, Quarterhead, Norma Jean Martine","Head Shoulders Knees & Toes (feat. Norma Jean Martine)","Elektra France",16,16,8,"2021250"
19,"spotify:track:0atjNG0rNW2m6zPaiK4Co7","Bonez MC","Roadrunner","187 Strassenbande",1,61,17,"1969568"
20,"spotify:track:7A7N6FXN4JKZoFa4yg8HSg","Azet, Albi","Zehnte Etage","Azet & Albi/WM Germany",20,-1,1,"1965873"
21,"spotify:track:4Oun2ylbjFKMPTiaSbbCih","Cardi B, Megan Thee Stallion","WAP (feat. Megan Thee Stallion)","Atlantic/KSR",11,11,6,"1932877"
22,"spotify:track:1XdMp6v9Q3N80WnKSbGfl4","LA Vision, Gigi D'Agostino","Hollywood","Polydor",13,13,10,"1912857"
23,"spotify:track:0VHGT45cMj6VlT9na7qA3E","Bonez MC","Panik","187 Strassenbande",23,-1,1,"1864238"
24,"spotify:track:3P4uSN2VJ7asF4xdw1lDEf","Ufo361, Sonus030","Games","Stay High",4,4,2,"1854058"
25,"spotify:track:6ikiAn9th3TUfS3bYS7gDX","ELIF, Samra","AUGEN ZU (feat. Samra)","Jive",9,9,2,"1770274"
26,"spotify:track:4EmiHs5KnkApKW8pkfWdWW","Kool Savas, Alies","AMG","Sony Music/Essah Media GmbH",19,20,6,"1721707"
27,"spotify:track:5TGcyccg8Hkgn9jB7gUpMN","VIZE, Tom Gregory","Never Let Me Down","Kontor Records",8,17,21,"1699480"
28,"spotify:track:51Of5p3lKZeOg6itfs4og4","twocolors","Lovefool","Virgin",14,18,16,"1688515"
29,"spotify:track:6zQvlSyUvZkaDb15K2RpvO","Bonez MC","Gierig","187 Strassenbande",29,-1,1,"1684488"
30,"spotify:track:3dy7SaVShdnjwtx9IXhtzg","AK AUSSERKONTROLLE, Bonez MC","In meinem Benz","XY Records",1,15,16,"1672718"
31,"spotify:track:7ytR5pFWmSjzHJIeQkgog4","DaBaby, Roddy Ricch","ROCKSTAR (feat. Roddy Ricch)","South Coast Music Group/Interscope Records",3,14,22,"1665143"
32,"spotify:track:59qrUpoplZxbIZxk6X0Bm3","Jason Derulo","Take You Dancing","Atlantic Records",32,33,8,"1637192"
33,"spotify:track:08cpbxZFlDyXSsxqiXA0dp","Bonez MC","Aww Johnny","187 Strassenbande",33,-1,1,"1577330"
34,"spotify:track:56mXjNLDvA3HN2ATNLgiGk","reezy, Luciano","BAD","Four Music/Two Sides",34,-1,1,"1569835"
35,"spotify:track:5LOJdJPzuevskkoAtLj8hb","Tujamo, VIZE, MAJAN","Lonely","Virgin",29,29,15,"1508692"
36,"spotify:track:6UelLqGlWMcVH1E5c4H7lY","Harry Styles","Watermelon Sugar","Columbia",18,28,22,"1504563"
37,"spotify:track:0VjIjW4GlUZAMYd2vXMi3b","The Weeknd","Blinding Lights","Republic Records",2,26,42,"1489616"
38,"spotify:track:5CqkgDH8QZjSqqI3HmYxDD","Pashanim","Airwaves","Urban",2,23,18,"1481812"
39,"spotify:track:5rZlwNFl01HqLWBQGryKSm","Pop Smoke, Lil Tjay","Mood Swings (feat. Lil Tjay)","Victor Victor Worldwide",23,25,6,"1454729"
40,"spotify:track:2u6Jm2klS4yvAlbSHlxUwI","Robin Schulz, Wes","Alane","WM Germany",11,27,13,"1441421"
41,"spotify:track:35qWsGfRfbkYCuiSBV4Rnz","KASIMIR1441, Chapo102, 102 Boyz","PARKBANK","Chucky die Mördertruppe",41,-1,1,"1421208"
42,"spotify:track:7oJW8vNkosiWuKJtsq3mZs","Apache 207","Unterwegs","Four Music/Two Sides",1,24,8,"1410419"
43,"spotify:track:5PAAUJTKLT0nCmHUlLdPXb","Capital Bra, Clueso, KC Rebell","Andere Welt","URBAN",2,30,8,"1352993"
44,"spotify:track:5AVPelpkccFdZdepfo2GhM","Kontra K, AK AUSSERKONTROLLE","Sirenen (feat. AK Ausserkontrolle)","BMG Rights Management GmbH",5,12,3,"1339449"
45,"spotify:track:2Y0wPrPQBrGhoLn14xRYCG","Juice WRLD, Marshmello","Come & Go (with Marshmello)","Grade A Productions/Interscope Records",20,34,10,"1327017"
46,"spotify:track:45bE4HXI0AwGZXfZtMp8JR","Tate McRae","you broke me first","RCA Records Label",46,53,12,"1322786"
47,"spotify:track:6hw1Sy9wZ8UCxYGdpKrU6M","Apache 207","Roller","Four Music/Two Sides",1,37,56,"1273907"
48,"spotify:track:35RJhm1pEovTBwnNR0zWad","DJ Khaled, Drake","GREECE (feat. Drake)","OVO/We The Best/Epic",22,32,9,"1252301"
49,"spotify:track:0PvFJmanyNQMseIFrU708S","Pop Smoke, Lil Baby, DaBaby","For The Night (feat. Lil Baby & DaBaby)","Victor Victor Worldwide",44,44,11,"1227170"
50,"spotify:track:2qpZjutAe3pstQsjwSXQb4","VIZE, Joker Bra, Leony","Paradise","Kontor Records",50,57,4,"1203872"
51,"spotify:track:3H7ihDc1dqLriiWXwsc2po","Topic, A7S","Breaking Me","Virgin",5,43,37,"1202012"
52,"spotify:track:2Wo6QQD1KMDWeFkkjLqwx5","SAINt JHN, Imanbek","Roses - Imanbek Remix","Columbia/B1 Recordings",4,47,44,"1192805"
53,"spotify:track:0QjjaCaXE45mvhCnV3C0TA","Apache 207","Fame","Four Music/Two Sides",1,35,19,"1178392"
54,"spotify:track:01qOl2pM8emx1sxdBQc05g","LEA, MAJAN","Beifahrersitz","Four Music/Treppenhaus Records",54,-1,1,"1125564"
55,"spotify:track:37GfXTkS4ghjzgZsXb3UDV","Bonez MC, Masicka","Big Body Benz","187 Strassenbande",55,-1,1,"1095938"
56,"spotify:track:3G67H7EzEhwITQn1gPuPwA","Dardan","Ma Bae","Hypnotize Entertainment",11,50,8,"1095006"
57,"spotify:track:0p3euGPg5LgFeQGC7bBFuR","Miksu / Macloud, Summer Cem, Luciano, Jamule","XXL","FUTURA",1,49,12,"1085453"
58,"spotify:track:2SAqBLGA283SUiwJ3xOUVI","Drake, Lil Durk","Laugh Now Cry Later (feat. Lil Durk)","OVO",22,38,5,"1063893"
59,"spotify:track:1XTUu81IEyoi5nU5H6Bf3H","Sarhad","Sinne","Fuchs",23,40,14,"1057838"
60,"spotify:track:4CyCHkhRsDXUeP5K4Y3xjU","Apache 207","Sie ruft","Four Music/Two Sides",1,42,7,"1048142"
61,"spotify:track:6EDO9iiTtwNv6waLwa1UUq","DJ Khaled, Drake","POPSTAR (feat. Drake)","OVO/We The Best/Epic",35,75,8,"1042897"
62,"spotify:track:7tUTCcqkMCnC9qLqbQeI0T","Felix Jaehn, Nea, Bryn Christopher","No Therapy","Virgin",62,82,4,"1002795"
63,"spotify:track:6bRR9tU3WUBsC4aywSgHEO","FOURTY","WEISSER RAUCH","Life Is Pain",14,46,26,"988281"
64,"spotify:track:5ErkJCvcSmvQ7E7VM5JMnh","VIZE, Imanbek, Dieter Bohlen, Leony","Brother Louie","Kontor Records",53,59,10,"984684"
65,"spotify:track:7xvofve6KAoCIsqVVxH20J","Jamule, SANTOS","fastlane","Life Is Pain",9,52,7,"979498"
66,"spotify:track:1NP7bzm8UksJUWXsuFoOwE","Mark Forster","Übermorgen","Four Music Local",28,55,20,"957035"
67,"spotify:track:1Tqshmc0rnQPaIGJfRp2Da","Dennis Lloyd","Alien","Arista Records",67,80,4,"951815"
68,"spotify:track:525GY0mXYnxajolwgS8Eaz","Lucky Luke","Cooler Than Me","Columbia/B1 Recordings",38,64,18,"950168"
69,"spotify:track:0t1kP63rueHleOhQkYSXFY","BTS","Dynamite","BIGHIT MUSIC",44,69,4,"942741"
70,"spotify:track:0vWUhCPxpJOJR5urYbZypB","Purple Disco Machine, Sophie and the Giants","Hypnotized","Columbia Local",70,78,7,"933842"
71,"spotify:track:5iUveERei5JgBhqWlu3JIN","Georg Stengel","Mars","WE LOVE MUSIC",71,71,10,"907842"
72,"spotify:track:76nqCfJOcFFWBJN32PAksn","Ava Max","Kings & Queens","Atlantic Records",23,68,27,"905724"
73,"spotify:track:1mfMAQJWZ9K4vKOahwkYQ3","Ufo361, Sonus030","Playlist","Stay High",2,41,5,"898202"
74,"spotify:track:3Be7CLdHZpyzsVijme39cW","Kygo, Tina Turner","What's Love Got to Do with It","Kygo",61,70,9,"890951"
75,"spotify:track:27ycaQnQAxaPiyeg3nr2aB","Miley Cyrus","Midnight Sky","RCA Records Label",71,77,5,"889088"
76,"spotify:track:3yZCjDTxzZxx1kll1sRjGc","Ufo361, CÉLINE","Emotions 2.0","Stay High",1,63,14,"883515"
77,"spotify:track:12KENAKQY5JvAsRURN7TzB","Apache 207","Boot","Four Music/Two Sides",1,60,15,"874840"
78,"spotify:track:1rgnBhdG2JDFTbYkYRZAku","Tones And I","Dance Monkey","Elektra (NEK)",2,74,59,"858225"
79,"spotify:track:7C1trmcQQ5n5RNy4l6ziCv","Nea, Felix Jaehn","Some Say - Felix Jaehn Remix","Milkshake",24,73,32,"856468"
80,"spotify:track:776cp16S0M4ZEWDfUVK1sK","Dú Maroc, Haftbefehl, Fler","Casablanca","Azzlackz",80,-1,1,"856198"
81,"spotify:track:2WOJ7D52Ng3myrKlEf4Azj","Bonez MC","Big Body Benz","187 Strassenbande",1,66,13,"850119"
82,"spotify:track:72Z8ZjMvJIocWNiGwfpHx0","Seeed","Hale-Bopp","BMG Rights Management GmbH",78,84,7,"845186"
83,"spotify:track:0sxOvL2n1ElLebIJwGYEaj","Mert","Dripini Sikim","Mula Brothers/WM Germany",83,-1,1,"841578"
84,"spotify:track:7LCElzlYw3myTHvC2MQWve","Samra","24 Stunden","Urban",6,62,6,"826334"
85,"spotify:track:7uCpwrRNkm6ncwAWByIzW9","Elias","AF1","Epic Local",12,48,3,"825595"
86,"spotify:track:1WoM4mof0Nl1xPtwf6h6ow","KC Rebell, Summer Cem","FLY","Banger Musik II/WM Germany",3,76,16,"813114"
87,"spotify:track:5B9CtjeguIO9LeOk8Xs1J3","KAYEF","Ich würd' lügen","Kayef Media",12,79,24,"808954"
88,"spotify:track:4MvSGcAVcVHhCejx9UjxV7","Bozza, Samra","Al Qu Damm","Def Jam Germany",19,19,2,"789555"
89,"spotify:track:3JDPPLA5oReVAkrEDcBllG","Ufo361, Sonus030","Shit Changed","Stay High",4,65,8,"789084"
90,"spotify:track:70rFIfYN7lU6iTgUIVP42w","Machine Gun Kelly, blackbear","my ex's best friend (with blackbear)","Bad Boy/Interscope Records",90,91,5,"787804"
91,"spotify:track:73h4oe03sZy8bXfQLfnqMv","Ava Max","Who's Laughing Now","Atlantic Records",91,99,5,"785460"
92,"spotify:track:2YnUB2mFDQRZSFzo73UNxd","Jamule, Chilla","13","Life Is Pain",6,58,4,"777967"
93,"spotify:track:68lAxWGvGc9yGheEkFDFiT","Pietro Lombardi","Cinderella","Polydor",10,86,9,"765376"
94,"spotify:track:27u7t9d7ZQoyjsCROHuZJ3","Clean Bandit, Mabel, 24kGoldn","Tick Tock (feat. 24kGoldn)","Atlantic Records UK",94,118,3,"758062"
95,"spotify:track:126jIHe1uzahC3EsuNvGrJ","Kidda","Malli","Columbia Local",71,85,8,"756245"
96,"spotify:track:2iNzRQE0MlCaSHbHGzmbN2","Clueso","Flugmodus","Epic Local",94,104,6,"736162"
97,"spotify:track:2P3kqNIRm9q2VkuQXUPUXH","Samra","Lebst du noch","Urban",8,54,3,"728120"
98,"spotify:track:34FbkFgAbv4ffvhL2XQMVm","Aya Nakamura","Jolie nana","Rec. 118",98,100,6,"725723"
99,"spotify:track:7bDSLyTjZ1VjU5kPHTL3Ko","Kontra K, Samra","Tiefschwarz (feat. Samra)","BMG Rights Management GmbH",2,72,10,"725032"
100,"spotify:track:3bffZlBH65GZ2rVc9qiHg5","Lost Frequencies, Zonderling, Kelvin Jones","Love to Go","Kontor Records",72,102,13,"721317"
101,"spotify:track:6KiEsqGg0HBOSMflVH7Onx","Tones And I","Ur So F**kInG cOoL","Elektra (NEK)",44,90,14,"714454"
102,"spotify:track:1V3ZXzuynLhKft6ouAhxli","Dardan, Monet192","Gigi","Hypnotize Entertainment/WM Germany",22,22,2,"712416"
103,"spotify:track:5gFCFZnV0QTt1YfjY7dJBY","David Puentez, Albert Neve","Superstar","Virgin",62,96,17,"701352"
104,"spotify:track:1NcVOQ0fu8erZf2XkQuAEB","Shindy, OZ","Morning Sun","Sony Music/Friends with Money",9,56,3,"700520"
105,"spotify:track:2ketPBZrMipLnqxQUpdOZn","KitschKrieg, Bonez MC, Vybz Kartel, SFR","International Criminal","SoulForce Records",6,81,8,"699466"
106,"spotify:track:5DV4ZSCqbFv74ui3ZhimXo","Jason Derulo, Puri, Jhorrmountain","Coño","Spinnin' Records",53,88,11,"698853"
107,"spotify:track:50Td3qilgs8BLtv8mHyT1t","Zoe Wees","Control","Virgin Music UK LAS (S&D)",41,98,18,"695102"
108,"spotify:track:6Z6iC97O3st91svnhCZoB4","CÉLINE","Zu Besuch","BTGS / A Million / Groove Attack",45,45,2,"685084"
109,"spotify:track:1EbdQ54jFLGEH94cUif3TI","LEA, Capital Bra","7 Stunden","Four Music/Treppenhaus Records",10,101,16,"683477"
110,"spotify:track:20McUFi8KCIVdNDLrkTDuZ","HVME","Goosebumps","Columbia/B1 Recordings",110,133,9,"681195"
111,"spotify:track:7hr6WRm7HUlVdkfnhSTm0G","Nico Santos, Topic","Like I Love You","Virgin",31,106,27,"674015"
112,"spotify:track:4KPYXZUCKYLEEcGmKN4Exs","LIZOT, Emelie Cyréus","Weekend (feat. Emelie Cyréus)","NITRON music",91,112,15,"671811"
113,"spotify:track:2MlOUXmcofMackX3bxfSwi","Master KG, Nomcebo Zikode","Jerusalema (feat. Nomcebo Zikode)","Elektra France",113,147,4,"671569"
114,"spotify:track:5DhcEJWVdkPNkJUVnbiUKo","WIER, Alexa Feser, Annett Louisan, Bibi Bourelly, Christina Stürmer, Conor Byrne, Glasperlenspiel, ILIRA, Joel Brandenstein, JORIS, Justin Jesso, KAYEF, Kelvin Jones, LOTTE, Milow, Nico Santos, Philipp Dittberner, Sasha, Stefanie Heinzmann","Best of Us","MOKOH Music GmbH",114,154,3,"670705"
115,"spotify:track:6PK070dD3j8I6VRmKVvSrP","Kay One, Cristobal","Bachata","Embassy of Music",86,109,3,"667545"
116,"spotify:track:5fDwrck2dAG0t3SXAgg7G4","Celo & Abdi, Olexesh","Hinsetzen Anschnallen","385ideal",39,39,2,"664368"
117,"spotify:track:6lU4BQWZomCWRfKSowfezE","Ufo361","Emotions","Stay High",1,95,21,"664085"
118,"spotify:track:1AS66Tf3W0yTFAKhkuzdne","Kianush","Daddy","Life Is Pain",118,-1,1,"654298"
119,"spotify:track:6M6Zzch8COuCiIjdn5EhI4","Symba","Mario Run","Sony Music - Symba",28,94,7,"648469"
120,"spotify:track:7N06jo3EnV792VFaG8vuW6","Felix Jaehn, VIZE, Miss Li","Close Your Eyes","Virgin",22,116,39,"645435"
121,"spotify:track:4KfL3Ne8bc9bC2PUB8QGwA","Capital Bra, Bozza","Ich weiß nicht mal wie sie heißt","URBAN",2,105,13,"641336"
122,"spotify:track:7EN5yE1l414pRyz4AkCEYD","KC Rebell, Summer Cem","QN","Banger Musik II/WM Germany",8,87,6,"634471"
123,"spotify:track:1H7KnK26kc1YyellpbINEn","Pop Smoke, 50 Cent, Roddy Ricch","The Woo (feat. 50 Cent & Roddy Ricch)","Victor Victor Worldwide",50,107,11,"634288"
124,"spotify:track:6Hj9jySrnFppAI0sEMCZpJ","Juice WRLD","Robbery","Grade A Productions/Interscope Records",85,108,15,"624443"
125,"spotify:track:67ojvEGRPAUCOohuMPqoRC","Capital Bra, Samra, LEA","110","Urban",1,126,52,"620020"
126,"spotify:track:4AqN8IdKCfItCSbuaFch81","VIZE, Felix Jaehn","Thank You [Not So Bad]","Virgin",74,121,30,"618648"
127,"spotify:track:0Dw8hUbjXORzIWp7mjbh0t","Luciano, Shirin David","Never Know (feat. SHIRIN DAVID)","Urban",2,110,9,"616429"
128,"spotify:track:7qwWwsa6otLM0UOEamls4s","The Cratez, Bausa, Maxwell, Joshi Mizu","Skifahren (feat. Joshi Mizu)","GOLD LEAGUE/RBK",3,119,44,"610851"
129,"spotify:track:2U5WueTLIK5WJLD7mvDODv","Juice WRLD","Wishing Well","Grade A Productions/Interscope Records",51,114,10,"610365"
130,"spotify:track:2PGA1AsJal6cyMNmKyE56q","Apache 207","200 km/h","Four Music/Two Sides",2,120,52,"608267"
131,"spotify:track:01vXerMeFgboAgQZxUL2m9","Monk, BHZ, Longus Mongus","Loud (feat. Longus Mongus)","Sony Music/BHZ",54,93,3,"604430"
132,"spotify:track:0Jh40A8WJdGXwkEDgxhaKo","Kynda Gray, RIN","Ayo Technology","GOLD LEAGUE/DIVISION",8,113,12,"602200"
133,"spotify:track:0Dlcu2fgHklOnajVu2dUNU","Capital Bra, Samra","Tilidin","Urban",1,152,65,"601550"
134,"spotify:track:1vZqDXhvyXAwSM8V6MU0N5","CÉLINE","Tränen aus Kajal","BTGS / A Million / Groove Attack",14,115,24,"600378"
135,"spotify:track:20opc3dykV1sSxVwaGLUMc","KAYEF","Warum","Kayef Media",117,135,6,"594811"
136,"spotify:track:79s5XnCN4TJKTVMSmOx8Ep","Pop Smoke","Dior","Victor Victor Worldwide/Republic Records",80,130,30,"593666"
137,"spotify:track:2A0CxheiQGQdCiKtOR7jMP","LUM!X, D.T.E, Gabry Ponte, MOKABY","The Passenger (LaLaLa) [feat. MOKABY]","Spinnin' Records",47,129,31,"591796"
138,"spotify:track:7My1iCGUznwNztIokee32S","Jerome","Take My Hand","Kontor Records",46,103,27,"590286"
139,"spotify:track:1Mu0qs9DQ8OfhiPvHxZMMM","Topic, A7S, Lil Baby","Why Do You Lie To Me (feat. Lil Baby)","Virgin",124,124,3,"588896"
140,"spotify:track:62aP9fBQKYKxi7PDXwcUAS","Surf Mesa, Emilee","ily (i love you baby) (feat. Emilee)","Astralwerks",11,125,28,"585744"
141,"spotify:track:07f2b3CTdgKKlhv0mqUksz","Juju, Henning May","Vermissen (feat. Henning May)","JINX Music",1,128,72,"582772"
142,"spotify:track:2r6OAV3WsYtXuXjvJ1lIDi","Pop Smoke, A Boogie Wit da Hoodie","Hello (feat. A Boogie Wit da Hoodie)","Victor Victor Worldwide",142,174,2,"578016"
143,"spotify:track:1lht8jb3c6rEiVaqX94enH","Jerome","Light","Kontor Records",33,127,49,"577973"
144,"spotify:track:1IIKrJVP1C9N7iPtG6eOsK","Chris Brown, Young Thug","Go Crazy","Chris Brown Entertainment/300 Entertainment/RCA Records",130,132,9,"570167"
145,"spotify:track:24IgCW19L8lXKyFZwzFtD3","Black Eyed Peas, Ozuna, J. Rey Soul","MAMACITA","Epic",28,117,22,"567890"
146,"spotify:track:6wQlQrTY5mVS8EGaFZVwVF","Juice WRLD, The Weeknd","Smile (with The Weeknd)","Grade A Productions/Interscope Records",54,111,6,"567007"
147,"spotify:track:2MbdDtCv5LUVjYy9RuGTgC","Jack Harlow, Tory Lanez, DaBaby, Lil Wayne","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Generation Now/Atlantic",96,136,12,"562597"
148,"spotify:track:2HRoorQkhGZn6GSjEjubu5","reezy","CHROME HEARTS","Four Music/Two Sides",38,83,3,"558670"
149,"spotify:track:1V7JaMp11LKGwKiVmSetf0","Joker Bra, VIZE","Baby","Bra Musik",1,134,33,"558089"
150,"spotify:track:7qEHsqek33rTcFNT9PFqLf","Lewis Capaldi","Someone You Loved","Vertigo Berlin",27,137,89,"554961"
151,"spotify:track:5UDK6yzqiW4kJU3YQauYR5","reezy, Bausa","SANDMANN","Four Music/Two Sides",13,145,16,"551571"
152,"spotify:track:2tnVG71enUj33Ic2nFN6kZ","Regard","Ride It","Ministry of Sound Recordings",12,144,57,"543110"
153,"spotify:track:7vgv8KZBSo0TPzyIWG9yzV","Ava Max","Salt","Atlantic Records",12,146,31,"529783"
154,"spotify:track:7ju97lgwC2rKQ6wwsf9no9","Lady Gaga, Ariana Grande","Rain On Me (with Ariana Grande)","Interscope",21,138,17,"526929"
155,"spotify:track:7v8OynJxOxHoeS5C2UA9Y7","Capital Bra, Loredana","Nicht verdient","URBAN",1,156,21,"525880"
156,"spotify:track:0zzVTGyRrWpQu8Fr28NRAv","Marshmello, Demi Lovato","OK Not To Be OK","Joytime Collective",156,-1,1,"525540"
157,"spotify:track:61ZM92T2zaXIVsqncThQzC","Robin Schulz, Alida","In Your Eyes (feat. Alida)","WM Germany",12,142,36,"525364"
158,"spotify:track:6ZIfKSsEOdcJn7VHRoXKUw","badmómzjay","Signal","Vertigo Berlin",25,123,7,"524021"
159,"spotify:track:4xqrdfXkTW4T0RauPLv3WA","Conan Gray","Heather","Republic Records",148,148,3,"522439"
160,"spotify:track:466cKvZn1j45IpxDdYZqdA","Drake","Toosie Slide","OVO",1,140,24,"521970"
161,"spotify:track:73GjtcmkMfHirKnxotxW1Y","badmómzjay","T.H.A.L","Vertigo Berlin",36,36,2,"520234"
162,"spotify:track:2u8AXJyk8pICzj2wyPBL0b","Sido, Apache 207","2002","Urban",5,149,51,"517201"
163,"spotify:track:0X4hMHBj4Ra6h1tIQGl1CH","Tom Gregory","Fingertips","Kontor Records",36,160,28,"514095"
164,"spotify:track:27DZvqbuF1NWshkbIRUpn8","Fler","LIGHT UP THE NIGHT","MASKULIN",164,-1,1,"511958"
165,"spotify:track:2J4P46vCFm1rPkNkp9pZWX","BLACKPINK, Selena Gomez","Ice Cream (with Selena Gomez)","YG Entertainment/Interscope Records",102,122,3,"505662"
166,"spotify:track:3eekarcy7kvN4yt5ZFzltW","Travis Scott","HIGHEST IN THE ROOM","Cactus Jack / Epic",8,162,50,"502514"
167,"spotify:track:6gBFPUFcJLzWGx4lenP6h2","Travis Scott","goosebumps","Epic/Grand Hustle",40,163,30,"498797"
168,"spotify:track:6N22FZs2ZhPBYi3b9XPajV","Labrinth","Still Don't Know My Name","Masterworks",149,151,4,"498389"
169,"spotify:track:4UOXo3xWnxYdTf3sFyRaUG","Bonez MC, RAF Camora","500 PS","187 Strassenbande",1,165,111,"496069"
170,"spotify:track:285pBltuF7vW8TeWk8hdRR","Juice WRLD","Lucid Dreams","Juice WRLD Mixtape / ISR P&D",28,155,84,"495633"
171,"spotify:track:1IikW5aCjY08gagX94j3fJ","Pashanim","Hauseingang","Urban",40,157,39,"491563"
172,"spotify:track:7eJMfftS33KTjuF7lTsMCx","Powfu, beabadoobee","death bed (coffee for your head)","Columbia",15,159,30,"485271"
173,"spotify:track:4zLSkwZaiMfzzapPCbdG90","GAMPER & DADONI","Gimme! Gimme! Gimme!","Big Top Amsterdam",52,167,29,"485249"
174,"spotify:track:0WPZwf3pjfWDcc2TXRlMSY","KALIM","DROPTOP","Urban",51,51,2,"484218"
175,"spotify:track:79LSCoRUAcW8EadiKqd2AZ","NGEE, Ra'is","NADA","Epic Local",67,67,2,"480993"
176,"spotify:track:7AMblhd8xbG6ixeZQPgZOm","Veysel","Ma Vie","Bela Boyz",30,141,4,"472457"
177,"spotify:track:3IJYUaN3tx04S4TYyZHKoP","StaySolidRocky","Party Girl","Columbia",49,158,17,"471865"
178,"spotify:track:0U9dP3BUlAgq9KkJXOijBH","KALIM, Ufo361","SKRR","Urban",5,150,16,"470559"
179,"spotify:track:0YU17F0BlVXvmx5ytsR43w","LUM!X, Gabry Ponte","Monster","Spinnin' Records",34,171,66,"470240"
180,"spotify:track:05Mp2UJulSttxQ4E6hQPH3","Bonez MC, RAF Camora, Maxwell","Ohne mein Team","AUF!KEINEN!FALL!",9,177,180,"463998"
181,"spotify:track:7AAt2NDyAnv2Ni2decYxgh","CRISPIE, ILIRA","Ladida (My Heart Goes Boom)","JINX Music",104,175,10,"460032"
182,"spotify:track:3rxFFtIbmz4QXZGGEEsuSj","TheDoDo","Endorphine","pbb",102,-1,15,"459723"
183,"spotify:track:5id3Rqn7SPj1LX4FfY4nGz","Sia","Together","Monkey Puzzle/Atlantic",172,172,8,"458039"
184,"spotify:track:0psIeufUtT83Ot2dkLjQ0v","LEA","Treppenhaus","Four Music/Treppenhaus Records",29,169,28,"457156"
185,"spotify:track:0gThlZWwZWkDqRKGOz2CN1","Symba","Angels Sippen","SME - Symba",9,161,25,"455917"
186,"spotify:track:22LAwLoDA5b4AaGSkg6bKW","Lil Mosey","Blueberry Faygo","Mogul Vision/Interscope Records",23,170,31,"452309"
187,"spotify:track:66W1rVTnEv86dIkFhoiElg","Regard, RAYE","Secrets","Ministry of Sound Recordings",125,178,14,"452076"
188,"spotify:track:4tfLFDGypUWad5AT6772If","Michael Patrick Kelly","Beautiful Madness","Columbia Local",101,139,12,"451742"
189,"spotify:track:2gMXnyrvIjhVBUZwvLZDMP","Lewis Capaldi","Before You Go","Vertigo Berlin",52,173,40,"446710"
190,"spotify:track:4PP0u2Fhzg8NnPW3EZGw2v","Dardan, Monet192","H <3 T E L","Hypnotize Entertainment",1,176,26,"439517"
191,"spotify:track:6qiiDtFAJjyEhoZVcf6ovL","6ix9ine","GOOBA","Create Music Group",3,153,19,"439499"
