rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
110,"spotify:track:0GzuHFG4Ql6DoyxFRnIk3F","Maluma, The Weeknd","Hawái - Remix","Sony Music Latin",110,-1,1,"560790"
111,"spotify:track:7N06jo3EnV792VFaG8vuW6","Felix Jaehn, VIZE, Miss Li","Close Your Eyes","Virgin",22,112,47,"557503"
112,"spotify:track:1c5F5TOYKqFYzTZEJzBERC","Bonez MC","Smartphone im See","187 Strassenbande",33,33,2,"556522"
113,"spotify:track:6Juv5N0dNU1imms9c9u1dA","Octavian, Skepta","Papi Chulo","Black Butter 1",113,135,2,"555639"
114,"spotify:track:6FuGJB290AQMAHTfjOYVaK","24kGoldn, Justin Bieber, J Balvin, iann dior","Mood (Remix) feat. Justin Bieber, J Balvin & iann dior","Records/Columbia",114,-1,1,"541571"
115,"spotify:track:5T2RHnuyK2sa9R0pleO9yP","KAYEF","Ich würd' lügen","Kayef Media",12,116,32,"540977"
116,"spotify:track:41p4dR3CEEE0FTJrsJQBhb","Kontra K","Freunde","BMG Rights Management GmbH",10,113,8,"540271"
117,"spotify:track:0atjNG0rNW2m6zPaiK4Co7","Bonez MC","Roadrunner","187 Strassenbande",1,109,25,"538270"
118,"spotify:track:0FOt5dYyEyqmoeI4TqGMwK","Bonez MC","Gold in der Fresse","187 Strassenbande",35,35,2,"535746"
119,"spotify:track:4aZfvvgfoSfmSZpfwQYzC0","Bonez MC, Maxwell","Ihr Hobby","187 Strassenbande",3,106,9,"533637"
120,"spotify:track:1bxYhKI5jU1zZHmnHzd1sI","Loredana","Rockstar","Loredana",13,78,3,"529823"
121,"spotify:track:67ojvEGRPAUCOohuMPqoRC","Capital Bra, Samra, LEA","110","Urban",1,129,60,"527159"
122,"spotify:track:07f2b3CTdgKKlhv0mqUksz","Juju, Henning May","Vermissen (feat. Henning May)","JINX Music",1,127,80,"525425"
123,"spotify:track:3G67H7EzEhwITQn1gPuPwA","Dardan","Ma Bae","Hypnotize Entertainment",11,118,16,"523879"
124,"spotify:track:4DuUwzP4ALMqpquHU0ltAB","Jack Harlow","Tyler Herro","Generation Now/Atlantic",121,121,3,"521124"
125,"spotify:track:285pBltuF7vW8TeWk8hdRR","Juice WRLD","Lucid Dreams","Juice WRLD Mixtape / ISR P&D",28,137,92,"520471"
126,"spotify:track:4G2wSz8rkmkZNMsfkv2RCB","Bonez MC, Maxwell, Gzuz","Single Wohnung Anthem","187 Strassenbande",34,34,2,"515219"
127,"spotify:track:0ofHAoxe9vBkTCp2UQIavz","Fleetwood Mac","Dreams - 2004 Remaster","Rhino/Warner Records",98,126,5,"506691"
128,"spotify:track:7idxewQZ24F0gQy2EWE6Ug","Bonez MC","Tilidin Weg","187 Strassenbande",3,122,15,"501251"
129,"spotify:track:249XLLQSxCTZLh2H54cC0I","Azet, Albi","Fast Life 2","Azet & Albi/WM Germany",6,114,8,"499502"
130,"spotify:track:38wMP2KeXQXv9Bl3o63HT2","Ufo361, Sonus030","Games","Stay High",4,124,10,"496486"
131,"spotify:track:7hr6WRm7HUlVdkfnhSTm0G","Nico Santos, Topic","Like I Love You","Virgin",31,142,35,"492540"
132,"spotify:track:3Xrr0iul4YsZefSJeGikGT","KASIMIR1441, Chapo102, 102 Boyz","WACH","Chucky die Mördertruppe",41,138,5,"492268"
133,"spotify:track:7jMMoHhgq6iwVT5ykyxsJt","Kontra K, Samra","Tiefschwarz (feat. Samra)","BMG Rights Management GmbH",2,130,18,"486295"
134,"spotify:track:3eekarcy7kvN4yt5ZFzltW","Travis Scott","HIGHEST IN THE ROOM","Cactus Jack / Epic",8,150,58,"486169"
135,"spotify:track:1EbdQ54jFLGEH94cUif3TI","LEA, Capital Bra","7 Stunden","Four Music/Treppenhaus Records",10,155,24,"483903"
136,"spotify:track:1dy0JB5g1AW1W30zbPknZZ","CÉLINE","Tränen aus Kajal","BTGS / A Million / Groove Attack",14,144,32,"478809"
137,"spotify:track:0AUvWawuP0ibk4SQ3sIZjk","Ashnikko","Daisy","Parlophone UK",122,131,5,"478666"
138,"spotify:track:72Z8ZjMvJIocWNiGwfpHx0","Seeed","Hale-Bopp","BMG Rights Management GmbH",78,128,15,"478398"
139,"spotify:track:2U5WueTLIK5WJLD7mvDODv","Juice WRLD","Wishing Well","Grade A Productions/Interscope Records",51,152,18,"477768"
140,"spotify:track:6EDO9iiTtwNv6waLwa1UUq","DJ Khaled, Drake","POPSTAR (feat. Drake)","OVO/We The Best/Epic",35,120,16,"476737"
141,"spotify:track:0T0Lgviu1UPpnv3aPW6ZTD","Bonez MC","Bubble Gum","187 Strassenbande",54,54,2,"476693"
142,"spotify:track:0bYg9bo50gSsH3LtXe2SQn","Mariah Carey","All I Want for Christmas Is You","Columbia",1,-1,21,"473174"
143,"spotify:track:2u8AXJyk8pICzj2wyPBL0b","Sido, Apache 207","2002","Urban",5,156,59,"472838"
144,"spotify:track:5dVmmLJyiMr5ZzbMWlLZlb","LEA","Das Leben (Du warst schon immer so)","Four Music/Treppenhaus Records",144,-1,1,"472033"
145,"spotify:track:45PFcOQg0gsu47fPO9GWhJ","Bonez MC, LX","Playsi","187 Strassenbande",52,52,2,"469754"
146,"spotify:track:0gmxbi22UayqVdtpbN7TTi","Melo68","Weit entfernt","recordJet",146,-1,1,"465333"
147,"spotify:track:34FbkFgAbv4ffvhL2XQMVm","Aya Nakamura","Jolie nana","Rec. 118",98,149,14,"464604"
148,"spotify:track:3yZCjDTxzZxx1kll1sRjGc","Ufo361, CÉLINE","Emotions 2.0","Stay High",1,151,22,"463693"
149,"spotify:track:7vQCKAUUJ0zLGYimNltnIZ","Kidda","Malli","Columbia Local",71,153,16,"463453"
150,"spotify:track:1XTUu81IEyoi5nU5H6Bf3H","Sarhad","Sinne","Fuchs",23,117,22,"460979"
151,"spotify:track:0F9AHUzzvk7pLxC4Xi3p1t","badmómzjay","Supernova","Vertigo Berlin",49,148,7,"460885"
152,"spotify:track:7JF6f8uYdGkfsUoCjBtJSF","K-Fly, McN","Wenn du da bist","Polydor",152,-1,2,"456565"
153,"spotify:track:5ZL5YcNrsPMfPmquV5pgSE","XATAR, 2LADE","Follow Me","Alles Oder Nix Records",58,58,2,"456097"
154,"spotify:track:6gBFPUFcJLzWGx4lenP6h2","Travis Scott","goosebumps","Epic/Grand Hustle",40,160,38,"453261"
155,"spotify:track:3hbHVdyA6cyVUBBLQ0RbUU","Kool Savas, Sido, Nessi","Dicka Was","Sony Music/Essah Media GmbH",16,159,8,"452169"
156,"spotify:track:4SCr4KayFCP0Uq2Ra0KzIY","KASIMIR1441, Chapo102, 102 Boyz","PARKBANK","Chucky die Mördertruppe",41,147,9,"449263"
157,"spotify:track:3lHuDW8SiPtnIMmaTiDFVe","Bonez MC, Gzuz, Maxwell, LX, Sa4","187 Gang","187 Strassenbande",6,146,9,"448922"
158,"spotify:track:1JPd9BSiiN7xrKE64Qo30m","Capital Bra","Einsam an der Spitze","URBAN",2,140,8,"448620"
159,"spotify:track:4KPYXZUCKYLEEcGmKN4Exs","LIZOT, Emelie Cyréus","Weekend (feat. Emelie Cyréus)","NITRON music",91,162,23,"447408"
160,"spotify:track:2tnVG71enUj33Ic2nFN6kZ","Regard","Ride It","Ministry of Sound Recordings",12,166,65,"447347"
161,"spotify:track:0tcCkwCtzCfRO1tBktCsuN","Bonez MC","Banana Clip","187 Strassenbande",51,51,2,"445888"
162,"spotify:track:2gMXnyrvIjhVBUZwvLZDMP","Lewis Capaldi","Before You Go","Vertigo Berlin",52,177,46,"445694"
163,"spotify:track:2U3cgtPWyQ2AkFASLgSvJ7","Kalazh44, Capital Bra","White Nights","Kalazh44",34,139,6,"444038"
164,"spotify:track:7feeLzB9KdKJ2ha3OvJ0SZ","Martin Jensen, Alle Farben, Nico Santos","Running Back To You","Virgin",126,157,5,"443599"
165,"spotify:track:6juLaduD4STCUDWT0AYun4","K/DA, Madison Beer, (G)I-DLE, Lexie Liu, Jaira Burns, Seraphine, League of Legends","MORE","Riot Games",110,110,2,"443311"
166,"spotify:track:1lht8jb3c6rEiVaqX94enH","Jerome","Light","Kontor Records",33,141,57,"443026"
167,"spotify:track:1IikW5aCjY08gagX94j3fJ","Pashanim","Hauseingang","Urban",40,185,47,"441896"
168,"spotify:track:60a0Rd6pjrkxjPbaKzXjfq","Linkin Park","In the End","Warner Records",15,174,95,"438462"
169,"spotify:track:50Td3qilgs8BLtv8mHyT1t","Zoe Wees","Control","Virgin Music UK LAS (S&D)",41,197,26,"437760"
170,"spotify:track:37RIgeoCiOwgrVC4iR6HaN","Bonez MC, Big Toe","Schlaganfall","187 Strassenbande",50,50,2,"436988"
171,"spotify:track:1V7JaMp11LKGwKiVmSetf0","Joker Bra, VIZE","Baby","Bra Musik",1,169,41,"436172"
172,"spotify:track:12KENAKQY5JvAsRURN7TzB","Apache 207","Boot","Four Music/Two Sides",1,164,23,"434076"
173,"spotify:track:30bqVoKjX479ab90a8Pafp","Lil Peep","Star Shopping","Lil Peep",173,191,7,"432745"
174,"spotify:track:1hJIbOjWpid6LtnozHmzRS","Sam Smith","Diamonds","Capitol",136,136,8,"432590"
175,"spotify:track:7qwWwsa6otLM0UOEamls4s","The Cratez, Bausa, Maxwell, Joshi Mizu","Skifahren (feat. Joshi Mizu)","GOLD LEAGUE/RBK",3,158,52,"430364"
176,"spotify:track:7oJW8vNkosiWuKJtsq3mZs","Apache 207","Unterwegs","Four Music/Two Sides",1,161,16,"429107"
177,"spotify:track:2PGA1AsJal6cyMNmKyE56q","Apache 207","200 km/h","Four Music/Two Sides",2,178,60,"428432"
178,"spotify:track:3Be7CLdHZpyzsVijme39cW","Kygo, Tina Turner","What's Love Got to Do with It","Kygo",61,167,17,"428333"
179,"spotify:track:4AqN8IdKCfItCSbuaFch81","VIZE, Felix Jaehn","Thank You [Not So Bad]","Virgin",74,173,38,"427581"
180,"spotify:track:0u2P5u6lvoDfwTYjAADbn4","Billie Eilish, Khalid","lovely (with Khalid)","Darkroom",54,-1,91,"427161"
181,"spotify:track:2f0pn9DkEJwAzXApnFh5cr","BANNERS","Someone To You","Island Records",179,183,5,"426141"
182,"spotify:track:7cI7TqXx1VtNcStWxKiNkw","Capo, Veysel","COCO CHANEL (feat. Veysel)","Capo/WM Germany",16,94,3,"422844"
183,"spotify:track:5jk1NuMQqrNJUBTnzH1fWY","Deno419, Manuellsen","Der Mensch","Unikat Musik",183,-1,1,"422702"
184,"spotify:track:0YU17F0BlVXvmx5ytsR43w","LUM!X, Gabry Ponte","Monster","Spinnin' Records",34,184,73,"422070"
185,"spotify:track:1H7KnK26kc1YyellpbINEn","Pop Smoke, 50 Cent, Roddy Ricch","The Woo (feat. 50 Cent & Roddy Ricch)","Victor Victor Worldwide",50,175,19,"420549"
186,"spotify:track:3rxFFtIbmz4QXZGGEEsuSj","TheDoDo","Endorphine","pbb",102,195,20,"420326"
187,"spotify:track:6lU4BQWZomCWRfKSowfezE","Ufo361","Emotions","Stay High",1,189,29,"418203"
188,"spotify:track:2FRnf9qhLbvw8fu4IBXx78","Wham!","Last Christmas","Epic",2,-1,20,"415221"
189,"spotify:track:2A0CxheiQGQdCiKtOR7jMP","LUM!X, D.T.E, Gabry Ponte, MOKABY","The Passenger (LaLaLa) [feat. MOKABY]","Spinnin' Records",47,181,39,"413689"
190,"spotify:track:2rRJrJEo19S2J82BDsQ3F7","Trevor Daniel","Falling","Alamo",8,186,49,"412880"
191,"spotify:track:4xqrdfXkTW4T0RauPLv3WA","Conan Gray","Heather","Republic Records",148,193,11,"412595"
