rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
65,"spotify:track:5yY9lUy8nbvjM1Uyo1Uqoc","Future, Drake","Life Is Good (feat. Drake)","Epic/Freebandz",12,54,15,"822362"
66,"spotify:track:7qwWwsa6otLM0UOEamls4s","The Cratez, Bausa, Maxwell, Joshi Mizu","Skifahren (feat. Joshi Mizu)","GOLD LEAGUE/RBK",3,65,23,"821001"
67,"spotify:track:07f2b3CTdgKKlhv0mqUksz","Juju, Henning May","Vermissen (feat. Henning May)","JINX Music",1,67,51,"816446"
68,"spotify:track:1jaTQ3nqY3oAAYyCTbIvnM","Jack Harlow","WHATS POPPIN","Generation Now/Atlantic",68,82,8,"812640"
69,"spotify:track:3R3rQ7FbTJdsi5She10YvI","Loredana, Rymez","Angst","Loredana",1,44,7,"801492"
70,"spotify:track:1KKooKZBpTAPVFjGvStjsa","Luciano","Trippin’","Urban",6,32,4,"797077"
71,"spotify:track:2grAr8pWMuLWn8ZYEE9wDV","Tones And I","Never Seen The Rain","Elektra (NEK)",53,60,12,"796695"
72,"spotify:track:6fNpPZgEDUU7jrcJCpMyaV","Joker Bra","Tick Tash","Bra Musik",72,-1,1,"789969"
73,"spotify:track:55ueCxuamBIrNvGniOZCwr","Samra","Jibrail & Iblis","Urban",73,-1,1,"784709"
74,"spotify:track:696DnlkuDOXcMAnKlTgXXK","Arizona Zervas","ROXANNE","Arizona Zervas",18,58,25,"779376"
75,"spotify:track:6r7AoaLvx2P0RtcqzyVluZ","Samra","Jolina","Urban",75,-1,1,"777402"
76,"spotify:track:24UgOPKL5S1vwzLwUtPsz7","FOURTY","WEISSER RAUCH","Life Is Pain",76,87,5,"771168"
77,"spotify:track:6jX0CXNY3zsIMgw2tEZC5h","Nico Santos, Topic","Like I Love You","Virgin",77,88,6,"768131"
78,"spotify:track:7qEHsqek33rTcFNT9PFqLf","Lewis Capaldi","Someone You Loved","Vertigo Berlin",27,77,68,"767460"
79,"spotify:track:56QinE0AmuVHDQGqbYlTua","Samra","Smoking","Urban",79,-1,1,"762157"
80,"spotify:track:3tSy9yUo0rb1LR61CS5O7l","Soolking, MERO","Hayati","Universal Music Division Capitol Music France",6,46,5,"761977"
81,"spotify:track:0qaWEvPkts34WF68r8Dzx9","Riton, Oliver Heldens, Vula","Turn Me On (feat. Vula)","Ministry of Sound Recordings",23,61,26,"754118"
82,"spotify:track:2NXZOsC1WQTT4mujZx4ck6","HK, Nimo","Oxygen","Sony Music/SLS MUSIC",82,-1,1,"753748"
83,"spotify:track:7CHi4DtfK4heMlQaudCuHK","MEDUZA, Becky Hill, Goodboys","Lose Control","Virgin",32,72,27,"753228"
84,"spotify:track:00XeFRxGrbMQoJPqVJSDjl","Samra","Schüsse im Regen","Urban",4,-1,7,"752819"
85,"spotify:track:5Bj9rLRVpf5xxQwhlyOOeh","Dardan","D A YYY T O N A","Hypnotize Entertainment",4,57,8,"751944"
86,"spotify:track:3cqPu20DGTGUoZtbJH2Dmi","Ali Gatie","What If I Told You That I Love You","Warner Records",9,69,13,"750460"
87,"spotify:track:2u8AXJyk8pICzj2wyPBL0b","Sido, Apache 207","2002","Urban",5,81,30,"745962"
88,"spotify:track:7DvTrDWYytzKkKP5WfyhxU","CÉLINE","Für Mich","BTGS / A Million / Groove Attack",73,76,6,"744860"
89,"spotify:track:665AK0ovB11McZRwfa852G","Vicetone, Tony Igy","Astronomia","Columbia International",89,121,3,"743338"
90,"spotify:track:0g7PvO6VRnOgbmYKCaAwTs","Samra","Carlibel","Urban",90,-1,1,"741330"
91,"spotify:track:4umIPjkehX1r7uhmGvXiSV","Justin Bieber, Quavo","Intentions (feat. Quavo)","RBMG/Def Jam",22,71,11,"741223"
92,"spotify:track:2Fxmhks0bxGSBdJ92vM42m","Billie Eilish","bad guy","Darkroom/Interscope Records",3,85,56,"740379"
93,"spotify:track:7Ek9e3eIuktIFjpDRQfmHE","Luciano","Mios mit Bars","Urban",1,59,10,"735516"
94,"spotify:track:3frUvGrmGcay91lvFbOgsN","Kygo, Zara Larsson, Tyga","Like It Is","Kygo",55,55,4,"732102"
95,"spotify:track:7FIWs0pqAYbP91WWM0vlTQ","Eminem, Juice WRLD","Godzilla (feat. Juice WRLD)","Shady/Aftermath/Interscope Records",8,78,14,"730187"
96,"spotify:track:3Ve0ag71EeiQalsl7Ha4Dw","AnnenMayKantereit","Ausgehen","AnnenMayKantereit & Irrsinn Tonträger",50,80,11,"729133"
97,"spotify:track:1IikW5aCjY08gagX94j3fJ","Pashanim","Hauseingang","Urban",40,75,18,"724948"
98,"spotify:track:5rm9OSMcBXMBgfQbnKfOAk","Samra","Geh nicht","Urban",98,-1,1,"724608"
99,"spotify:track:058Gim5mR65BceauqFm3oa","Samra","COLT","Urban",2,151,20,"718341"
100,"spotify:track:4HDCLYli2SUdkq9OjmvhSD","PARTYNEXTDOOR, Rihanna","BELIEVE IT","OVO Sound/Warner Records",46,64,4,"715768"
101,"spotify:track:76vF4lCKtttGsfXpj6nhcC","Samra","Kobe Bryant","Urban",101,-1,1,"714927"
102,"spotify:track:1GHgDIODujliWFayEhHx1n","Fynn Kliemann","Alles was ich hab","twoFinger Records",36,105,9,"713669"
103,"spotify:track:3C6xf0C0XeEI5mVk3NG5lt","Samra","Gott bietet mehr","Urban",103,-1,1,"713219"
104,"spotify:track:2QGmhQm4xYeew2f7bHILm2","Samra","Only God Can Judge Me","Urban",104,-1,1,"707717"
105,"spotify:track:7zjscS3snyHqdDHESPKIVB","Monet192, Hatik","Dämon (feat. Hatik)","WM Germany",63,63,3,"703875"
106,"spotify:track:1Zyj1TtYdxJsXjpwAEvDms","Samra","Mon Ami","Urban",2,133,13,"702614"
107,"spotify:track:2RaKlveGCllSaXloN8kmzV","RIN","Alien","GOLD LEAGUE/DIVISION",7,89,20,"701411"
108,"spotify:track:7IxGslFZA5QhgXbUsDmcjf","Ufo361","Bad Girls, Good Vibes","Stay High",1,73,6,"700923"
109,"spotify:track:1fipvP2zmef6vN2IwXfJhY","Sam Smith, Demi Lovato","I’m Ready (with Demi Lovato)","Capitol",109,-1,1,"700912"
110,"spotify:track:4D4tA2ara3ihoOvjupr8cG","Luciano","Sip","Urban",2,74,7,"694581"
111,"spotify:track:7szuecWAPwGoV1e5vGu8tl","The Weeknd","In Your Eyes","Republic Records",30,68,5,"690535"
112,"spotify:track:7ygVaACDENw4PgLbN1awFE","Apache 207","Matrix","Four Music/Two Sides",1,50,9,"689771"
113,"spotify:track:21jGcNKet2qwijlDFuPiPb","Post Malone","Circles","Republic Records",16,91,34,"667776"
114,"spotify:track:6dNB3XdAzx7kTf5wa8Rg89","Apache 207","Wieso tust Du dir das an?","Four Music/Two Sides",1,94,27,"664917"
115,"spotify:track:0Dlcu2fgHklOnajVu2dUNU","Capital Bra, Samra","Tilidin","Urban",1,98,44,"662943"
116,"spotify:track:4OVF6uwZlMOSlZmHDnwliX","RIN, Bausa","Keine Liebe","GOLD LEAGUE/DIVISION",3,97,27,"650890"
117,"spotify:track:5oFqV7RK8agXk9wzhuSZBj","Kianush, PA Sports","KRIMINELL","Life Is Pain",12,86,11,"649481"
118,"spotify:track:3ZCTVFBt2Brf31RLEnCkWJ","Billie Eilish","everything i wanted","Darkroom/Interscope Records",12,93,23,"646169"
119,"spotify:track:2gMXnyrvIjhVBUZwvLZDMP","Lewis Capaldi","Before You Go","Vertigo Berlin",52,84,22,"644628"
120,"spotify:track:72EGc3ULtmj0oxT05PN6dw","BHZ, Longus Mongus, Monk, Dead Dawg","Flasche Luft","Sony Music/BHZ",42,56,3,"637145"
121,"spotify:track:3VFT90E0yYjdHSFoGv02us","Ufo361","Rich Rich","Stay High",1,107,9,"632686"
122,"spotify:track:3YDq11kJBuzIc9RRHNVJHV","Reynmen, Ufo361","Kaçamak","Houze Istanbul",35,35,2,"627584"
123,"spotify:track:6xMBPfgaEQKshwp7oYrtP4","AK AUSSERKONTROLLE, Shindy","Hood","XY Records",8,51,4,"626289"
124,"spotify:track:7o4oID1EtKSuvt4ZBXtonD","EREN CAN, BATU","Son Durak","C.R.E.A.M.",124,-1,1,"626218"
125,"spotify:track:0ui2kVwPZKHaZxGhdIzBrp","Nimo","Nur wegen dir","385ideal",13,106,10,"625333"
126,"spotify:track:28SjW23Jrpgok6orjbFWdB","Lil Lano","Kein Grund","AnanasSquad",24,83,4,"617359"
127,"spotify:track:7lidXGPXPYLNThITAOTlkK","Halsey","You should be sad","Capitol Records",42,103,15,"613048"
128,"spotify:track:033if6Adj8fwBYsQzHOfQ8","Capital Bra, Samra","100k Cash","Bra Musik",2,95,8,"606172"
129,"spotify:track:7aiClxsDWFRQ0Kzk5KI5ku","blackbear","hot girl bummer","Alamo",15,108,32,"605382"
130,"spotify:track:6v3KW9xbzN5yKLt9YKDYA2","Shawn Mendes, Camila Cabello","Señorita","Island Records",1,90,44,"598788"
131,"spotify:track:3eekarcy7kvN4yt5ZFzltW","Travis Scott","HIGHEST IN THE ROOM","Cactus Jack / Epic",8,142,29,"597534"
132,"spotify:track:7qASGCcLn8mugoKiTxLvVm","Haftbefehl","1999 Pt. 4 (AloAlo)","Urban",132,-1,1,"595927"
133,"spotify:track:79s5XnCN4TJKTVMSmOx8Ep","Pop Smoke","Dior","Victor Victor Worldwide/Republic Records",80,102,9,"591450"
134,"spotify:track:6xZ4Q2k2ompmDppyeESIY8","Twenty One Pilots","Level of Concern","Fueled By Ramen",109,109,2,"590778"
135,"spotify:track:5UusfWUMMLEXLMc1ViNZoe","Playboi Carti","@ MEH","AWGE Label",135,-1,1,"585741"
136,"spotify:track:1fMKG1kgfkZTjDXaHR8O0s","Samra","95 BPM","Urban",12,-1,11,"581362"
137,"spotify:track:2rWnTpXD0jq5lymyg4xIKQ","Jamule","Ich hol dich ab","Life Is Pain",3,111,15,"577538"
138,"spotify:track:3uhTOxvu2h2YEm0uPNF2vi","Apache 207","Doch in der Nacht","Four Music/Two Sides",6,118,26,"575399"
139,"spotify:track:36J10AwMabBYxgNrV2S8gd","Dardan","6AM.........","Hypnotize Entertainment",4,114,15,"575114"
140,"spotify:track:6UUdpUabPzkHW4q3Ja3XY3","Samra","510","Urban",140,-1,1,"570697"
141,"spotify:track:7IGFSGKALyAxmVI8L4vqs9","Pietro Lombardi","Kämpferherz","Polydor",41,101,5,"567376"
142,"spotify:track:3Zigq1lfHmFRlyoRrh9k2s","Apache 207","Kein Problem","Four Music/Two Sides",17,119,50,"562168"
143,"spotify:track:2kkcJ8tSDV42LdWcPjy6We","Samra, Capital Bra","Wieder Lila","Urban",1,125,49,"561203"
144,"spotify:track:4AqN8IdKCfItCSbuaFch81","VIZE, Felix Jaehn","Thank You [Not So Bad]","Virgin",132,148,9,"557794"
145,"spotify:track:1lht8jb3c6rEiVaqX94enH","Jerome","Light","Kontor Records",33,126,28,"554423"
146,"spotify:track:5NruCL3mzAlLav6W8WGbpC","Clueso","Sag Mir Was Du Willst","Epic Local",146,-1,1,"549834"
147,"spotify:track:3jCMdvc8bFOKChETbFV9Zc","Lena, Nico Santos","Better","Polydor",28,104,36,"549338"
148,"spotify:track:1RMuMJhAQytXNprgnecK72","Eno, Murda","Was machst du","Alles Oder Nix Records",24,62,3,"549258"
149,"spotify:track:2b8fOow8UzyDFAE27YhOZM","Maroon 5","Memories","Interscope Records*",28,115,31,"549203"
150,"spotify:track:6LcauUZjF1eXQrgqMUecHX","Tyga","Ayy Macarena","Columbia/Last Kings Records",9,122,23,"547443"
151,"spotify:track:2Jij6ebp6ToNKOn5DWlGxV","Bausa","Mary","WM Germany",10,116,56,"547062"
152,"spotify:track:4UOXo3xWnxYdTf3sFyRaUG","Bonez MC, RAF Camora","500 PS","187 Strassenbande",1,131,90,"546849"
153,"spotify:track:4QnC1bIaMSfDQvF4XDhV5M","Selena Gomez","Boyfriend","Interscope Records",96,96,2,"544072"
154,"spotify:track:0H9WHopZ62JeDaGau7REMw","Pashanim","Shababs botten","Urban",71,117,23,"543361"
155,"spotify:track:0u2P5u6lvoDfwTYjAADbn4","Billie Eilish, Khalid","lovely (with Khalid)","Darkroom",54,130,85,"539386"
156,"spotify:track:7k4t7uLgtOxPwTpFmtJNTY","KAROL G, Nicki Minaj","Tusa","TUSA - Karol G & Nicki Minaj",71,147,17,"525290"
157,"spotify:track:6cy3ki60hLwimwIje7tALf","Black Eyed Peas, J Balvin","RITMO (Bad Boys For Life)","Epic/We The Best",29,123,26,"524109"
158,"spotify:track:0K5vPCPPPQYzrKHc17qB1I","Dhurata Dora, Azet","Lass los","Dora",7,112,8,"523932"
159,"spotify:track:6IwbgA2lca6IZZvo2wCL6Q","KASIMIR1441","KK","Bis Es Klappt Records",59,110,8,"522229"
160,"spotify:track:0YU17F0BlVXvmx5ytsR43w","LUM!X, Gabry Ponte","Monster","Spinnin' Records",34,144,45,"517724"
161,"spotify:track:7nkN1tnFIZIIS4P5q4Krmb","The Cratez, Bonez MC","Honda Civic","GOLD LEAGUE/RBK",4,138,30,"514508"
162,"spotify:track:2M6XU9RRpnoqwLeJsKbK9V","Darius & Finlay","Clothes Off (Nanana)","Universal Music GmbH",162,-1,1,"512180"
163,"spotify:track:14wf185UxfNbSy8dwt4r4q","Black Eyed Peas, Ozuna, J. Rey Soul","MAMACITA","Epic",163,-1,1,"508972"
164,"spotify:track:5XVPNr0CAoUn1jD033Ucoo","Gzuz","Donuts","187 Strassenbande",2,137,13,"508437"
165,"spotify:track:5Gj1wG8b12VQdEd3hUuSwo","Kygo, Zak Abel","Freedom","Kygo",165,-1,1,"506276"
166,"spotify:track:1B89LtaW92jj4AqT7OZ0Fj","Nimo, Hava","KEIN SCHLAF","Urban",1,129,20,"504211"
167,"spotify:track:6Q3K9gVUZRMZqZKrXovbM2","Kygo, Sasha Alex Sloan","I'll Wait","Kygo",152,152,3,"500048"
168,"spotify:track:1Uzcp0YUKE078JEdVTk6QC","Slavik","Kalinka","MA4 Muzika",168,-1,1,"498083"
169,"spotify:track:3jjujdWJ72nww5eGnfs2E7","Harry Styles","Adore You","Columbia",82,140,20,"484286"
170,"spotify:track:5nmVf5dSgH4A25qsev28Mi","Dardan, Xiara","gENAuSo","Hypnotize Entertainment",4,160,36,"479837"
171,"spotify:track:1gVCEnryJhkdQcuC0Kbvor","DaBaby","FIND MY WAY","South Coast Music Group/Interscope Records",117,143,3,"475493"
172,"spotify:track:4cSSL3YafYjM3yjgFO1vJg","NLE Choppa, Roddy Ricch","Walk Em Down (feat. Roddy Ricch)","Warner Records",156,156,4,"473757"
173,"spotify:track:0vEXgD2oSs5K7fSuk966n6","Kianush, PA Sports","CASINO ROYAL","Life Is Pain",21,141,20,"473148"
174,"spotify:track:0TId5TSbdcBP32haUV4Aet","VIZE, Laniia","Stars","Kontor Records",20,132,47,"471682"
175,"spotify:track:0E9ZjEAyAwOXZ7wJC0PD33","Dynoro, Gigi D'Agostino","In My Mind","Columbia/B1 Recordings",1,163,102,"468282"
176,"spotify:track:1FuJKBi6XdFyf8Yzmck468","Kontra K","Letzte Träne","BMG Rights Management GmbH",4,159,49,"466925"
177,"spotify:track:3xoqCVdetlA7Ap01iSMaWN","KASIMIR1441","TEK TEK","1441",100,100,2,"463140"
178,"spotify:track:3eZW9A7HaDmkyFyUlqIUM5","Farid Bang, 18 Karat, AK AUSSERKONTROLLE","LOCO (feat. 18 Karat & AK Ausserkontrolle)","Farid Bang II/WM Germany",17,79,3,"460622"
179,"spotify:track:7My1iCGUznwNztIokee32S","Jerome","Take My Hand","Kontor Records",158,161,6,"459432"
180,"spotify:track:1DFD5Fotzgn6yYXkYsKiGs","MEDUZA, Goodboys","Piece Of Your Heart","Virgin",8,136,53,"458123"
181,"spotify:track:2kJwzbxV2ppxnQoYw4GLBZ","JP Saxe, Julia Michaels","If the World Was Ending (feat. Julia Michaels)","Arista Records",87,176,15,"456513"
182,"spotify:track:02itaCXOdC54J0ISjqqFAp","R3HAB, A Touch Of Class","All Around The World (La La La)","Virgin",20,139,48,"454693"
183,"spotify:track:4wNIkl5XGiAACjFBlDWuSd","Jonas Brothers","What A Man Gotta Do","Republic Records",70,146,14,"449060"
184,"spotify:track:3uTiW4Tjt6FqSPRYNgzW5t","Nimo","KARMA","Urban",2,168,25,"441637"
185,"spotify:track:0bMbDctzMmTyK2j74j3nF3","Alan Walker, Ava Max","Alone, Pt. II","MER Recordings",63,153,17,"440908"
186,"spotify:track:05Mp2UJulSttxQ4E6hQPH3","Bonez MC, RAF Camora, Maxwell","Ohne mein Team","AUF!KEINEN!FALL!",9,172,159,"439442"
187,"spotify:track:5sMugAU31Ug5SAUUbhBIKU","Loredana, Mozzik","Eiskalt","Loredana",1,158,38,"434784"
188,"spotify:track:285pBltuF7vW8TeWk8hdRR","Juice WRLD","Lucid Dreams","Juice WRLD Mixtape / ISR P&D",28,169,64,"433400"
189,"spotify:track:25sgk305KZfyuqVBQIahim","Ava Max","Sweet but Psycho","Atlantic Records",2,170,80,"430004"
190,"spotify:track:5rywC2PH49hTpJLXxwGlpE","Katja Krasavice","CASINO","Katja Krasavice/WM Germany",38,165,18,"422802"
191,"spotify:track:0PEwVF6TStGXMTnQMAk9kl","Apache 207","Sex mit dir","Four Music/Two Sides",9,180,26,"422788"
192,"spotify:track:36orMWv2PgvnzXsd5CJ0yL","Sam Feldt, RANI","Post Malone (feat. RANI)","Spinnin' Remixes",70,175,27,"422577"
193,"spotify:track:2xLMifQCjDGFmkHkpNLD9h","Travis Scott","SICKO MODE","Cactus Jack / Epic / Grand Hustle",42,-1,36,"419769"
194,"spotify:track:7sVQVuy2cdPfMIHDH9IKaP","JIGGO, Monet192","Para, Money, E's","JIGGO",63,155,15,"419165"
195,"spotify:track:2IX9rTOZFc4OgPph0LuubR","Koosen, Strange Fruits Music","Falling","Strange Fruits",195,-1,1,"414668"
196,"spotify:track:70eFcWOvlMObDhURTqT4Fv","Ed Sheeran, Khalid","Beautiful People (feat. Khalid)","Atlantic Records UK",8,145,43,"412202"
197,"spotify:track:6erIvryBSsAdebNU4a7Mrs","Juju","Hi Babe","JINX Music",10,188,44,"408075"
198,"spotify:track:2vuFdbSOLje3khV4rLSEpm","SDP, Capital Bra","Viva la Dealer","Berliner Plattenbau",25,184,58,"407942"
199,"spotify:track:2vDxrqUKTkgSxn7x3JYms9","Felix Jaehn, GASHI, FAANGS","SICKO","Virgin",173,-1,2,"406425"
200,"spotify:track:1MkDGQvM8CRrMIcHxjTni5","Symba","Blockparty","Symba",168,174,9,"406229"
