rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
13,"spotify:track:7ytR5pFWmSjzHJIeQkgog4","DaBaby, Roddy Ricch","ROCKSTAR (feat. Roddy Ricch)","South Coast Music Group/Interscope Records",3,10,20,"1950986"
14,"spotify:track:7oJW8vNkosiWuKJtsq3mZs","Apache 207","Unterwegs","Four Music/Two Sides",1,8,6,"1873083"
15,"spotify:track:3dy7SaVShdnjwtx9IXhtzg","AK AUSSERKONTROLLE, Bonez MC","In meinem Benz","XY Records",1,11,14,"1859683"
16,"spotify:track:5TGcyccg8Hkgn9jB7gUpMN","VIZE, Tom Gregory","Never Let Me Down","Kontor Records",8,12,19,"1838896"
17,"spotify:track:51Of5p3lKZeOg6itfs4og4","twocolors","Lovefool","Virgin",14,14,14,"1780137"
18,"spotify:track:5PAAUJTKLT0nCmHUlLdPXb","Capital Bra, Clueso, KC Rebell","Andere Welt","URBAN",2,9,6,"1760829"
19,"spotify:track:5CqkgDH8QZjSqqI3HmYxDD","Pashanim","Airwaves","Urban",2,16,16,"1748691"
20,"spotify:track:1XdMp6v9Q3N80WnKSbGfl4","LA Vision, Gigi D'Agostino","Hollywood","Polydor",20,26,8,"1738082"
21,"spotify:track:2u6Jm2klS4yvAlbSHlxUwI","Robin Schulz, Wes","Alane","WM Germany",11,13,11,"1620280"
22,"spotify:track:1mfMAQJWZ9K4vKOahwkYQ3","Ufo361, Sonus030","Playlist","Stay High",2,7,3,"1607769"
23,"spotify:track:5rZlwNFl01HqLWBQGryKSm","Pop Smoke, Lil Tjay","Mood Swings (feat. Lil Tjay)","Victor Victor Worldwide",23,33,4,"1589072"
24,"spotify:track:6UelLqGlWMcVH1E5c4H7lY","Harry Styles","Watermelon Sugar","Columbia",18,18,20,"1577081"
25,"spotify:track:4EmiHs5KnkApKW8pkfWdWW","Kool Savas, Alies","AMG","Sony Music/Essah Media GmbH",19,21,4,"1575775"
26,"spotify:track:0VjIjW4GlUZAMYd2vXMi3b","The Weeknd","Blinding Lights","Republic Records",2,20,40,"1552419"
27,"spotify:track:6i7zAdNhzUN2k1HcrBxPHG","Ofenbach, Quarterhead, Norma Jean Martine","Head Shoulders Knees & Toes (feat. Norma Jean Martine)","Elektra France",27,42,6,"1545588"
28,"spotify:track:4CyCHkhRsDXUeP5K4Y3xjU","Apache 207","Sie ruft","Four Music/Two Sides",1,15,5,"1499521"
29,"spotify:track:1g3J9W88hTG173ySZR6E9S","Bonez MC","Tilidin Weg","187 Strassenbande",3,19,5,"1444325"
30,"spotify:track:0QjjaCaXE45mvhCnV3C0TA","Apache 207","Fame","Four Music/Two Sides",1,27,17,"1433563"
31,"spotify:track:2YnUB2mFDQRZSFzo73UNxd","Jamule, Chilla","13","Life Is Pain",6,6,2,"1432280"
32,"spotify:track:5LOJdJPzuevskkoAtLj8hb","Tujamo, VIZE, MAJAN","Lonely","Virgin",32,35,13,"1431736"
33,"spotify:track:35RJhm1pEovTBwnNR0zWad","DJ Khaled, Drake","GREECE (feat. Drake)","OVO/We The Best/Epic",22,24,7,"1416049"
34,"spotify:track:2SAqBLGA283SUiwJ3xOUVI","Drake, Lil Durk","Laugh Now Cry Later (feat. Lil Durk)","OVO",22,22,3,"1385671"
35,"spotify:track:1XTUu81IEyoi5nU5H6Bf3H","Sarhad","Sinne","Fuchs",23,31,12,"1351768"
36,"spotify:track:6bRR9tU3WUBsC4aywSgHEO","FOURTY","WEISSER RAUCH","Life Is Pain",14,34,24,"1336664"
37,"spotify:track:2Y0wPrPQBrGhoLn14xRYCG","Juice WRLD, Marshmello","Come & Go (with Marshmello)","Grade A Productions/Interscope Records",20,36,8,"1336282"
38,"spotify:track:2HRoorQkhGZn6GSjEjubu5","reezy","CHROME HEARTS","Four Music/Two Sides",38,-1,1,"1318802"
39,"spotify:track:7xvofve6KAoCIsqVVxH20J","Jamule, SANTOS","fastlane","Life Is Pain",9,25,5,"1287291"
40,"spotify:track:6hw1Sy9wZ8UCxYGdpKrU6M","Apache 207","Roller","Four Music/Two Sides",1,41,54,"1284126"
41,"spotify:track:3G67H7EzEhwITQn1gPuPwA","Dardan","Ma Bae","Hypnotize Entertainment",11,38,6,"1268680"
42,"spotify:track:2DQNYMRjisN3KAPj1bEwOI","Internet Money, Gunna, Don Toliver, NAV","Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money Records/ TenThousand Projects",42,59,3,"1259548"
43,"spotify:track:0p3euGPg5LgFeQGC7bBFuR","Miksu / Macloud, Summer Cem, Luciano, Jamule","XXL","FUTURA",1,46,10,"1257787"
44,"spotify:track:2Wo6QQD1KMDWeFkkjLqwx5","SAINt JHN, Imanbek","Roses - Imanbek Remix","Columbia/B1 Recordings",4,40,42,"1235378"
45,"spotify:track:3H7ihDc1dqLriiWXwsc2po","Topic, A7S","Breaking Me","Virgin",5,37,35,"1221395"
46,"spotify:track:7LCElzlYw3myTHvC2MQWve","Samra","24 Stunden","Urban",6,28,4,"1220231"
47,"spotify:track:12KENAKQY5JvAsRURN7TzB","Apache 207","Boot","Four Music/Two Sides",1,39,13,"1189996"
48,"spotify:track:4n2l0xAsdI0MMO4NKDEQPT","Azet, Albi","D&G","Azet & Albi/WM Germany",48,-1,1,"1172454"
49,"spotify:track:1NP7bzm8UksJUWXsuFoOwE","Mark Forster","Übermorgen","Four Music Local",28,49,18,"1163388"
50,"spotify:track:0PvFJmanyNQMseIFrU708S","Pop Smoke, Lil Baby, DaBaby","For The Night (feat. Lil Baby & DaBaby)","Victor Victor Worldwide",50,52,9,"1127631"
51,"spotify:track:7C1trmcQQ5n5RNy4l6ziCv","Nea, Felix Jaehn","Some Say - Felix Jaehn Remix","Milkshake",24,48,30,"1102088"
52,"spotify:track:59qrUpoplZxbIZxk6X0Bm3","Jason Derulo","Take You Dancing","Atlantic Records",52,64,6,"1078509"
53,"spotify:track:5ErkJCvcSmvQ7E7VM5JMnh","VIZE, Imanbek, Dieter Bohlen, Leony","Brother Louie","Kontor Records",53,58,8,"1034842"
54,"spotify:track:01vXerMeFgboAgQZxUL2m9","Monk, BHZ, Longus Mongus","Loud (feat. Longus Mongus)","Sony Music/BHZ",54,-1,1,"1029526"
55,"spotify:track:3JDPPLA5oReVAkrEDcBllG","Ufo361, Sonus030","Shit Changed","Stay High",4,43,6,"1013608"
56,"spotify:track:2qpZjutAe3pstQsjwSXQb4","VIZE, Joker Bra, Leony","Paradise","Kontor Records",55,55,2,"1003374"
57,"spotify:track:525GY0mXYnxajolwgS8Eaz","Lucky Luke","Cooler Than Me","Columbia/B1 Recordings",38,51,16,"994708"
58,"spotify:track:0t1kP63rueHleOhQkYSXFY","BTS","Dynamite","BIGHIT MUSIC",44,44,2,"983320"
59,"spotify:track:7EN5yE1l414pRyz4AkCEYD","KC Rebell, Summer Cem","QN","Banger Musik II/WM Germany",8,47,4,"969708"
60,"spotify:track:3yZCjDTxzZxx1kll1sRjGc","Ufo361, CÉLINE","Emotions 2.0","Stay High",1,54,12,"966113"
61,"spotify:track:68lAxWGvGc9yGheEkFDFiT","Pietro Lombardi","Cinderella","Polydor",10,50,7,"956129"
62,"spotify:track:0BwO44CBPFWxAIO5ZbPf3N","Bonez MC","Roadrunner","187 Strassenbande",1,67,15,"952533"
63,"spotify:track:7bDSLyTjZ1VjU5kPHTL3Ko","Kontra K, Samra","Tiefschwarz (feat. Samra)","BMG Rights Management GmbH",2,60,8,"948199"
64,"spotify:track:3Be7CLdHZpyzsVijme39cW","Kygo, Tina Turner","What's Love Got to Do with It","Kygo",61,62,7,"937796"
65,"spotify:track:76nqCfJOcFFWBJN32PAksn","Ava Max","Kings & Queens","Atlantic Records",23,57,25,"930528"
66,"spotify:track:1pI1iO1C55opOeLLdIMFwl","Nimo, reezy","Not Safe","385ideal",66,-1,1,"922523"
67,"spotify:track:45bE4HXI0AwGZXfZtMp8JR","Tate McRae","you broke me first","RCA Records Label",67,79,10,"904970"
68,"spotify:track:2WOJ7D52Ng3myrKlEf4Azj","Bonez MC","Big Body Benz","187 Strassenbande",1,61,11,"904090"
69,"spotify:track:2ketPBZrMipLnqxQUpdOZn","KitschKrieg, Bonez MC, Vybz Kartel, SFR","International Criminal","SoulForce Records",6,56,6,"882646"
70,"spotify:track:1rgnBhdG2JDFTbYkYRZAku","Tones And I","Dance Monkey","Elektra (NEK)",2,68,57,"879705"
71,"spotify:track:3vvh5Bx4MloxsZVyjfk6Ht","Asche, Kollegah","Makarova","ALPHA MUSIC EMPIRE",71,-1,1,"879442"
72,"spotify:track:5iUveERei5JgBhqWlu3JIN","Georg Stengel","Mars","WE LOVE MUSIC",72,75,8,"871649"
73,"spotify:track:1WoM4mof0Nl1xPtwf6h6ow","KC Rebell, Summer Cem","FLY","Banger Musik II/WM Germany",3,69,14,"865783"
74,"spotify:track:5DV4ZSCqbFv74ui3ZhimXo","Jason Derulo, Puri, Jhorrmountain","Coño","Spinnin' Records",53,66,9,"858315"
75,"spotify:track:5B9CtjeguIO9LeOk8Xs1J3","KAYEF","Ich würd' lügen","Kayef Media",12,77,22,"850276"
76,"spotify:track:126jIHe1uzahC3EsuNvGrJ","Kidda","Malli","Columbia Local",71,76,6,"834568"
77,"spotify:track:6KiEsqGg0HBOSMflVH7Onx","Tones And I","Ur So F**kInG cOoL","Elektra (NEK)",44,70,12,"822691"
78,"spotify:track:6M6Zzch8COuCiIjdn5EhI4","Symba","Mario Run","Sony Music - Symba",28,65,5,"808635"
79,"spotify:track:27ycaQnQAxaPiyeg3nr2aB","Miley Cyrus","Midnight Sky","RCA Records Label",71,71,3,"805716"
80,"spotify:track:0vWUhCPxpJOJR5urYbZypB","Purple Disco Machine, Sophie and the Giants","Hypnotized","Columbia Local",80,89,5,"794751"
81,"spotify:track:6wQlQrTY5mVS8EGaFZVwVF","Juice WRLD, The Weeknd","Smile (with The Weeknd)","Grade A Productions/Interscope Records",54,72,4,"788976"
82,"spotify:track:72Z8ZjMvJIocWNiGwfpHx0","Seeed","Hale-Bopp","BMG Rights Management GmbH",78,88,5,"779309"
83,"spotify:track:24IgCW19L8lXKyFZwzFtD3","Black Eyed Peas, Ozuna, J. Rey Soul","MAMACITA","Epic",28,73,20,"773949"
84,"spotify:track:5gFCFZnV0QTt1YfjY7dJBY","David Puentez, Albert Neve","Superstar","Virgin",62,81,15,"764592"
85,"spotify:track:7My1iCGUznwNztIokee32S","Jerome","Take My Hand","Kontor Records",46,90,25,"757101"
86,"spotify:track:6PK070dD3j8I6VRmKVvSrP","Kay One, Cristobal","Bachata","Embassy of Music",86,-1,1,"750785"
87,"spotify:track:1EbdQ54jFLGEH94cUif3TI","LEA, Capital Bra","7 Stunden","Four Music/Treppenhaus Records",10,74,14,"746344"
88,"spotify:track:6lU4BQWZomCWRfKSowfezE","Ufo361","Emotions","Stay High",1,83,19,"744791"
89,"spotify:track:13Jh2zK7TnLa1oua9vYCs9","Fler","LIGHT UP THE NIGHT/MODELFACE/JO-JO - MIXED","MASKULIN",89,-1,1,"738315"
90,"spotify:track:7AMblhd8xbG6ixeZQPgZOm","Veysel","Ma Vie","Bela Boyz",30,30,2,"737656"
91,"spotify:track:4KfL3Ne8bc9bC2PUB8QGwA","Capital Bra, Bozza","Ich weiß nicht mal wie sie heißt","URBAN",2,86,11,"736001"
92,"spotify:track:607Qnf751oBkkxCThw3cXf","Mudi, Ardian Bujupi","Te Dua","HAYAT GbR",92,-1,1,"734532"
93,"spotify:track:0Dw8hUbjXORzIWp7mjbh0t","Luciano, Shirin David","Never Know (feat. SHIRIN DAVID)","Urban",2,78,7,"731616"
94,"spotify:track:50Td3qilgs8BLtv8mHyT1t","Zoe Wees","Control","Virgin Music UK LAS (S&D)",41,92,16,"725858"
95,"spotify:track:3bffZlBH65GZ2rVc9qiHg5","Lost Frequencies, Zonderling, Kelvin Jones","Love to Go","Kontor Records",72,87,11,"720014"
96,"spotify:track:1Tqshmc0rnQPaIGJfRp2Da","Dennis Lloyd","Alien","Arista Records",96,161,2,"705825"
97,"spotify:track:7hr6WRm7HUlVdkfnhSTm0G","Nico Santos, Topic","Like I Love You","Virgin",31,96,25,"704792"
98,"spotify:track:2iNzRQE0MlCaSHbHGzmbN2","Clueso","Flugmodus","Epic Local",94,94,4,"697178"
99,"spotify:track:0Jh40A8WJdGXwkEDgxhaKo","Kynda Gray, RIN","Ayo Technology","GOLD LEAGUE/DIVISION",8,85,10,"694770"
100,"spotify:track:1E8AbLU32wldcSGPxAIOY6","KASIMIR1441, Chapo102, 102 Boyz, Stacks102","DICKE BAHN","Chucky die Mördertruppe",53,53,2,"688855"
101,"spotify:track:6Hj9jySrnFppAI0sEMCZpJ","Juice WRLD","Robbery","Grade A Productions/Interscope Records",85,109,13,"681811"
102,"spotify:track:2J4P46vCFm1rPkNkp9pZWX","BLACKPINK, Selena Gomez","Ice Cream (with Selena Gomez)","YG Entertainment/Interscope Records",102,-1,1,"677869"
103,"spotify:track:1H7KnK26kc1YyellpbINEn","Pop Smoke, 50 Cent, Roddy Ricch","The Woo (feat. 50 Cent & Roddy Ricch)","Victor Victor Worldwide",50,95,9,"675818"
104,"spotify:track:2U5WueTLIK5WJLD7mvDODv","Juice WRLD","Wishing Well","Grade A Productions/Interscope Records",51,99,8,"674715"
105,"spotify:track:4KPYXZUCKYLEEcGmKN4Exs","LIZOT, Emelie Cyréus","Weekend (feat. Emelie Cyréus)","NITRON music",91,102,13,"664241"
106,"spotify:track:4AqN8IdKCfItCSbuaFch81","VIZE, Felix Jaehn","Thank You [Not So Bad]","Virgin",74,97,28,"661740"
107,"spotify:track:62aP9fBQKYKxi7PDXwcUAS","Surf Mesa, Emilee","ily (i love you baby) (feat. Emilee)","Astralwerks",11,80,26,"658336"
108,"spotify:track:7N06jo3EnV792VFaG8vuW6","Felix Jaehn, VIZE, Miss Li","Close Your Eyes","Virgin",22,112,37,"653570"
109,"spotify:track:6ZIfKSsEOdcJn7VHRoXKUw","badmómzjay","Signal","Vertigo Berlin",25,82,5,"652047"
110,"spotify:track:2PGA1AsJal6cyMNmKyE56q","Apache 207","200 km/h","Four Music/Two Sides",2,98,50,"645725"
111,"spotify:track:73h4oe03sZy8bXfQLfnqMv","Ava Max","Who's Laughing Now","Atlantic Records",103,103,3,"645625"
112,"spotify:track:58AGoOGbwsQMhBbH0eFLRR","Calvin Harris, The Weeknd","Over Now (with The Weeknd)","Columbia",112,-1,1,"622683"
113,"spotify:track:1vZqDXhvyXAwSM8V6MU0N5","CÉLINE","Tränen aus Kajal","BTGS / A Million / Groove Attack",14,117,22,"621855"
114,"spotify:track:2A0CxheiQGQdCiKtOR7jMP","LUM!X, D.T.E, Gabry Ponte, MOKABY","The Passenger (LaLaLa) [feat. MOKABY]","Spinnin' Records",47,108,29,"620815"
115,"spotify:track:67ojvEGRPAUCOohuMPqoRC","Capital Bra, Samra, LEA","110","Urban",1,110,50,"619150"
116,"spotify:track:7tUTCcqkMCnC9qLqbQeI0T","Felix Jaehn, Nea, Bryn Christopher","No Therapy","Virgin",116,125,2,"615279"
117,"spotify:track:7qwWwsa6otLM0UOEamls4s","The Cratez, Bausa, Maxwell, Joshi Mizu","Skifahren (feat. Joshi Mizu)","GOLD LEAGUE/RBK",3,118,42,"615064"
118,"spotify:track:7Hdggj7tENSHpq9mZCb5cE","PA Sports, FOURTY","EGOTOD","Life Is Pain",118,-1,1,"610889"
119,"spotify:track:4DqDu89VYuIjvDJP0fLjgG","Lil Lano","facts","AnanasSquad",119,-1,1,"610073"
120,"spotify:track:2oFmcqi6QWlZCkuHXfrJi2","MERO","Perspektive","Groove Attack TraX",13,63,3,"609357"
121,"spotify:track:07f2b3CTdgKKlhv0mqUksz","Juju, Henning May","Vermissen (feat. Henning May)","JINX Music",1,113,70,"609321"
122,"spotify:track:1lht8jb3c6rEiVaqX94enH","Jerome","Light","Kontor Records",33,144,47,"607580"
123,"spotify:track:60QNDFwS9oTTFu3gb9rYCs","Dardan, Monet192","Gar kein Bock","Hypnotize Entertainment",23,23,2,"607348"
124,"spotify:track:0U9dP3BUlAgq9KkJXOijBH","KALIM, Ufo361","SKRR","Urban",5,111,14,"605746"
125,"spotify:track:4tfLFDGypUWad5AT6772If","Michael Patrick Kelly","Beautiful Madness","Columbia Local",101,120,10,"598156"
126,"spotify:track:34FbkFgAbv4ffvhL2XQMVm","Aya Nakamura","Jolie nana","Rec. 118",126,142,4,"595443"
127,"spotify:track:5t3PF7pHuiwwLbNCJ8mn4N","Jamule","MedMen","Life Is Pain",11,114,11,"586691"
128,"spotify:track:20opc3dykV1sSxVwaGLUMc","KAYEF","Warum","Kayef Media",117,127,4,"584838"
129,"spotify:track:1Mu0qs9DQ8OfhiPvHxZMMM","Topic, A7S, Lil Baby","Why Do You Lie To Me (feat. Lil Baby)","Virgin",129,-1,1,"582843"
130,"spotify:track:2rFsFjq0D9JAmc0APpCO6P","Internet Money, Trippie Redd, Diplo, Juice WRLD","Blastoff (feat. Juice Wrld & Trippie Redd)","Internet Money Records/ TenThousand Projects",130,-1,1,"579321"
131,"spotify:track:1V7JaMp11LKGwKiVmSetf0","Joker Bra, VIZE","Baby","Bra Musik",1,140,31,"578999"
132,"spotify:track:7ju97lgwC2rKQ6wwsf9no9","Lady Gaga, Ariana Grande","Rain On Me (with Ariana Grande)","Interscope",21,141,15,"570376"
133,"spotify:track:3IJYUaN3tx04S4TYyZHKoP","StaySolidRocky","Party Girl","Columbia",49,124,15,"568744"
134,"spotify:track:1IIKrJVP1C9N7iPtG6eOsK","Chris Brown, Young Thug","Go Crazy","Chris Brown Entertainment/300 Entertainment/RCA Records",130,130,7,"566616"
135,"spotify:track:61ZM92T2zaXIVsqncThQzC","Robin Schulz, Alida","In Your Eyes (feat. Alida)","WM Germany",12,131,34,"565822"
136,"spotify:track:2tnVG71enUj33Ic2nFN6kZ","Regard","Ride It","Ministry of Sound Recordings",12,121,55,"565541"
137,"spotify:track:7qEHsqek33rTcFNT9PFqLf","Lewis Capaldi","Someone You Loved","Vertigo Berlin",27,138,87,"565268"
138,"spotify:track:79s5XnCN4TJKTVMSmOx8Ep","Pop Smoke","Dior","Victor Victor Worldwide/Republic Records",80,136,28,"563625"
139,"spotify:track:70rFIfYN7lU6iTgUIVP42w","Machine Gun Kelly, blackbear","my ex's best friend (with blackbear)","Bad Boy/Interscope Records",139,-1,3,"562672"
140,"spotify:track:5UDK6yzqiW4kJU3YQauYR5","reezy, Bausa","SANDMANN","Four Music/Two Sides",13,101,14,"562102"
141,"spotify:track:466cKvZn1j45IpxDdYZqdA","Drake","Toosie Slide","OVO",1,115,22,"561920"
142,"spotify:track:1IikW5aCjY08gagX94j3fJ","Pashanim","Hauseingang","Urban",40,139,37,"557448"
143,"spotify:track:2MbdDtCv5LUVjYy9RuGTgC","Jack Harlow, Tory Lanez, DaBaby, Lil Wayne","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Generation Now/Atlantic",96,135,10,"555900"
144,"spotify:track:1As8f8iPGCx0evpgY0xrka","AK AUSSERKONTROLLE","Easy","XY Records",45,45,2,"555462"
145,"spotify:track:7vgv8KZBSo0TPzyIWG9yzV","Ava Max","Salt","Atlantic Records",12,132,29,"547639"
146,"spotify:track:2u8AXJyk8pICzj2wyPBL0b","Sido, Apache 207","2002","Urban",5,137,49,"543571"
147,"spotify:track:285pBltuF7vW8TeWk8hdRR","Juice WRLD","Lucid Dreams","Juice WRLD Mixtape / ISR P&D",28,150,82,"542022"
148,"spotify:track:7eJMfftS33KTjuF7lTsMCx","Powfu, beabadoobee","death bed (coffee for your head)","Columbia",15,128,28,"541430"
149,"spotify:track:6N22FZs2ZhPBYi3b9XPajV","Labrinth","Still Don't Know My Name","Masterworks",149,183,2,"538489"
150,"spotify:track:7v8OynJxOxHoeS5C2UA9Y7","Capital Bra, Loredana","Nicht verdient","URBAN",1,143,19,"536251"
151,"spotify:track:20McUFi8KCIVdNDLrkTDuZ","HVME","Goosebumps","Columbia/B1 Recordings",151,159,7,"533683"
152,"spotify:track:27u7t9d7ZQoyjsCROHuZJ3","Clean Bandit, Mabel, 24kGoldn","Tick Tock (feat. 24kGoldn)","Atlantic Records UK",152,-1,1,"531982"
153,"spotify:track:0X4hMHBj4Ra6h1tIQGl1CH","Tom Gregory","Fingertips","Kontor Records",36,153,26,"528996"
154,"spotify:track:1ueWZubKpdTGEz3AzgefB5","Juju","Vertrau mir","JINX Music",7,122,7,"522819"
155,"spotify:track:4w47S36wQGBhGg073q3nt7","ROSALÍA, Travis Scott","TKN (feat. Travis Scott)","Columbia",44,129,14,"518858"
156,"spotify:track:0gThlZWwZWkDqRKGOz2CN1","Symba","Angels Sippen","SME - Symba",9,162,23,"512172"
157,"spotify:track:2V4Fx72svQRxrFvNT1eq5f","K/DA, (G)I-DLE, Wolftyla, Bea Miller, League of Legends","THE BADDEST","Riot Games",157,-1,1,"510838"
158,"spotify:track:3eekarcy7kvN4yt5ZFzltW","Travis Scott","HIGHEST IN THE ROOM","Cactus Jack / Epic",8,151,48,"508835"
159,"spotify:track:6gBFPUFcJLzWGx4lenP6h2","Travis Scott","goosebumps","Epic/Grand Hustle",40,155,28,"505885"
160,"spotify:track:0psIeufUtT83Ot2dkLjQ0v","LEA","Treppenhaus","Four Music/Treppenhaus Records",29,157,26,"504458"
161,"spotify:track:1Y8V7yhFFrFjzBQtOH4ap7","Apache 207","28 Liter","Four Music/Two Sides",8,107,5,"495242"
162,"spotify:track:7AAt2NDyAnv2Ni2decYxgh","CRISPIE, ILIRA","Ladida (My Heart Goes Boom)","JINX Music",104,146,8,"494589"
163,"spotify:track:4zLSkwZaiMfzzapPCbdG90","GAMPER & DADONI","Gimme! Gimme! Gimme!","Big Top Amsterdam",52,133,27,"487411"
164,"spotify:track:4xqrdfXkTW4T0RauPLv3WA","Conan Gray","Heather","Republic Records",164,-1,1,"485615"
165,"spotify:track:0EhpEsp4L0oRGM0vmeaN5e","J Balvin, Dua Lipa, Bad Bunny, Tainy","UN DIA (ONE DAY) (Feat. Tainy)","Universal Music Latino/ NEON16",87,119,6,"480895"
166,"spotify:track:4PP0u2Fhzg8NnPW3EZGw2v","Dardan, Monet192","H <3 T E L","Hypnotize Entertainment",1,166,24,"478923"
167,"spotify:track:08yf4NUfZnOJUZ309NemMm","Dardan, reezy","Details","Hypnotize Entertainment",21,84,3,"477953"
168,"spotify:track:66W1rVTnEv86dIkFhoiElg","Regard, RAYE","Secrets","Ministry of Sound Recordings",125,158,12,"476556"
169,"spotify:track:68BzmtNh2aWQZ3AQOUmGDg","Nimo","To The Moon","385ideal",42,104,3,"474746"
170,"spotify:track:0YU17F0BlVXvmx5ytsR43w","LUM!X, Gabry Ponte","Monster","Spinnin' Records",34,167,64,"474500"
171,"spotify:track:3EmCRdONSwuGJJJWPghRjd","Apache 207","Auf und Ab","Four Music/Two Sides",17,123,5,"474144"
172,"spotify:track:4nK5YrxbMGZstTLbvj6Gxw","BENEE, Gus Dapperton","Supalonely","Republic Records",26,149,26,"472113"
173,"spotify:track:3rxFFtIbmz4QXZGGEEsuSj","TheDoDo","Endorphine","pbb",102,176,14,"471876"
174,"spotify:track:0H9WHopZ62JeDaGau7REMw","Pashanim","Shababs botten","Urban",71,169,42,"471853"
175,"spotify:track:1qHaUkOtJ0VlDG8kJPvY5l","AK AUSSERKONTROLLE, Jugglerz","Gangster Queen","XY Records",11,106,9,"469389"
176,"spotify:track:2gMXnyrvIjhVBUZwvLZDMP","Lewis Capaldi","Before You Go","Vertigo Berlin",52,179,38,"469244"
177,"spotify:track:4AzHvMzbHMCHC1UAoULT49","Azet, Albi","Xhep","Azet & Albi/WM Germany",22,105,4,"467473"
178,"spotify:track:4NhDYoQTYCdWHTvlbGVgwo","6ix9ine","GOOBA","Create Music Group",3,145,17,"467454"
179,"spotify:track:2MlOUXmcofMackX3bxfSwi","Master KG, Nomcebo Zikode","Jerusalema (feat. Nomcebo Zikode)","Elektra France",179,191,2,"466786"
180,"spotify:track:22LAwLoDA5b4AaGSkg6bKW","Lil Mosey","Blueberry Faygo","Mogul Vision/Interscope Records",23,172,29,"466500"
181,"spotify:track:1eNyHqFFfC3NrRmXQCn83K","Luciano","Nacht zu kurz","Urban",4,156,9,"465158"
182,"spotify:track:4UOXo3xWnxYdTf3sFyRaUG","Bonez MC, RAF Camora","500 PS","187 Strassenbande",1,173,109,"463535"
183,"spotify:track:0CflhdVVA63j3oxaqNSUzC","Apache 207","Matrix","Four Music/Two Sides",1,147,28,"458373"
184,"spotify:track:5zDEsfsz5Ih3EKqYFbWGWy","CÉLINE","Blue Jeans","BTGS / A Million / Groove Attack",38,165,6,"456744"
185,"spotify:track:5id3Rqn7SPj1LX4FfY4nGz","Sia","Together","Monkey Puzzle/Atlantic",185,185,6,"456328"
186,"spotify:track:012iHyRvQQquWQGUTYvDxy","CRO, badchieff","Fall Auf","Urban",41,116,3,"453523"
187,"spotify:track:2vDxrqUKTkgSxn7x3JYms9","Felix Jaehn, GASHI, FAANGS","SICKO","Virgin",55,180,21,"451205"
188,"spotify:track:0Dlcu2fgHklOnajVu2dUNU","Capital Bra, Samra","Tilidin","Urban",1,182,63,"451011"
189,"spotify:track:5DhcEJWVdkPNkJUVnbiUKo","WIER, Alexa Feser, Annett Louisan, Bibi Bourelly, Christina Stürmer, Conor Byrne, Glasperlenspiel, ILIRA, Joel Brandenstein, JORIS, Justin Jesso, KAYEF, Kelvin Jones, LOTTE, Milow, Nico Santos, Philipp Dittberner, Sasha, Stefanie Heinzmann","Best of Us","MOKOH Music GmbH",189,-1,1,"449330"
190,"spotify:track:2rxxXYtTIFKyrhJpofeoIX","KC Rebell, Summer Cem, Luciano","VALLA NEIN (feat. Luciano)","Banger Musik II/WM Germany",2,174,13,"447721"
191,"spotify:track:6TL7b76AWgto4ulxoUB3qB","Apache 207","Nie verstehen","Four Music/Two Sides",15,134,5,"445704"
